,,□,乗用車販売店（従業員）,販売量の動き,・新型車が発売されたことでかなり期待していたが、なかなか新車販売に結びついていない。,,
,,□,乗用車販売店（役員）,販売量の動き,・９月の中間期に向けて新車販売台数は前年を超えてきている。年末に向けて新型車の取扱が増えるので業績は前年を上回る見込みである。,,
,,□,乗用車販売店（経理担当）,販売量の動き,・９月の販売量は前年同月比105％の見込みである。28年６月の販売量は前年同月比102％であったので、３ケ月前との比較でほぼ横ばいである。,,
,,□,自動車備品販売店（役員）,お客様の様子,・半期決算セールを行っているが、例年以上に価格に敏感である。安くても必要がない商品購入を控えている。車検需要期で数量的には前年を越えているが、付帯メンテナンスを極力避ける傾向であり、出費をできるだけ抑えたいとの声が多い。,,
,,□,その他専門店［酒］（経営者）,販売量の動き,・悪い状態がずっと続いている。良くなる兆しが全く見えない。,,
,,□,その他小売［ショッピングセンター］,販売量の動き,・食料品は何とか前年並みを維持できているが、衣料や住まいの品が悪い。客は必要以上には買わない様子で、価格をよく見て買っている。,,
,,□,観光型旅館（経営者）,来客数の動き,・９月は、前年比で前年の４連休に相当する分だけ落ちている。,,
,,□,観光型旅館（スタッフ）,来客数の動き,・前年比で総売上88％、宿泊人数88％、宿泊単価98％となっている。宿泊人数は新幹線開業２年目の影響による減少に加え、宿泊単価の高い部屋の予約が減少したことでマイナスとなっている。,,
,,□,都市型ホテル（役員）,販売量の動き,・宿泊部門においては、北陸新幹線開業以降は順調に推移してきたが、やや鈍ってきている。宴会部門では、リオデジャネイロオリンピック関係の祝勝会の利用により全体では前年と変わらない。,,
,,□,通信会社（役員）,販売量の動き,・リオデジャネイロオリンピックが終了してテレビ視聴への関心が低下したこともあり、ケーブルテレビ契約の獲得数が鈍化傾向にある。,,
,,□,競輪場（職員）,販売量の動き,・売上が伸びてこない。,,
,,□,その他レジャー施設（総支配人）,来客数の動き,・オリンピック、パラリンピックの影響を少しは期待していたが、刺激をされてスポーツに取り組みたいと思う人達がいないように感じた。,,
,,□,住宅販売会社（従業員）,販売量の動き,・金利の低下や地価の動向など、住宅取得のための環境は今が一番いい時なので客は動いているが、ローコスト住宅の志向が強く高額商品へのニーズは低い。,,
,,□,住宅販売会社（従業員）,お客様の様子,・客の様子から注文住宅や不動産の動きはあまり感じられない。,,
,,▲,商店街（代表者）,お客様の様子,・景気回復と言われるが、全く実感はない。接客していると、むしろ後退感の方が強い。時節柄、秋物が主流となってきているが、割引がないなら買わないと敬遠する客が多くみられる。,,
,,▲,一般小売店［精肉］（店長）,来客数の動き,・新幹線開業効果は前年に比べて薄くなり、徐々に来客数が減ってきている。,,
,,▲,一般小売店［書籍］（従業員）,来客数の動き,・来客数が前年同月比で10％以上のダウンで、客の購買意欲は感じられない。,,
,,▲,百貨店（売場主任）,販売量の動き,・前年９月は、プレミアム付商品券やシルバーウィーク、気温の低下といった特殊要因があり好調に推移した。本年９月は特に好調となる要因もなく、シルバーウィークは飛び石連休に終わり、前年の反動から厳しい状況が続いている。特にファッション関連は、シーズンの先取り層が激減し、秋物の売行きは鈍く苦戦している。,,
,,▲,百貨店（営業担当）,来客数の動き,・前年はプレミアム付商品券で買物する客が多かったため、前年比で売上は大きく落ちている。プレミアム付商品券の影響を差し引いても、今月は天候不順、台風の影響で来客数が少なく、客単価が低い。特にファッション商材の動きが良くない。,,
,,▲,百貨店（営業担当）,お客様の様子,・百貨店にとって、９月の秋のファッションの始まりであるトレンド商材や新しい商材の売行きを左右するのは天候である。今年は残暑があまり厳しくない。どちらかというと気温は低めに推移している。９月であるにもかかわらず、ファッション衣料関係のものは動きが鈍く、客があまり買わない。食や暮らしについても、秋の味覚品や室内の模様替えの需要は、今一つ売上が芳しくない。全て前年を下回る厳しい状態が続いている。,,
,,▲,スーパー（総務担当）,来客数の動き,・来客数の減少が続いている。競合店も同様であるらしく、チラシの特売価格が下がってきている。,,
,,▲,衣料品専門店（経営者）,それ以外,・消費が相変わらず弱い。ファーストフードの一部で、値下げが始まった。不透明な景気循環の中で、消費者の価格意識がうかがえる業界の１つである。,,
,,▲,衣料品専門店（経営者）,お客様の様子,・個人消費が低迷しており、特に衣料品は顕著に表れている。より安いものを必要な時に必要なだけ買うという、デフレに逆戻りしている。,,
,,▲,衣料品専門店（経営者）,来客数の動き,・連休に隣県の駅周辺や繁華街を訪ねた。地元の百倍ほどの混雑ぶりは想像を上回った。これほどの混雑ぶりだと、お金は動きは百倍以上の差がつくと思われる。どうしたら地元で消費を増やせるのか考えていかなければならない。,,
,,▲,高級レストラン（スタッフ）,来客数の動き,・団体旅行客による昼食の売上が例年を上回り、昼全体で前年比115％の売上と好調である。夜の集客は前年比75%しかない状況で、全体の売上では前年より10%近くダウンしている。今月は、今年最も悪い結果となっている。10名以上の夜の宴席が最も減っている。,,
,,▲,一般レストラン（統括）,販売量の動き,・客のデフレマインドが影響しているのか、店内の飲食単価が下がってきた。来客数は変わらないが、売上高が少し下がっている傾向がみられる。単価の高い飲食店では８月より来客数の減少がみられる。,,
,,▲,都市型ホテル（スタッフ）,販売量の動き,・宿泊数について、前年の北陸新幹線開業効果の反動を明らかに感じるようになった。,,
,,▲,旅行代理店（所長）,販売量の動き,・受注件数、受注額が前年と比較して低調である。シルバ－ウイークが本年は飛び石となり、国内、海外ともにロングポーション旅行が減少している。,,
,,▲,タクシー運転手,販売量の動き,・夜間の人出が非常に少ない。,,
,,▲,タクシー運転手,来客数の動き,・前年からみると観光客は減っている。今月は台風の影響によって天候が悪く、週末はあまり良くなかった。,,
,,▲,通信会社（職員）,来客数の動き,・時期的に社外イベントへのブース出店の機会が多いが、来客数は期待ほどではなく、新商品をメインにした販促への反応もシビアである。また、イベント自体が集客に苦戦している状況にある。,,
,,▲,通信会社（役員）,販売量の動き,・前月よりは問い合わせ数が増えて契約数は若干持ち直したが、３か月前と比較して契約数はまだ少なく、上向きになっていない。,,
,,▲,美容室（経営者）,来客数の動き,・７月まで順調だった来客数が、８～９月では前年割れとなっている。,,
,,▲,住宅販売会社（従業員）,販売量の動き,・来客数は多いものの、契約金額、契約件数ともに例年を下回っている。問い合わせは多いが、割安な物件の要望が強く建物契約の状況は良くなかった｡,,
,,▲,住宅販売会社（従業員）,お客様の様子,・心配していた情報量は下げ止まった感があり、来月に今後の動向が見えてくる。消費税増税の再延期が与えた影響は会社ごとに異なるが、販売価格帯や階層別に差が出始めてきた。,,
,,×,コンビニ（店長）,販売量の動き,・同一チェーンの経営者間で、９月の売上が際立って悪いと話をしている。例年の７～９月は年間を通して最も売上の多い時期だが、８月までと違い９月の売上は激減中である。例年では８月が一番良く、次いで７月、９月となるが、今年は７月が一番景気が良く、８月、９月になるにつれ、売上が減少している。７月対比では１割以上、販売量が減っている。,,
,,×,住関連専門店（役員）,販売量の動き,・７月までは好調な推移を続けていたものの、８月のオリンピックや高校野球、お盆などで落ち込んでおり、それ以降の売上回復が全くみられない。,,
,,×,スナック（経営者）,来客数の動き,・９月中旬までは何とかなっていたが、後半はばったりという状況である。連休で営業日が減ったことや、市議会議員による政務活動費の不正受給問題がマイナス影響となっている。,,
,,×,テーマパーク（役員）,来客数の動き,・北陸新幹線開業２年目の反動で、国内の団体客、個人客が減少した。海外からの客も円高の影響で減少傾向にある。また、前年は大型の連休があったが、今年は大型連休がないため悪くなっている。,,
"企業
動向
関連

(北陸)",,◎,－,－,－,,
,,○,建設業（経営者）,受注量や販売量の動き,・地方自治体でようやく工事が発注され始めた。,,
,,○,税理士（所長）,取引先の様子,・今の景気ははっきりしない、まだら模様に感じる。顧客によって良いところや悪いところがあり、同じ業種でも違いがある。顧客の様子をみると、売上高や利益は２～３か月前よりは少し良くなっているが、まだ先行きがはっきりしない状態である。,,
,,□,食料品製造業（役員）,受注量や販売量の動き,・業界全体にみて、販売量が下がっている。特売を実施しても数量が伸び悩んでいる。,,
,,□,繊維工業（経営者）,取引先の様子,・国内の婦人衣料関係は全体的に悪い。特に影響しているのは、百貨店の売上がかなりダウンしていることで、為替が非常に円高であることが原因となっている。非衣料関係については、非常に順調に売上が上がってきている。,,
,,□,化学工業（総務担当）,受注量や販売量の動き,・現在、売上は横ばい状況である。,,
,,□,一般機械器具製造業（経理担当）,それ以外,・輸出企業においては、今年に入ってからの為替変動が大きな関心事となるが、ここ数か月は大きな変動もなく推移している。そういった観点などを背景に、受注状況には大きな変動はない。,,
,,□,精密機械器具製造業（役員）,取引先の様子,・営業からの報告として、特に百貨店などのいわゆる高価格帯市場が縮小しているとの客先の状況である。また、他社商品にベタ付けするための、ノベルティ用ケースの出荷数がここ２～３か月は前年割れしているようだ。,,
,,□,輸送業（配車担当）,取引先の様子,・個人消費がずっと上向かず、物の動きが活発でない状態が続いている。,,
,,□,輸送業（配車担当）,受注量や販売量の動き,・売上高は変わらないが、軽油価格が安定してるので収益は良い結果となっている。ＯＰＥＣ減産が、運送会社にとってどのような影響を及ぼすかは心配である。,,
,,□,金融業（融資担当）,受注量や販売量の動き,・企業の資金需要が旺盛ではない上、金利の状況から収益性が高くない状況が続いている。取引先では、小売業の売上が伸び悩んでおり、輸出企業の輸出量は増加していない。,,
,,□,金融業（融資担当）,受注量や販売量の動き,・取引先の建設関係業者の受注が幾分か活発である。公共工事の保証の依頼が増加している。,,
,,□,不動産業（経営者）,競争相手の様子,・少し動きが出ているという同業者の話が多かった。,,
,,□,司法書士,取引先の様子,・危険家屋の取り壊しと底地の処分の案件が複数ある。これまで動きがなかった物件の処分は進んでいるが、金額的には少額な案件である。,,
,,▲,繊維工業（経営者）,受注量や販売量の動き,・米国向け輸出品の一部で在庫調整に伴う受注減があり、前年同期比で大幅減となっている。,,
,,▲,一般機械器具製造業（総務担当）,受注量や販売量の動き,・８月は夏季休暇のために受注が全体で落ちてくるが、９月に入っても上がってこない。,,
,,▲,建設業（役員）,受注価格や販売価格の動き,・工事発注は多少増加しているものの、一部では依然として受注価格競争がし烈であり、受注環境は厳しさが続いている。,,
,,×,－,－,－,,
"雇用
関連

(北陸)",,◎,－,－,－,,
,,○,求人情報誌製作会社（編集者）,求人数の動き,・１回の発行で、求人数が平均で30件は伸びている。,,
,,○,新聞社［求人広告］（担当者）,求人数の動き,・前年９月の求人広告は、前年比で７割弱と大きく落としており、それ以降の求人広告の不調の始まりとなった。今年９月の求人広告は、一昨年レベルに回復した。求人広告のリアクションの薄さによって出稿を押さえられてきた状況が、それでも求人出稿に向かうトレンドに変わり始めている。全体のボリューム感を除けば、求人種目に関しては一前年、前年とあまり変化はない。,,
,,○,職業安定所（職員）,求人数の動き,・新規求人数は、前年同月比7.0％超の増加である。新規求職者数は、前年同月比5.0％超の減少となっている。前年同月を上回る有効求人倍率となっている。,,
,,□,人材派遣会社（役員）,雇用形態の様子,・一時的な欠員が要因の需要は増えている。ただし、長期的な雇用の件数は少ない。,,
,,□,人材派遣会社（社員）,求職者数の動き,・派遣業務の依頼は増えているが、新規登録をする人が少なくなってきている。,,
,,□,新聞社［求人広告］（役員）,求人数の動き,・９月の求人広告売上は、前年同月比８割弱である。,,
,,□,職業安定所（職員）,周辺企業の様子,・一部の事業所では良くなっているとの声も聞かれるが、仕事は増えてきているものの利益が出ないという事業所の声もあり、全体として変わらない。,,
,,□,民間職業紹介機関（経営者）,求人数の動き,・人材不足と言いながらも、新しい求人数が増加していない。前年の60～70％レベルにある。,,
,,□,学校［大学］（就職担当）,求人数の動き,・平成29年３月卒業予定者に対する求人票の出は少なくなってきたが、追加募集や２次募集は数件来ている。,,
,,▲,－,－,－,,
,,×,－,－,－,,
,,,,,,,
　７．近畿（地域別調査機関：りそな総合研究所株式会社）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(近畿)",,◎,－,－,－,,
,,○,一般小売店［時計］（経営者）,販売量の動き,・月が変わっても日中の暑さは変わらないが、朝晩の暑さは少し和らぎ、客足が少し戻ってきた。相変わらず時計自体は売れていないが、夏の暑さで傷んだ時計バンドの交換が目立った。単価自体は高くないものの、時計の修理と共に今月の売上の下支えとなっている。,,
,,○,百貨店（販売推進担当）,来客数の動き,・９月に入り、秋物衣料品の動きは前年の80％程度しかみられないが、朝晩の気温によっては大きく動く場合もある。また、秋物の打ち出しそのものには、客が敏感に反応し、来客数は前年を上回っている。,,
,,○,コンビニ（経営者）,販売量の動き,・相変わらずイートインコーナーの稼働率が高く、ファーストフードやコーヒー類の売上が好調なほか、おでんの売上も伸びてきている。,,
,,○,コンビニ（店員）,販売量の動き,・暑さで飲料が売れているほか、外国人観光客が増えている。,,
,,○,家電量販店（企画担当）,来客数の動き,・リオデジャネイロオリンピックでの日本選手の活躍により、関連商品が売れている。また、スマートフォンの新製品発売により、来店客が増えてきている。,,
,,○,乗用車販売店（営業担当）,販売量の動き,・決算期で販売台数が少し上向きになっている。,,
,,○,高級レストラン（スタッフ）,来客数の動き,・ランチに関しては、平日、休日にかかわらず、ほぼ満席の状態が続いている。,,
,,○,一般レストラン（経営者）,来客数の動き,・週末だけでなく、平日も確実に来客数アップにつながっている。,,
,,○,その他飲食［コーヒーショップ］（店長）,来客数の動き,・９月は客足が安定しており、めずらしく前年を上回っている。単価は少し下回っているが、来客数の伸びが良く、売上は３％ほどプラスとなっている。,,
,,○,通信会社（経営者）,来客数の動き,・新型スマートフォンの発売開始により、来客数が増えている。,,
,,○,通信会社（社員）,販売量の動き,・リオデジャネイロオリンピックのテレビ放送により、加入件数が少し増加傾向となった。また、解約率が低下傾向となっている。,,
,,○,パチンコ店（店員）,来客数の動き,・来客数がやや増加傾向にある。,,
,,○,その他レジャー施設［イベントホール］（職員）,お客様の様子,・来場者の動きが良いほか、レストラン、売店の売上も比較的好調である。,,
,,○,住宅販売会社（従業員）,お客様の様子,・サラリーマンなどの不動産投資により、ワンルームの分譲マンションの価格が、中古も含めて２～３年前よりも値上がりしている。,,
,,□,商店街（代表者）,単価の動き,・安い物から売れていく。,,
,,□,一般小売店［精肉］（管理担当）,お客様の様子,・悪い状態のまま変わらない。９月も連休があったが、お盆と同じく、客が普段以上に動くことはなかった。これまでは、連休が始まる際には肉の購買量が増えていた。今年はゴールデンウィークなどもそうであったが、客の動きとお金を使う場所が変化している。,,
,,□,一般小売店［衣服］（経営者）,販売量の動き,・夏物バーゲンの時期が終わり、新しい催しを行ったが、販売量、来客数共にそれほど多くはなかった。かといって、ものすごく少なかったというわけでもない。地域の景気が今のところは停滞しているように感じる。,,
,,□,一般小売店［野菜］（店長）,お客様の様子,・相変わらず、当店が納品をしている取引先は厳しい状態で、かなり苦戦している。,,
,,□,一般小売店［菓子］（営業担当）,販売量の動き,・お中元商戦も終わり、贈答品の販売量が伸び悩んでいる。,,
,,□,百貨店（売場主任）,販売量の動き,・当店は、９月から食料品は営業時間が30分短くなった。そのなかで売上が前年比マイナス2.5％ということで、上期とほぼ変化がなく、健闘したと思われる。特に、生鮮総菜が予想したほど悪くなっていない。,,
,,□,百貨店（売場主任）,販売量の動き,・天候の影響もあるものの、衣料品の動きが非常に悪い。リニューアルした食料品のフロアはまずまずの売上推移であるが、全体では前年比で５％減というありさまである。,,
,,□,百貨店（サービス担当）,お客様の様子,・今月も傾向に変化はなく、前年実績の確保に苦戦しており、来客数も前年を下回っている。ただし、レジ客数と買上率は前年を上回っていることから、何らかの品物を購入する客は増えている。また、衣料品は全体的に苦戦しているが、食料品と特選洋品は好調に推移している。,,
,,□,百貨店（外商担当）,販売量の動き,・不安定な株価や、円高が進んでいる影響もあり、富裕層による高額品の購入が減少している。さらに、中間層の購買についても、婦人服を中心とした衣料品が低迷を続けている。,,
,,□,百貨店（マネージャー）,お客様の様子,・直近の売上は、食品、食品以外共に、天候の影響もあって非常に苦戦している。一方、ファッション部門では気温の高低差が出てきたものの、秋物の実需品の動き出しは鈍い。また、例年は一部でみられる冬物の先買いが、現状ではほとんど見受けられない。,,
,,□,百貨店（商品担当）,来客数の動き,・気温が高く、秋冬物の動きが鈍かったほか、月半ばの台風の影響で来客数が伸びず、全体的に厳しい状況である。台風の後は気温が下がって来客数が持ち直し、少し回復しているが、目標には届きそうにない。,,
,,□,百貨店（売場マネージャー）,販売量の動き,・残暑の影響で、秋物衣料品の動きが前年の９割と鈍くなっている。化粧品は微増となったものの、ラグジュアリーブランドは微減である。,,
,,□,スーパー（店長）,来客数の動き,・今月は高い気温により、衣料品を中心とした季節商材が大苦戦している。食品は前月と同じような動きであるため、基調は変わらないと感じる。このまま高い気温が続くと、秋物商戦が飛んでしまうので、利益への影響は大きい。,,
,,□,スーパー（社員）,お客様の様子,・今月は天候の悪い日が多く、日ごとの気温の変動も大きくなってきた。これが客の動きに大きく影響しており、来店が集中する日や時間帯と、来店が少ない時との差が大きくなっており、店頭での売上の予想が難しくなっている。,,
,,□,スーパー（開発担当）,お客様の様子,・客単価と来客数は前年と変わらず、良くなる材料もない。,,
,,□,コンビニ（店長）,来客数の動き,・来客数はほとんど変わっていない。季節の変わり目がはっきりしないまま、特に季節らしい商品が売れ出すわけでもなく、同じような販売動向が続いている。,,
,,□,コンビニ（店員）,来客数の動き,・来客数にあまり変化はなく、まとめ買いの客も多くはない。,,
,,□,コンビニ（店員）,販売量の動き,・前年度よりも売上がやや伸びているが、全体的に大きな変化はない。,,
,,□,衣料品専門店（経営者）,販売量の動き,・客１人当たりの購入価格や数量が悪化している。,,
,,□,衣料品専門店（販売担当）,お客様の様子,・春夏商戦の立ち上がり以降、買い控えが続いている。,,
,,□,乗用車販売店（営業企画）,来客数の動き,・来客数は減っているが、単価が上昇している。特に、海外からの注文が活発に動いている。,,
,,□,住関連専門店（店長）,販売量の動き,・低い水準ではあるが、この数か月は売上、問い合わせ共に一定である。,,
,,□,その他専門店［医薬品］（経営者）,お客様の様子,・雨や天候不順の日が多く、来客数や来店頻度が落ちている。さらに、手荷物を軽くするため、買上点数も落ちている。,,
,,□,その他専門店［宝石］（経営者）,お客様の様子,・最近は円高が続いているので、株価の変動によって客の購買意欲が変わってくる。,,
,,□,その他専門店［宝飾品］（販売担当）,お客様の様子,・催事などで一見客による単発の購入はあっても、顧客全体の購買意欲は高くない。,,
,,□,その他専門店［スポーツ用品］（経理担当）,販売量の動き,・世間的には景気上昇感がない。公共事業を乱発しても、その経済波及効果は薄い。,,
,,□,その他小売［インターネット通販］（オペレーター）,販売量の動き,・新しいキャンペーンなどを行っているが、受電数に変わりはない。,,
,,□,高級レストラン（企画）,来客数の動き,・前年比でみると、宿泊の好調傾向を、10月以降の婚礼、宴会や料飲客数の減少が相殺している。,,
,,□,観光型ホテル（経営者）,来客数の動き,・世の中の状況としてはデフレの後遺症が残っているので、客がお金を使う際はシビアである。,,
,,□,観光型旅館（経営者）,お客様の様子,・全体的に動きが鈍く、安い物が少し人気のように感じる。,,
,,□,観光型旅館（団体役員）,単価の動き,・宿泊単価は何とか前年並みを保っているが、消費単価が前年を下回っている。,,
,,□,観光型旅館（管理担当）,お客様の様子,・価格の高い大型コテージの連休中の利用状況をみると、連泊での利用が少ない。,,
,,□,都市型ホテル（スタッフ）,販売量の動き,・インバウンド効果が続いていた宿泊の売上が、前年比で微増と勢いが止まってきた。海外の団体客の予約率は前年どおりであるが、実際の催行率が悪く、団体から個人旅行に変わる潮目と思われる。一方、低迷していた宴会利用が今月は婚礼、一般宴会共に、大幅に増えている。,,
,,□,都市型ホテル（総務担当）,来客数の動き,・国内観光の宿泊者数が前年に比べて減少しており、特に旅行会社からの送客が減少している。,,
,,□,旅行代理店（従業員）,販売量の動き,・円高でも海外旅行の受注は増えていない。,,
,,□,タクシー運転手,お客様の様子,・客の様子からすると、前月と変わらない。,,
,,□,タクシー運転手,お客様の様子,・天候不順などの影響により、客の乗車機会は増加したものの、営業収入に変化はない。,,
,,□,通信会社（経営者）,お客様の様子,・小売関係の客の受注状況に、特に変化はない。,,
,,□,テーマパーク（職員）,販売量の動き,・例年に比べて、今月は天候不順の日が特に多く、外出を妨げる要因となったようである。,,
,,□,美容室（店員）,お客様の様子,・季節が変わっても暑さが続いているせいか、旅行や洋服の購入に対して、消極的な様子である。,,
,,□,その他サービス［ビデオ・ＣＤレンタル］（エリア担当）,販売量の動き,・前月のリオデジャネイロオリンピックの影響からは改善傾向にあるものの、前年比でみると若干低調である。,,
,,□,住宅販売会社（経営者）,販売量の動き,・低価格帯の物件ではあるが、成約件数が増えている。,,
,,□,住宅販売会社（経営者）,お客様の様子,・住宅ローンの金利が低水準であるにもかかわらず、顧客が多額のローンを敬遠する傾向にある。したがって総額の低い物件だけが流通する傾向にある。,,
,,□,住宅販売会社（総務担当）,販売量の動き,・前年比では売上が８％程度落ち込んでいるが、直近の動きは大きく落ち込んでいる様子もない。ただし、成約までに時間がかかっている。,,
,,□,その他住宅投資の動向を把握できる者［不動産仲介］（経営者）,お客様の様子,・不動産の取引価格や、客の様子に変化はみられない。,,
,,▲,一般小売店［鮮魚］（営業担当）,お客様の様子,・何となく顧客や消費者が価格に敏感になっており、財布のひもが固い。,,
,,▲,一般小売店［菓子］（経営企画担当）,販売量の動き,・９月現在と６月の売上前年比を、各地区別に上位５店舗の平均でみると、関西は９月が86.2％で、６月が97.1％、関東は９月が90.2％で、６月が96.6％、中部は９月が95.6％で、６月が93.6％、中国は９月が241.2％で、６月が107.2％となり、各地区合計の平均は９月が104.7％で、６月が98.1％となった。一見好調のようであるが、関西、関東共に大きく前年を下回っており、非常に厳しい状態である。中国地区は特にプロ野球チームの優勝による影響が大きく、大幅に伸びているが、一過性の動きであり、継続するものではない。,,
,,▲,一般小売店［花］（店長）,販売量の動き,・台風や豪雨の影響で商品価格が高騰しているため、客の購入は控えめな感じである。,,
,,▲,百貨店（売場主任）,お客様の様子,・今月の売上は目標を下回る見込みである。輸入商品や高額品など、一部には動きが堅調な商品もあるが、アパレルが厳しいほか、中間層に対するボリューム商品の売行きも鈍くなってきている。客の購入姿勢の慎重さは、より一層強まっており、価格に対してもシビアになっている。,,
,,▲,百貨店（企画担当）,お客様の様子,・売上の２割を占めるインバウンド売上は、今月に入っても減少傾向に歯止めがかからず、前年比で約19％の減少となっている。免税売上は2015年２月以降、19か月ぶりに10億円を割り込んだ。その一方、来客数は前年を約７％上回っているが、客単価が大幅に低下している。富裕層の外商顧客については、店頭での購買額は前月までと変わらないが、訪問販売での商談には慎重さがみられる。ボリューム層の動きも、台風などの影響もあって来客数が減少しており、厳しい状況が続いている。,,
,,▲,百貨店（営業担当）,販売量の動き,・天候不順や気温の高さなどで、ファッション商品が動かない。,,
,,▲,百貨店（営業担当）,お客様の様子,・猛暑も一段落し、富裕層の優良顧客は高級ブランド品や美術品を買うよりも、旅行やゴルフなどにお金と時間を使う傾向が強まってきている。,,
,,▲,百貨店（営業担当）,販売量の動き,・中間層向けの婦人、紳士ファッションや、洋品雑貨の動きが更に不振となり、食料品の動きも鈍化している。,,
,,▲,スーパー（店長）,単価の動き,・前年はプレミアム付商品券の効果があった分、今年は悪い。これは分かっていたことであり、販促によって対応したものの、結果につながらず苦戦している。,,
,,▲,スーパー（店長）,単価の動き,・残暑が厳しく、秋物の動きが悪いことも景気下振れの要因となっているほか、食品を含めた客単価の下落がみられる。,,
,,▲,スーパー（店長）,来客数の動き,・以前からの固定客の来店頻度も変わらず、買上点数は維持しているものの、買い回り客の来店頻度が大きく減少している。印象としては、価格訴求店での購入が増えていると感じる。,,
,,▲,スーパー（店員）,来客数の動き,・台風や雨の影響で、葉物野菜の値段がかなり上がっている。根物野菜も、大きく育っていないにもかかわらず値段が高いので、あまり売れていない。,,
,,▲,スーパー（企画担当）,競争相手の様子,・競合の激化で、売上は前年比で97％の推移となっている。,,
,,▲,スーパー（企画担当）,競争相手の様子,・９月は台風の影響で天候が悪く、売上は前年比で97％と今期で一番悪い月となった。新店舗を出したが、競合店が密集している地域であり、なかなか売上も上がってこない。,,
,,▲,スーパー（経理担当）,販売量の動き,・今月は雨の影響が大きいと思われるが、売上が下降傾向にある。同業他社の危機感も強く、価格競争の激化が、消費者の低価格指向を強めてしまう恐れがある。,,
,,▲,スーパー（企画）,単価の動き,・８月までは食品の１品単価が下落していたが、９月に入って、台風の影響などで相場が上昇し、買上点数が前年割れしている。また、月下旬には季節が戻って少し暑くなったため、衣料品の季節商材の動きが鈍い。,,
,,▲,コンビニ（経営者）,来客数の動き,・近隣でビルの売却が増え、テナントの空室も埋まっていないなど、周辺の人口が減少している。,,
,,▲,家電量販店（経営者）,販売量の動き,・客の財布のひもが固く、買換えサイクルも伸びているため、家電の販売量が増えない。,,
,,▲,乗用車販売店（経営者）,販売量の動き,・仕事はあるものの、内容が悪く、利益が出ていない。,,
,,▲,乗用車販売店（営業担当）,販売量の動き,・新型車が発売されたが、販売台数の上乗せはなく、新型車を含めて前年並みとなっている。,,
,,▲,一般レストラン（経営者）,来客数の動き,・前月の中旬から来客数が伸びず、シルバーウィーク以降は特に減少した。旅行や買物などの急な出費が多く、外食を控えざるを得ないという客の声が多く聞かれる。,,
,,▲,一般レストラン（経営者）,来客数の動き,・今月ほど天候に恵まれない月もなく、雨ばかりで客足が伸びなかった。近隣の店舗にも客が入っている様子はなく、商店街の人通りは少ない。新しい飲食店も開店したが、暇そうである。,,
,,▲,一般レストラン（企画）,来客数の動き,・８～９月は天候不順やリオデジャネイロオリンピックの影響で来客数の前年比が大きく悪化したが、９月に入っても底打ちの様子がみえてこない。外食全体でも低価格業態以外は苦戦しており、この傾向はこれからも続くと予想している。,,
,,▲,一般レストラン（経理担当）,それ以外,・消費環境の悪化に加え、台風や猛暑といった異例ずくめの天候による不安要素もあり、やや悪くなっている。,,
,,▲,観光型ホテル（経営者）,来客数の動き,・特に、宴会の予約数が例年に比べて伸び悩んでいる。,,
,,▲,観光型ホテル（経営者）,来客数の動き,・今月は前年比で来客数が減っており、販売量も落ちている。前年ほどのシルバーウィークがなかったことも一つの要因であるが、全体的に前年のような勢いはみられなくなった。,,
,,▲,観光型旅館（経営者）,来客数の動き,・７～８月は天候にも恵まれ、海のレジャー関連での来客が多かった。一方、９～10月は台風が多く、伸び悩んでいる。　,,
,,▲,都市型ホテル（客室担当）,来客数の動き,・円高の影響もあり、インバウンドは団体客による催行率が低下している。その代わりに個人客の予約が増えており、宿泊は前年を上回る売上となっている。,,
,,▲,都市型ホテル（管理担当）,来客数の動き,・中国からの宿泊者が、団体から個人に変わってきている。やはり、個人客では団体ほど宿泊人数が集まらず、稼働率が低下してきている。また、予約方法としては、エージェント予約からインターネット予約に推移し、ルームチャージだけの宿泊が増えたことで、レストラン、特に朝食の売上に影響が出ている。,,
,,▲,旅行代理店（支店長）,お客様の様子,・過激派組織の影響によるマレーシア方面のキャンセルに続き、ジカ熱の影響で、シンガポールやタイなどのキャンセルも相次いだ。国内旅行への振替があっても、販売額は上がらず、現地のホテルやバス会社からはキャンセル料も要求されるため、大変厳しい状況である。客からは、落ち着いてからまた考えるとの声が多く、徐々に旅行離れが進むのではないかと予想される。,,
,,▲,旅行代理店（役員）,販売量の動き,・国内旅行は、台風が８月は４回、９月は２回上陸したために、キャンセルが相次いだ。海外旅行も、いまだに各地で発生するテロの影響から脱却できていない。,,
,,▲,タクシー運転手,お客様の様子,・夏場が過ぎて暑さが和らいだほか、以前からの傾向も影響している。,,
,,▲,ゴルフ場（支配人）,単価の動き,・東京オリンピックに向けた、景気や経済情勢が不透明である。,,
,,▲,競輪場（職員）,単価の動き,"・今月の客単価は9,328円で、３か月前の客単価は9,601円となっている。",,
,,▲,美容室（店長）,来客数の動き,・なかなか予約が入らず、売上が前年を約１割下回っている。,,
,,▲,住宅販売会社（従業員）,販売量の動き,・新築分譲マンションは、価格の高騰によって一部では投資需要があるものの、実需の購入意欲が減退し、売行きがストップしてきている。実需が中心の新築戸建住宅も同様であり、売行きは鈍い。,,
