,,□,輸送用機械器具製造業（経理担当）,取引先の様子,・景気は上向いているように見受けられるが、台風の影響などで単価が上昇しているためあまり変化はないように思う。,
,,□,輸送業（エリア担当）,競争相手の様子,・薄型テレビ、ＤＶＤなどの映像関連は好調であるが、ＩＴ関連商品の落ち込みが大きく全体では売上減少となっている。,
,,□,広告代理店（制作担当）,取引先の様子,・新型車発売にかかわらず、全体的に受注ベースが悪く、前年比100％前後で推移し、苦戦している。,
,,□,広告代理店（経理担当者）,取引先の様子,・前月に引き続き、レストランの来客数が横ばい状態である。,
,,□,公認会計士,それ以外,・大型台風が続けて上陸したことと残暑のため、秋物商材の動きが悪い。,
,,□,その他非製造業［ソフト開発］（経営者）,取引先の様子,・前月辺りまでは売上は例年と比べて増加傾向にあったが、ここのところ売上、販売、受注ともに減少傾向の状況にある。,
,,□,その他非製造業［デザイン］（経営者）,受注量や販売量の動き,・前年と比較すると、雨天の影響が非常に大きく出ていると思う。,
,,▲,金属製品製造業（従業員）,受注価格や販売価格の動き,・今月、前月の３つの台風の来襲が大きく影響を及ぼしている。,
,,▲,電気機械器具製造業（従業員）,受注量や販売量の動き,・前月と大きな変化はなく、生産量、出荷量共に増加傾向にある。社内は全般に高稼働率だが、デフレ圧力に加え物流費・原燃料費等の高騰により利益が上がりにくい状況である。,
,,▲,輸送用機械器具製造業（統括）,取引先の様子,・国内及び海外において、自社製品の売上が好調に推移している。,
,,▲,輸送業（従業員）,受注量や販売量の動き,・既存のお客様の受注継続分は前年並み程度にはどうにかクリアできると思う。,
,,▲,企業広告制作業（経営者）,取引先の様子,・受注量は前月と同様に好調に推移しているが、原料の高騰が懸念される。直撃した台風18号により工場がかなりの打撃を受けているため、会社の損益、特別損失の発生が予想される。,
,,▲,広告代理店（従業員）,受注価格や販売価格の動き,・台風被害の影響は、損保会社を中心に一過性ながら雇用を引上げたが、求人全般は底力が出てきた感がある。,
,,×,窯業・土石製品製造業（経営者）,受注価格や販売価格の動き,・家族、グループでの海外旅行、国内温泉旅行や東京へのホテルパック航空券などの売上が順調に推移した。また、ハネムーン、秋の海外旅行の相談も多かった。前年同時期と比較して、海外旅行の実績は多くなっている。,
,,×,非鉄金属製品製造業［鋳物］（経営企画担当）,受注価格や販売価格の動き,・求人数そのものはやや増加傾向にあるものの、相変わらず派遣請負業等の求人が中心であり、正社員の求人そのものは横ばい、又はどちらかと言えば減少傾向にある。,
"雇用
関連

(東海)",,◎,人材派遣会社（社員）,雇用形態の様子,・福岡天神地区の消費は一進一退であり、婦人衣料等上向き始めた部門もあるが、台風の影響もあり、全体としては回復にはほど遠い。,
,,◎,人材派遣会社（社員）,求人数の動き,・前月に続き派遣オーダーは増加している。特に自動車関連企業では安定的に増加している。人材確保ができず成約に結び付かないケースも顕著になってきている。,
,,◎,職業安定所（所長）,採用者数の動き,・企業では人手不足である。求人してもなかなか採用できない状況が続いている。,
,,◎,学校［大学］（就職担当）,求人数の動き,・求人数は前年比18％増である。業種別では、製造業18.5％増、建設業８％増となっている。特に電気機械器具製造業、金属製品製造業、輸送用機械器具製造業、一般機械器具製造業が顕著な伸びを示している。,
,,○,職業安定所（職員）,求人数の動き,"・管内の有効求人倍率は、３か月前に比べて月間有効求人数が5.0％増加し、月間有効求職者が9.1％減少しているため、0.29ポイント上昇の1.23倍である。前月に比べると0.01ポイント上昇している。
・新規求人は、前年同期比で、建設業、卸小売業でそれぞれ11％、3.5％減少しているが、製造業、サービス業ではそれぞれ43％、5.6％増加している。全体では4.2％の増加である。",
,,○,民間職業紹介機関（経営者）,採用者数の動き,・大量の通年採用をしている大手各社の採用が、下半期を迎えて本格化している。,
,,□,新聞社［求人広告］（営業担当）,雇用形態の様子,・製造業が多い地区の正社員求人は続伸しており、求人難が続いている。しかし別の地区では規模が大きい製造業が少なく、非正社員中心の求人である。全県的にみると、正社員求人よりも非正社員求人のほうが多い。非正社員の報酬が増える気配もみえない。,
,,□,新聞社［求人広告］（担当者）,求人数の動き,・求人件数は４月以降増加傾向にあり、夏場も増加しているが、今月は大きな変化はない。,
,,□,職業安定所（職員）,求職者数の動き,・求職者数は減少傾向にあるものの、パート希望の求職者は増加傾向にある。,
,,□,職業安定所（職員）,周辺企業の様子,・自動車関連産業では好調であるが、縫製、染色などの業種では輸入製品に市場を奪われ事業の縮小、廃業をする企業もあり、リストラによる失業者が絶えない。,
,,□,職業安定所（管理部門担当）,求職者数の動き,・新規求職者数は減少傾向にあるものの、より良い求人条件を求めての自発的に転職を希望する人が増加している。その一方で、求人の選考基準は相変わらず厳しい。,
,,□,民間職業紹介機関（職員）,求人数の動き,・求人件数は３か月前とほぼ同数である。,
,,▲,職業安定所（職員）,求人数の動き,・新規求人は前年同月比では若干のプラスであるが、前月比では主要産業の全てでマイナスとなっており、新規求人は伸び悩んでいる。特に運輸業、サービス業の落ち込みが大きい。,
,,×,－,－,－,
,,,,,,
　６．北陸（地域別調査機関：（財）北陸経済研究所）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(北陸)",,◎,－,－,－,
,,○,百貨店（営業担当）,お客様の様子,・衣替えのファッションを中心に消費が活発になってきた。地元の民間企業では制服から私服への切替えが見られ、仕事上でも着られるものへの需要が高まっている。,
,,○,スーパー（店長）,お客様の様子,・客の求めている新しい機能商品が登場すると、単価に関係なく、販売が伸びている。,
,,○,衣料品専門店（経営者）,お客様の様子,・女性客はおしゃれなもの、流行っぽいものを多少高くても買おうという雰囲気になっている。,
,,○,乗用車販売店（総務担当）,販売量の動き,・前月発売された新型のコンパクトワゴン車は納車待ちの状態が続いている。また、新型トラックの需要も上向きで、全体的に販売台数が増加している。,
,,○,乗用車販売店（経理担当）,来客数の動き,・新型の小型車に対して客の関心が高く、来客数が増加している。,
,,□,商店街（代表者）,来客数の動き,・猛暑が続いたため、秋物に対する購買意欲が低く、来客数が増加しない。,
,,□,一般小売店［鮮魚］（従業員）,販売量の動き,・中旬以降、一部の得意先からの注文により持ち直したが、販売は依然として増えない。,
,,□,百貨店（売場主任）,販売量の動き,・本来売れるべきジャケットや秋物スーツが非常に悪く、反面カットソーや薄手のジャケットが動いている。,
,,□,百貨店（営業担当）,来客数の動き,・秋物商材が増えてきたにもかかわらず、来客数はそれほど伸びていない。ただし、カシミヤセーターなど品質の良い物、多少単価の高い物が売れている。衝動買いができるような単価の低いセール品などの動きは悪い。,
,,□,スーパー（店長）,単価の動き,"・１品単価の落ち込みが続いているが、来客数や１人当たり買上点数は微増しているため、全体では前年並みである。
・客は必要な物以外は買わず、必要量以上は買わない。日ごろの買物は店の特売やイベント時に集中している。",
,,□,スーパー（総務担当）,販売量の動き,・衣料品部門は残暑が厳しかった影響で秋物の動きが大変悪い。食品部門では価格を下げても、客の買上点数が増えない。,
,,□,コンビニ（経営者）,販売量の動き,・暑さが長く続いたため、秋物商材への切替えがなかなか進まない。,
,,□,衣料品専門店（経営者）,お客様の様子,・秋物が売れる季節であるが、残暑が客の購入意欲をそいでいるため、商品の打ち出しも明確にできない。,
,,□,家電量販店（経営者）,販売量の動き,・今まで伸び続けてきた薄型を中心としたカラーテレビは９月には売上金額、台数ともに大幅な前年割れとなっている。単価ダウンも更に進み、今後厳しい商品となってきた。,
,,□,乗用車販売店（経営者）,競争相手の様子,・新型車効果も表れず、値引き競争が続いている。,
,,□,乗用車販売店（経理担当）,販売量の動き,・車の受注量はやや減少しているが、小型車は増加している。これはコンパクトカーが広い空間を備え、普通車並みになったこともあるが、本体価格が約100万円と手ごろなことや、ガソリン単価の値上げで燃費面の経済性が見直されたことなどが要因である。,
,,□,その他専門店［ガソリンスタンド］（経営者）,単価の動き,・ガソリンスタンドの価格競争は依然として厳しい。,
,,□,その他専門店［医薬品］（営業担当）,競争相手の様子,・競争激化によりチラシの折込回数が増加し、この影響で来客数も増えたが、１回当たりの買上点数が減っている。したがって、経費増となった分だけ利益が減少している。,
,,□,高級レストラン（スタッフ）,販売量の動き,・残暑が厳しく、飲料とステーキ専門店の売上は例年を上回っているが、大型和食店は宴会の受注が伸びず、苦戦している。,
,,□,通信会社（営業担当）,販売量の動き,・例年９月は季節的に携帯電話の販売量がやや下降気味となる時期であるが、今年はあまり変動せずに推移している。,
,,□,美容室（経営者）,来客数の動き,・９月は来客数、売上ともに前年比４％程度上回った。８月に大きく落ち込んだ客が９月に流れ込んだためとも考えられる。,
,,□,住宅販売会社（従業員）,販売量の動き,・水害等の特需もあり、改装の受注が非常に増加した。,
,,▲,一般小売店［鮮魚］（店長）,単価の動き,・近隣の競合店のオープンに伴い、客の買い回りが増加し、１品単価が低下している。,
,,▲,一般小売店［事務用品］（営業担当）,お客様の様子,・これまで購入していた商品を取りやめるユーザーの動きが見られる。,
,,▲,百貨店（営業担当）,来客数の動き,・秋物の婦人衣料は10日まで順調に推移したが、中旬以降は気温が若干高かったこともあって購買が鈍化した。,
,,▲,家電量販店（店員）,販売量の動き,・オリンピック需要が終わってから、ＡＶ機器の伸びが若干鈍り始めた。パソコンは相変わらず下降気味で、単価の高い両部門とも不調となり、厳しい状態である。,
,,▲,乗用車販売店（営業担当）,単価の動き,・来客数ならびに販売量が前年同月比10％減少している。,
,,▲,一般レストラン（店長）,来客数の動き,・客単価は変わらないが、来客数が若干減少している。,
,,▲,スナック（経営者）,来客数の動き,・来客数が少なく、売上も前年同月に比べ１割減少している。客の中で従来良かった業種がマイナスに転じたり、中国への進出企業が撤退する話も聞かれ、店の雰囲気も冷えている。,
,,▲,都市型ホテル（スタッフ）,来客数の動き,・台風の影響により、レストラン客に加えて旅行客が減少したため、レストランの通常営業、宿泊収入が大きな減収となった。,
,,▲,旅行代理店（従業員）,競争相手の様子,・旅館、ホテルの受注や立山アルペンルートの入込はいずれも前年をかなり下回っている。,
,,▲,タクシー運転手,来客数の動き,・相変わらず、夜は全く振るわず、日中は通院や営業の客が多少動いている状況である。,
,,×,都市型ホテル（スタッフ）,販売量の動き,・９月の売上は過去の最低となった。,
,,×,テーマパーク（職員）,来客数の動き,・団体客、企画募集旅行客、個人客のいずれの利用も前年比２けた以上の減少となっている。要因は海外旅行の増加、猛暑、オリンピックの観戦疲れなどから、旅行の動きが鈍くなっているためである。,
"企業
動向
関連

(北陸)",,◎,－,－,－,
,,○,食料品製造業（企画担当）,受注価格や販売価格の動き,・新商品で付加価値が高く、値段も高めに設定しているアイテムの販売量が徐々に増加している。,
,,○,繊維工業（経営者）,受注量や販売量の動き,・来春の企画物の動きにやや明るい兆しが見られる。,
,,○,化学工業（営業担当）,受注量や販売量の動き,・激しい価格競争の結果ではあるが、新規受注先が売上に貢献しつつある。,
,,□,一般機械器具製造業（経営者）,受注量や販売量の動き,・受注量、販売量、受注価格、販売価格の動きや取引先の様子などを総合的に勘案して、現在の受注は強含みに推移している。,
,,□,電気機械器具製造業（経理担当）,受注価格や販売価格の動き,・生産は数量的にある程度流れているが、受注価格は下落している。,
,,□,輸送業（配車担当）,受注量や販売量の動き,・全体的に物量は変わらない。価格も低位安定で、原油の高騰もあり、物流業界としては若干厳しい状態である。,
,,□,金融業（融資担当）,取引先の様子,・電子部品、医薬品などのメーカーでは受注が上向きであるが、小売、サービス業では販売がやや低下傾向である。,
,,□,司法書士,取引先の様子,・破産、廃業が減少している一方で、住宅以外の不動産取引が極端に減少している。,
,,▲,繊維工業（経営者）,競争相手の様子,・協力工場や競争相手を含めて受注状況が数量的に厳しい。,
,,▲,建設業（総務担当）,競争相手の様子,・官公庁工事の減少からか、民間の土木、建築ともに極端な低価格の見積の提出や入札をする業者がいるため、工事の引き合い件数は増加しているものの、価格競争は更に激烈になっている。,
,,▲,輸送業（配車担当）,取引先の様子,・取引先からの出荷量が落ち、単価も下落している。,
,,×,建設業（経営者）,競争相手の様子,・公共工事において、相変わらずダンピングが横行している。以前は予定価格のせいぜい20％から30数％引きであったが、最近は45％引きの落札が見られる。,
,,×,不動産業（経営者）,受注量や販売量の動き,・業者間ならびに一般ユーザーからの問い合わせがかなり減少している。,
"雇用
関連

(北陸)",,◎,－,－,－,
,,○,新聞社［求人広告］（担当者）,求人数の動き,・９月の求人広告の出稿状況は前年同月に比べて15％程度上回った。特に地元向けの求人はパート、アルバイトを中心に前年比３割程度増加した。,
,,□,求人情報誌製作会社（編集者）,求人数の動き,・派遣、請負の求人は依然活発であるが、正社員、アルバイト募集ともに求人が減少している。,
,,□,職業安定所（職員）,求職者数の動き,"・就職者数は伸びている。また、非正規型求人の占める割合がやや増加している。
・家計補助のためか、パート希望の求職者が増加している。",
,,□,民間職業紹介機関（経営者）,雇用形態の様子,・派遣、請負、パートの求人はあるが、求職者は正社員を求めているため、ミスマッチが多い。,
,,□,学校［大学］（就職担当）,求人数の動き,・求人件数が前年を上回っている。情報サービスと人材派遣関連が多い。,
,,▲,－,－,－,
,,×,－,－,－,
,,,,,,
　７．近畿（地域別調査機関：りそな総合研究所（株））,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(近畿)",,◎,通信会社（社員）,販売量の動き,・オリンピックが閉幕したにもかかわらず、テレビ関連サービスの申込は好調である。家電量販店の高画質テレビの安売りとも連動しているようである。,
,,○,一般小売店［花］（経営者）,販売量の動き,・一般の定期購入以外の発注が増加してきた。新店舗の開店等で多少の活気がみられる。,
,,○,百貨店（売場主任）,販売量の動き,・担当ゾーンによって販売数量の違いはあるが、プレタゾーンにおいては固定客だけではなく一般客も着実に増加している。特にアンサンブルスーツなどは２けた増の伸びがみられるほか、ジャケットにおいても前年の水準を上回っている。,
,,○,百貨店（売場主任）,単価の動き,・前年に在阪球団の優勝セールがあった影響で購買客数の前年比はやや減少したものの、セール品を除く客単価が上昇し始めた。９月に入り、ジャケットアイテムや一部コートアイテムなど、重衣料商品が動き出しているほか、優待会などの値引き販促にも敏感に反応している。購入意欲は旺盛であり、購買のきっかけがあれば売上につながっている。,
,,○,百貨店（統括）,販売量の動き,・３か月前に比べると、衣料品の売上が前年比５％改善しているため、良くなっている。,
,,○,衣料品専門店（営業・販売担当）,販売量の動き,・秋物の立ち上がりが順調に進んでいる。また、前年から始めた新企画商品の売上が伸びている。,
,,○,家電量販店（店長）,来客数の動き,・盆以降の来客数は、レジ回数としては前年の105％に伸びた。前年は夏がずれ込んだので９月は114％と伸びていたが、今年も前年をクリアすることができた。またＡＶ関連商品は前年の120％、照明商品で116％の伸びを示している。,
,,○,旅行代理店（従業員）,販売量の動き,・海外への社内旅行の件数が増えている。５～10年ぶりの企業が半数以上である。,
,,○,タクシー運転手,お客様の様子,・夜勤務者の営業収入は期待したほどの伸びがないものの、昼勤務者の流し営業での乗車回数は微増で安定している。,
,,○,タクシー運転手,来客数の動き,・タクシーはあまり良くなかったが、ハイヤーの客がやや増えている。,
,,○,その他サービス［ビデオ・ＣＤレンタル］（エリア担当）,販売量の動き,・台風はレンタル業界にはプラス要因となるため、台風の多かった今月は前年比を大幅にクリアした。,
,,○,住宅販売会社（従業員）,お客様の様子,・高額物件の成約率が非常に高くなっている。また、来場者数も多くなっている。,
,,○,住宅販売会社（従業員）,単価の動き,・分譲マンション、一戸建の土地仕入価格が上昇しており、好立地における入札では路線価の３倍近くで落札されている。,
,,○,その他住宅［情報誌］（編集者）,販売量の動き,・住宅情報誌の販売部数が好調に推移しており、またインターネットでの住宅情報サイトの閲覧数が大きく伸びてきていることから、住宅購入意欲が高まっている。,
,,□,一般小売店［時計］（経営者）,単価の動き,・割引交渉や価格交渉があり、売上が増えても利益が取れていない状況である。特に、今まであまり感じなかった年配の客にそのような傾向が多くみられる。,
,,□,一般小売店［精肉］（管理担当）,お客様の様子,・夏休みの反動や台風の影響で、消費が鈍くなったように感じる月であった。月後半の連休は、少し消費者が動く要因になったかもしれないが、月トータルでは厳しい状況で、暑さも影響しているようである。食生活の内容が例年と変わっているように感じられる。,
,,□,百貨店（売場主任）,お客様の様子,・今月は気温が高いこともあり、前半は良い感触でスタートしたが、月後半に大きく売上が落ち込んだ。来客数の減少や購買額の減少がみられたほか、先物買いの客も様子見状態で客単価が落ち込んだ。,
,,□,百貨店（売場主任）,販売量の動き,・前年は、在阪球団の優勝セールなどでにぎわいをみせたので、前年比でみると落ち込んでいるようにみえるものの、実質的には一進一退である。ただ９月は秋の始まりという意識は消費者の中で希薄になっているため、ジャストシーズン的なものしか売れない。,
,,□,百貨店（売場主任）,販売量の動き,・ギフトについては、箱物のギフトよりも中に入っている単品が売れており、全体としては厳しい。,
,,□,百貨店（売場主任）,お客様の様子,・連日の30度を上回る気温の影響もあり、秋物の動きが鈍く、婦人服は全体的に苦戦している。ただ、特選ゾーンは改装効果もあり､雑貨やジュエリーの動きが順調である。,
,,□,百貨店（営業担当）,単価の動き,・50万円までの商品の動きは少しあるが、それ以上の金額になると買い控えが続いており、なかなか購入につながらない。,
,,□,百貨店（サービス担当）,お客様の様子,・月初の地震と台風の影響が大きく、前年の売上確保に苦戦した。また、阪神大震災のような天災が起きるのではないかという思いから、防災用品への関心が高く、コーナーを特設すると問い合わせが多かった。しかし、６千円代や１万円代の防災用品の需要が大きいなど、話題性はあるものの単価が小さいことから、予算達成は難しく、今月も苦戦が予想される。,
,,□,スーパー（経営者）,来客数の動き,・近畿では台風が夜間に通り抜けたため、天候による来客数の減少はなく、順調に推移した。やはり夕方から夜間の客が着実に増えており、夜間営業店を増やしたことが好結果に直結している。,
,,□,スーパー（経理担当）,単価の動き,・値ごろ感のある買いやすい商品を中心に購入する姿がみられる。肉では、豚肉や鶏肉の需要が多い。,
,,□,衣料品専門店（経営者）,販売量の動き,・９月に入って秋物の動きが出始めた頃に、台風や残暑の影響を受けたため、動きがかなり鈍くなった。,
,,□,家電量販店（企画担当）,単価の動き,・オリンピックや猛暑などで、薄型テレビ、エアコンと単価の高い物が動いた８月に比べ、９月は残暑は厳しいもののエアコン、大型テレビの伸び率は低下した。,
,,□,乗用車販売店（営業担当）,販売量の動き,・ほぼ前年の５％アップで推移している。全体には仕事量が増えているが、収益が上がってこない。,
,,□,スナック（経営者）,お客様の様子,・カラオケボックスで飽き足らなくなった客が、家族連れで楽しむ傾向にある。従来のスナックのイメージが変わってきている。,
,,□,観光型ホテル（経営者）,それ以外,・今月からは団体客が主体であるが、一つの団体客に複数の旅行エージェントが競合していたり、複数の宿泊施設をキープする傾向がますます増えている。したがって、先の予約がにぎわっていても、最終的にはほとんどの予約が消えることも多い。キャンセル料が発生しない限界までそういった不確定予約が入っているので、新規予約も受けられずに、最終的に空室が残ってしまうケースも増えている。,
,,□,旅行代理店（店長）,それ以外,・台風の度重なる接近で、国内旅行を中心に大きなキャンセルが発生した。,
,,□,旅行代理店（営業担当）,単価の動き,・人員ベースでの旅行受注は順調に伸びているが、販売単価が下落しているので、トータルとして販売額は前年並みの状態である。,
,,□,タクシー運転手,販売量の動き,・周辺では各種イベントがあり、客の動きが活発になってきている。しかし、それ以外に関しては低調である。,
,,□,美容室（経営者）,来客数の動き,・今年は暑かったせいか、午前中に客が集中し、午後からは急減した。,
,,□,その他住宅［展示場］（従業員）,来客数の動き,・来場者アンケートにおける建物予算に変動がなく、計画実現の予定も変わらない。,
,,▲,商店街（代表者）,それ以外,・ダイレクトメールを出したが秋物の出足は悪く、残暑や台風の影響もあり、売上が期待できない状況である。,
,,▲,百貨店（売場主任）,お客様の様子,・残暑の影響もあり、衣料品の売上が低迷している。気温だけではなくオリンピックなどの影響もあり、店頭での動きは悪い。いわゆるヒット商品も見当たらず、全体売上をけん引するだけのパワーのある商材も不足している。,
,,▲,百貨店（売場主任）,お客様の様子,・ファッション等衣料品関連の購入意欲は弱くなっている。ファッション以外の分野に比べて消費者が飛びつくような、新ブランドや新商品がないのが要因である。紳士服はスーツが不調であり、子供服は従来好調であったジュニアゾーンが不調であるなど、全体的に秋物商材の動きが鈍い。,
,,▲,百貨店（企画担当）,来客数の動き,・猛暑や台風による影響や、前年の在阪球団の優勝セールによる反動等があるものの、それらの影響を差し引いてもここ数か月では一番大きな落ち込みとなっている。秋物の動きが非常に悪い。,
,,▲,百貨店（営業担当）,お客様の様子,・30代、40代の客が、特に消費を控えている。買いたい物が見当たらないことや、ブランド品に飽きたことなどが理由である。,
,,▲,コンビニ（店長）,販売量の動き,・猛暑やオリンピックも終わり、学校も始まって、元の節約ムードに戻った。,
,,▲,衣料品専門店（総務担当）,来客数の動き,・９月中旬以降は、買い控えのせいか来客数が減少している。前年の80％程度の売上しか確保できていない。,
,,▲,家電量販店（経営者）,販売量の動き,・猛暑の反動か、エアコンや冷蔵庫等の基幹商品の動きが例年に比べて悪い。,
,,▲,その他専門店［宝石］（経営者）,お客様の様子,・例年に比べ、気温が高く暑い日が続いているので、来客数が減少している。商品の購入よりも、買取、下取が増えているなど、売上は伸びていないが、中身が変わってきている。,
,,▲,観光型旅館（経営者）,来客数の動き,・当施設は奈良県の山間部にあるが、京阪神や近隣の市町村からの来客が多いため、ガソリン等の値上げによる影響を受けている。,
,,▲,都市型ホテル（経営者）,販売量の動き,・今月は低調で、かなりきめ細かなマーケティングを行わなければ、販売量は簡単には上がらない。しかし、以前の悪いときに比べれば、対策を実行すればリカバリーは可能である。,
,,▲,都市型ホテル（スタッフ）,来客数の動き,・宿泊では個人の利用が低迷しており、価格を下げても反応がない。宴会も法人需要が悪く、例年利用のある企業も予算を抑え気味になってきている。,
,,▲,都市型ホテル（役員）,来客数の動き,・宿泊客数やレストラン利用客数は、８月、９月と連続して前年割れの状況にあり、ファミリーや２～３人連れ客の減少が目立つ。宴会については婚礼も含め件数、参加人員ともほぼ前年並みを維持しているが、食事の付いていない宴会が増えており、１件当たりの単価が落ち込んでいる。,
,,▲,都市型ホテル（営業担当）,来客数の動き,・前年は世界柔道大会等の大型団体の利用があったため、宿泊、宴会ともに良かったが、今年の宿泊は大型団体もなかったこと等がマイナス要因になった。宴会はオリンピック効果で前年並みになりそうだが、婚礼の伸びが相変わらず悪い。,
,,▲,旅行代理店（広報担当）,販売量の動き,・海外旅行、国内旅行とも、夏前のにぎわいがなくなっている。温泉に関する問題も多少は悪い方向に影響している。,
,,▲,タクシー運転手,競争相手の様子,・単価の低いタクシー会社も、空車台数が目立つようになってきた。,
,,▲,競輪場（職員）,単価の動き,・１人当たりの購買単価が今までにない最低を記録したことから、お金を公営競技等の遊興費にまわすまでには至っていない。,
,,▲,その他サービス［クリーニング］（経営者）,販売量の動き,・残暑が厳しく、いつもなら連休明け時期より始まる衣替えが、この月末を迎えてやっと動き出した。,
,,▲,住宅販売会社（経営者）,お客様の様子,・住宅買換え層に依然として動きが少ない。一次取得者には購入意欲がみられるが、買換え層では持家の売却がネックになり、スムーズに進まないケースが増えてきた。,
,,×,一般小売店［衣服］（経営者）,お客様の様子,・気温が高かったため、過去最低の売上である。秋冬物の商品がほとんど売れていない。,
,,×,百貨店（経理担当）,販売量の動き,・前年は在阪球団の優勝セールを実施して売上が増加したほか、その余韻でセール以外にも活気があったが、今年は何もなくセールも不調に終わった。また、台風、残暑に追い打ちをかけられた。,
,,×,コンビニ（経営者）,単価の動き,・休日が多く出費がかさんだため、平日は節約する動きがみられる。,
,,×,衣料品専門店（経営者）,お客様の様子,・売上単価、来客数が大幅に悪化している。定価から大幅に値下げした商品は売れるが、定価品の売行きは今一つである。メーカー側も冒険した商品が作れないなど、商品力不足である。,
"企業
動向
関連

(近畿)",,◎,一般機械器具製造業（経営者）,受注量や販売量の動き,・機械部品の注文が増加している。,
,,○,金属製品製造業（営業担当）,受注価格や販売価格の動き,・販売価格の値上げを進めているが、それによって同業他社に注文が少なからず流れているほか、鉄材などの材料の仕入価格が大幅に上がったため、値上げしても利益が増えていない。しかし、全体的には受注量が増えてきている。,
,,○,建設業（経営者）,それ以外,・他業種を含め、自分の周りの経営者に聞いてみると、景気は良い方向に向かっているという意見が多い。,
,,○,輸送業（営業所長）,受注量や販売量の動き,・燃料等の度重なる値上げで利益が圧迫されている中で、原油高騰によって航空貨物の運賃や海上コンテナ船の運賃は値上がりしているが、陸上輸送のトラックの運賃は値上げがなかなか認められない。ただ、輸入による衣料品や電気製品の部品等の配達は好調である。,
,,○,不動産業（経営者）,受注価格や販売価格の動き,・大阪市の一等地に限っては、一部不動産取引価格の上昇がみられる。また、賃貸店舗でも１階部分に限っては若干上昇している。,
,,○,コピーサービス業（従業員）,受注量や販売量の動き,・今冬商戦に向けた新規企画のプレゼンテーション資料等、広告代理店の動きが活発になってきている。,
,,□,繊維工業（総務担当）,受注量や販売量の動き,・展示会の売上が少なく、注文がほとんど出てこない。小口の売上がメインになっている。,
,,□,金属製品製造業（総務担当）,受注量や販売量の動き,・都心部マンションの建築需要は若干あるようだが、当社が取扱っているオフィスビル関係の需要はなかなか回復しない。,
,,□,電気機械器具製造業（経営者）,取引先の様子,・モノづくりは活発であるが、同業種で利益の出ている企業とそうでない企業がはっきりしている。,
,,□,電気機械器具製造業（宣伝担当）,受注量や販売量の動き,・オリンピックが終わり、鈍化すると思われた薄型テレビ等の荷動きが比較的好調なこともあり、３か月前と同様に順調な推移を示している。,
,,□,輸送業（営業担当）,受注量や販売量の動き,・当社の仕事量は増えてきているが、それは同業者の倒産、自主廃業によるものである。,
,,□,不動産業（営業担当）,取引先の様子,・阪神エリアの私鉄沿線で人気のある駅の徒歩10分以内の場所は、マンション用地として非常に活発に動いているが、それ以外の大半の地域では動きが悪いので、以前と状況は変わっていない。,
,,□,広告代理店（営業担当）,受注量や販売量の動き,・盆明けから広告の発注が結構出るかと思ったが、実際は目立つほどでもなかった。ただ悪いというほどではない。,
,,▲,化学工業（経営者）,受注量や販売量の動き,・９月の販売量は極端に悪くなった。受注状況は盛り返しているものの、不安を感じざるを得ない。,
,,▲,金属製品製造業（営業担当）,受注量や販売量の動き,・売上の勢いが弱まってきた。また、期待していた秋需がなかなか出てこない。,
,,▲,電気機械器具製造業（企画担当）,受注価格や販売価格の動き,・コストダウンの要請が相次ぎ、加工量はあまり変わらないが単価が下がっている。,
,,×,－,－,－,
"雇用
関連

(近畿)",,◎,＊,＊,＊,
,,○,人材派遣会社（社員）,求人数の動き,・２か月ぐらい前から、完全に流れが変わってきている。仕事は増えてきているが、人材がいない。特に短期の仕事に関しては、１人集めるのに大変苦労している。,
,,○,人材派遣会社（社員）,求人数の動き,・顧客企業からの求人が、わずかながら増加傾向にある。以前は短期的なものが多かったが、比較的長期の求人が増えてきている。,
,,○,職業安定所（職員）,求人数の動き,・新規求人は前年比で引き続き増加を続けており、増加幅も大きくなっている。一方、新規求職者は４月以降、前年比で減少を続けていることから、有効求人倍率が改善している。特に製造業における求人の増加が目立つ。職種や年齢によっては求人の未充足が増えており、若年者を中心として販売、サービス、運輸、技能・製造職においてその傾向がみられる。,
,,○,職業安定所（職員）,求人数の動き,・一般求人数の対前年伸び率がパート求人数に比べて高くなっていることや、採用数についても、数か月ぶりに前年比で増加しており、企業の採用意欲がうかがえる。,
,,○,民間職業紹介機関（支社長）,採用者数の動き,・大手メーカーの好調が続いているうえに、中堅、中小メーカーで消費財系にも広がっていることが好調を持続させている。,
,,○,民間職業紹介機関（職員）,求人数の動き,・日雇い求人数が、前年同月比で約３％増となっている。,
,,○,学校［大学］（就職担当）,周辺企業の様子,・中小企業は採用予定数を充足できていない様子で、依然として採用活動を継続している。また、公務員試験も終盤を迎え、進路変更する学生の相談も増えている。追加求人件数も順調に増えており、未内定者にとっては今後も応募のチャンスは十分にある。,
,,□,人材派遣会社（社員）,雇用形態の様子,・営業部門の引き合いは旺盛だが、事務職の採用は絞り込んでいる。,
