,,▲,輸送用機械器具製造業（統括）,受注量や販売量の動き,・主要取引先の業況が悪化しているため、当社の業績にも直接響いている。,
,,▲,輸送業（エリア担当）,競争相手の様子,・同業社の会合の席でも、前年と比べて荷動きが全くないという話題が出ている。,
,,▲,経営コンサルタント,取引先の様子,・住宅団地では値下げが相次いでいる。,
,,▲,その他サービス業［ソフト開発］（社員）,それ以外,・名古屋地区では引き合いはあるものの具体的案件は乏しい。,
,,×,窯業・土石製品製造業（経営者）,受注量や販売量の動き,・３か月前と比較して売上はマイナス２％、経常利益はマイナス103.5％と減収減益である。,
,,×,非鉄金属製品製造業［鋳物］（経営企画担当）,受注価格や販売価格の動き,・原材料が値上がりしているが販売価格に転嫁できない状況が続いている。,
"雇用
関連

(東海)",,◎,人材派遣会社（社員）,求職者数の動き,・派遣社員が不足しており、登録者はほとんど稼動中である。求人広告を掲載してもほとんど応募がない。,
,,◎,職業安定所（所長）,求人数の動き,・３か月連続で月間有効求人倍率は２倍を超えている。多くの業種で様々な企業から求人がある。求職者も減少しており、特に事業主都合による離職が大幅に減少している。,
,,○,人材派遣会社（社員）,求人数の動き,・新規の派遣依頼が目立って増加している。特に自動車関連が堅調で、製造派遣では人材を募集しても必要とする人数が集まらない。,
,,○,求人情報誌製作会社（編集長）,求人数の動き,・愛知万博、中部国際空港や集合商業施設の新規オープンなどに伴う求人で盛り上がっている。,
,,○,新聞社［求人広告］（担当者）,求人数の動き,・請負、パートやアルバイトを中心に求人が増加している。正社員は、技術系は増えているが一般事務や営業は変化していない。,
,,○,職業安定所（職員）,求人数の動き,"・管内の有効求人倍率は３か月前と比べて0.11ポイント上昇し1.37倍となっている。月間有効求人数は5.1％減少したが、月間有効求職者もマイナス12.7％と大幅減少している。前月比では0.07ポイントの上昇である。
・業種別の新規求人は、前年同期比で建設業が20.5％、卸小売業、飲食店が9.8％それぞれ減少しているが、大口のサービス業で74.0％、製造業で50.1％、運輸通信業で14.0％増加している。全体では34.8％の増加である。",
,,○,学校［大学］（就職担当）,採用者数の動き,・建設、陶器メーカー、金属部品加工、運輸、不動産、外商関係から新規求人が来ており、採用意欲は強い。,
,,□,人材派遣会社（社員）,雇用形態の様子,・例年なら小売業などがバーゲンセールのため人員を増加したりパート採用を強化したりする時期であるが、今年は10～11月ごろとさほど変わりがない。,
,,□,新聞社［求人広告］（営業担当）,周辺企業の様子,"・浜松地区では輸出型製造業、特に輸送機器関連と光電子関係が好調で技術者が不足している。また、流通関連でも大型ショッピングセンターが半年間店員募集しても充足しない状況で、求人過剰が続いている。
・静岡市周辺は流通関連が低迷しており、求人も非正規雇用にシフトしている。",
,,□,職業安定所（職員）,採用者数の動き,・新規求人数が増加し、就職件数も増加している。ただし、内容をみるとパート雇用の増加が目立っており、時間給など賃金条件も厳しい。,
,,□,職業安定所（職員）,求職者数の動き,・求職者のうち雇用保険資格取得者による求職は減少傾向にある。その一方で、在職者による転職申込が増加している。,
,,□,職業安定所（職員）,採用者数の動き,・求職者数は減少し求人数は増加しているため有効求人倍率は1.39倍と上昇している。しかし就職件数は前年と比較しても改善していない。企業は業務を外部化する傾向にあり不安定雇用が増大しているが、求職者は安定雇用を望んでいる。また正社員の求人は即戦力が中心で、求職者の技能レベルや年齢などの面でミスマッチが続いている。,
,,□,職業安定所（管理部門担当）,求職者数の動き,・新規求職者数は前年同月とほぼ変わらないが、昨年11、12月の雇用保険資格取得件数は前年同月を上回っており、資格喪失件数よりも多くなっている。,・新規求職者数は前年同月とほぼ変わらないが、前年11、12月の雇用保険資格取得件数は前年同月を上回っており、資格喪失件数よりも多くなっている。
,,□,民間職業紹介機関（職員）,求人数の動き,・求人数は増加しているが、傾向的には変わらない。,
,,▲,＊,＊,＊,
,,×,－,－,－,
,,,,,,
　６．北陸（地域別調査機関：（財）北陸経済研究所）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(北陸)",,◎,－,－,－,
,,○,百貨店（営業担当）,お客様の様子,・年明けの初売り、福袋や冬のバーゲンなどに対する需要が高まった。ブーツの例では、昨年12月末までは前年比70％の販売高で低迷したが、１月は同120％と高い伸びを示している。ファッション関連は価格が下がったことが購買につながっている。,・年明けの初売り、福袋や冬のバーゲンなどに対する需要が高まった。ブーツの例では、前年12月末までは前年比70％の販売高で低迷したが、１月は同120％と高い伸びを示している。ファッション関連は価格が下がったことが購買につながっている。
,,○,百貨店（営業担当）,お客様の様子,・10月の台風や新潟県中越地震発生以降、客の買い控えが相当あったが、１月は暖冬で足場も良く、売上は良かった。,
,,○,スーパー（店長）,販売量の動き,・食品の販売点数が３か月前と比較して0.5点アップし、前年同月比でも105％となっている。同時に客単価も前年の105％と上昇している。,
,,○,衣料品専門店（経営者）,販売量の動き,・今月は毛皮などが売れたため客単価が上がり、売上は前年を上回った。,
,,○,乗用車販売店（総務担当）,販売量の動き,・12月に発売した新型車がヒットし、また大衆小型車も堅調な動きを見せている。春の増販期とも重なり、受注は上向きである。,
,,○,観光型旅館（経営者）,販売量の動き,・昨年夏以降、予約件数、来客数共に前年に比べて10～20％減少していたが、年末あたりから例年並みに戻ってきた。,・前年夏以降、予約件数、来客数共に前年に比べて10～20％減少していたが、年末あたりから例年並みに戻ってきた。
,,○,通信会社（社員）,販売量の動き,・携帯電話の契約純増数の動きが好調である。,
,,○,住宅販売会社（従業員）,販売量の動き,・注文住宅の受注は減少しているが、分譲住宅の供給が順調に進んできたことから販売予定数の116％を達成した。また、供給物件の不良在庫化は見られない。,
,,□,百貨店（売場主任）,単価の動き,・１月は初売り、クリアランスでスタートしたが、月の前半は良かったものの、後半は販売量、単価共に非常に厳しくなった。,
,,□,百貨店（営業担当）,販売量の動き,・客は安くて良いものがあれば、２点、３点のまとめ買いをするが、ただ安いだけの商品では以前のようにすぐに買うという態度は見られない。,
,,□,スーパー（店長）,お客様の様子,・ボーナス支給後の１月に入り、客単価や客の流れが元に戻りつつある。従来のように、天神講で飾り物を買うなど、晴れの日にお金を使うという動きも見られる。,
,,□,スーパー（店長）,お客様の様子,・競争が激化する中で、来客数は前年同月比で１割増加しているが、客単価は９％強ダウンしている。客の買物の多くはチラシ掲載商品や低価格商品である。,・競争が激化するなかで、来客数は前年同月比で１割増加しているが、客単価は９％強ダウンしている。客の買物の多くはチラシ掲載商品や低価格商品である。
,,□,スーパー（総務担当）,単価の動き,・１月は客の買物が抑え気味になるため、客単価が上がらない。,
,,□,スーパー（副店長）,単価の動き,・年末年始は暖冬で雪がなく足場が良かったため、前年に比べて来客数は増加した。,
,,□,家電量販店（経営者）,販売量の動き,・正月商戦はいま一歩振るわなかったが、中旬以降は好天もあって前年の販売量を上回った。,
,,□,乗用車販売店（経理担当）,販売量の動き,・売上は前年より上回っているが、目標ラインに到達していない。新型車効果はあるが、既販車が追随していない。,
,,□,乗用車販売店（経理担当）,販売量の動き,・車の需要期に入ったが、受注量は前年並みである。,
,,□,高級レストラン（スタッフ）,販売量の動き,・各種新年会などの受注は例年並みであった。ただし、昨年の１月下旬は大雪だったこともあり、前年比では20％近く来客数が伸びている。,・各種新年会などの受注は例年並みであった。ただし、前年の１月下旬は大雪だったこともあり、前年比では20％近く来客数が伸びている。
,,□,一般レストラン（店長）,来客数の動き,・土、日曜日の来客はまずまずであるが、特に平日の夜が悪い。,
,,□,スナック（経営者）,来客数の動き,・今年はなんとか天候に恵まれ、非常に落ち込んだ前年同月に比べ売上は２、３割増となった。しかし、昨年秋ごろから現金払いの個人客が減少し、業務多忙の企業に所属する常連客の貸切りなどに支えられている状況である。,・今年はなんとか天候に恵まれ、非常に落ち込んだ前年同月に比べ売上は２、３割増となった。しかし、前年秋ごろから現金払いの個人客が減少し、業務多忙の企業に所属する常連客の貸切りなどに支えられている状況である。
,,□,都市型ホテル（スタッフ）,来客数の動き,・レストラン利用客の減少、宿泊客の減少、婚礼受注件数の減少などにより、売上は前年を下回る見通しである。３か月前と比較してもレストラン部門が大きく減収となっている。,
,,□,旅行代理店（従業員）,競争相手の様子,・同業者の話を総合すると、国内旅行は非常に悪く、海外旅行は若干改善している。,
,,□,テーマパーク（職員）,来客数の動き,・１月の天候は比較的穏やかだったこともあり、来場者数は前年並みである。,
,,□,住宅販売会社（従業員）,お客様の様子,・受注量の動きはあまり変わらないが、例年のこの時期とは異なり、客の購買意欲が高まっている。,
,,▲,一般小売店［鮮魚］（従業員）,お客様の様子,・取引先の飲食店の中には夜の営業だけでは成り立たないため昼のランチを始めたものの、来客数が少ないことから中止したケースが何件かある。,
,,▲,百貨店（営業担当）,来客数の動き,・バーゲン時期の１月の来客数は前年同月比で92.5％まで回復したが、依然前年割れのまま推移している。,
,,▲,スーパー（総務担当）,販売量の動き,・衣料品のバーゲンが始まっているが、値段を下げても売れない。例年以上にバーゲンの消化率が悪く、客には安くても買いたいという意欲がない。,
,,▲,コンビニ（経営者）,来客数の動き,・客の買上単価が低下している。,
,,▲,コンビニ（経営者）,単価の動き,・今冬は雪があまり降らなかったため、近くにスキー場のある当店への来客が例年より少なく、菓子類などの販売が極端に減少し、客単価が落ち込んだ。,
,,▲,衣料品専門店（経営者）,お客様の様子,・１月はセールの売上比率が年間で最大の時期であるが、客は安くても必要なものしか買わなくなっている。,
,,▲,乗用車販売店（経営者）,競争相手の様子,・極端な値引き販売が当たり前になりつつある。,
,,▲,タクシー運転手,来客数の動き,・新年会の件数が非常に少ない。また、雪が少なく、足場が良いため、タクシーの利用客が少ない。,
,,▲,設計事務所（職員）,販売量の動き,・低価格傾向が止まらず、そのうえ必要以上の労力を要する案件が増え、結果的に更なる低価格につながっている。,
,,×,＊,＊,＊,
"企業
動向
関連

(北陸)",,◎,－,－,－,
,,○,一般機械器具製造業（経営者）,それ以外,・新年のあいさつに来社される納入業者の感触が極めて強気である。特にパーツ、素材の納期が更に延びる気配である。,
,,○,新聞販売店［広告］（従業員）,受注価格や販売価格の動き,・受注量は前年とあまり変わらないが、受注単価が若干上昇している。,
,,○,司法書士,取引先の様子,・ごくわずかの事例であるが、不動産価格の上昇傾向がみられる。,
,,□,食料品製造業（企画担当）,受注量や販売量の動き,・当社の売上は前年の97～98％と横ばいで推移している。,
,,□,繊維工業（経営者）,受注量や販売量の動き,・今月は前月に続き暖冬のため、特に婦人衣料の売行きが悪く、数量面で非常に苦労している。,
,,□,プラスチック製品製造業（企画担当）,受注価格や販売価格の動き,・12月から製品価格を値上げしたが、その後の交渉がかなり難航している。,
,,□,輸送業（配車担当）,受注量や販売量の動き,・物量は月初から前年を若干上回っているが、単価の落ち込みが激しいため売上は前年よりわずかながら悪化している。,
,,□,金融業（融資担当）,取引先の様子,・医薬品製造業では大手製薬メーカーからの製造受託分が順調に増加している。電子部品製造業では在庫調整と思われる受注減が予想どおり大きかった。,・医薬品製造業では大手製薬メーカーからの製造受託分が順調に増加している。電子部品製造業では在庫調整と思う受注減が予想どおり大きかった。
,,▲,繊維工業（経営者）,取引先の様子,・取引先では在庫に敏感になっており、在庫の半減活動を進めているところもあるため、受注に影響がある。,
,,▲,建設業（総務担当）,競争相手の様子,・北陸では建築や土木、官庁や民間を問わず、価格競争が乱戦状態に入っており、異常な見積入札価格が相次ぎ、適正な受注活動が困難な状態にある。,
,,▲,不動産業（経営者）,受注量や販売量の動き,・電話等による問い合わせ件数が少ない。,
,,×,建設業（経営者）,競争相手の様子,・公共事業が激減する中で、これまでうわさの段階であった同業者の廃業や倒産が現実のものとなっている。,・公共事業が激減するなかで、これまで噂の段階であった同業者の廃業や倒産が現実のものとなっている。
"雇用
関連

(北陸)",,◎,－,－,－,
,,○,職業安定所（職員）,求人数の動き,・求人倍率が６か月連続で１倍台を維持するとともに、12月には1.29倍と伸び続けている。製造業でも常用求人数が前年同月比で28.5％増と顕著な伸びを示している。,
,,□,人材派遣会社（社員）,求人数の動き,・派遣要請は横ばい状態からやや増加傾向になってきたが、特に目立った動きはない。ただ、労働者派遣法の改正のためか、派遣先からは長期需要が多くなってきた。,
,,□,民間職業紹介機関（経営者）,雇用形態の様子,・雇用形態としてはそれほど変化はない。ただ、より専門的な仕事が求められている。,
,,□,学校［大学］（就職担当）,採用者数の動き,・企業からの求人票が例年になく早く来ている。,
,,▲,新聞社［求人広告］（担当者）,求人数の動き,・今月の求人広告は前年同月比で５～６％の減少となった。,
,,×,－,－,－,
,,,,,,
　７．近畿（地域別調査機関：りそな総合研究所（株））,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(近畿)",,◎,一般小売店［時計］（経営者）,販売量の動き,・目覚まし時計や万歩計等の生活に密着した商品が良く売れた。腕時計も一時は携帯電話に押されていたが、時間を確認する便利さが見直されている。価格の高低はあるものの、売上は戻りつつある。,
,,◎,百貨店（売場主任）,販売量の動き,・福袋やクリアランスセールが好調に売上を伸ばしている。クリアランスセールの早期化により、消費者の間でも防寒を中心とした冬物商材はセールになってから買うという動きが主流になってきている。,
,,◎,百貨店（経理担当）,販売量の動き,・２日の福袋、３日からのクリアランスと好調に推移した。さらに、４月にグランドオープンする改装売り尽くしを８日から実施したところ、大ヒットしたため、全店全部門で予算を達成した。売り尽くしの中心は冬物衣料であるが、紹介期の春物も売れている。,
,,○,一般小売店［衣服］（経営者）,販売量の動き,・バーゲン時期である12月の売上は昨年より20％ダウンしたが、正月以降は冬らしい気候になったため、売上は20％増であった。,・バーゲン時期である12月の売上は前年より20％ダウンしたが、正月以降は冬らしい気候になったため、売上は20％増であった。
,,○,百貨店（売場主任）,販売量の動き,・コートやジャケットなど冬物衣料が好調に推移している。クリアランスに入って単価が下がったことや、気温の低下による冬物アイテムの必要性から販売数量が伸びている。年末までの買い控え感が一度に開放された感がある。,
,,○,衣料品専門店（営業・販売担当）,お客様の様子,・購入したい物が具体的ではっきりしており、個々の価格も上昇してきている。,
,,○,乗用車販売店（営業担当）,来客数の動き,・新型車が出そろったこともあり、昨年に比べて来客数が増えた。,・新型車が出そろったこともあり、前年に比べて来客数が増えた。
,,○,都市型ホテル（スタッフ）,来客数の動き,・婚礼は厳しい状況が続いているが、法人の新年会を中心とした宴会が12月に続いて好調である。前年を上回り、単価も特に値下げ依頼もなく、上向きの動きが感じられる。宿泊も微増ではあるが、ビジネスを中心に利用が増えてきている。,
,,○,旅行代理店（店長）,販売量の動き,・スマトラ沖地震の影響で、月初は海外旅行のキャンセルが激増したほか、予約の低調もあって大きな危機感を抱いたが、月末では前年比108％に回復し、国内では前年比113％をキープした。また、中旬以降は卒業旅行も活気をみせ始めた。,
,,○,通信会社（経営者）,お客様の様子,・新規案件の問い合わせが増えている。,
,,○,通信会社（経営者）,お客様の様子,・新しくシステムを導入しようとする客が増えている。,
,,○,遊園地（経営者）,来客数の動き,・幼児に人気のあるイベントを実施したところ、客単価はあまり伸びなかったが、ファミリー層の来客数が増加した。,
,,○,住宅販売会社（経営者）,単価の動き,・土地価格が商業地を中心に上昇傾向にあり、テナント入居率も伸びてきている。,
,,○,その他住宅［情報誌］（編集者）,お客様の様子,・マンションデベロッパー各社が決算期に向けて在庫販売を活発化させる時期だが、例年になく販売在庫が減少している。また、購入者の動きも順調である。,
,,□,一般小売店［花］（経営者）,販売量の動き,・季節商品の売上を除けば、あまり売行きが良くない。昨年、一昨年と比べると季節商品も売上が落ちている。,・季節商材の売上を除けば、あまり売行きが良くない。前年、一前年と比べると季節商材も売上が落ちている。
,,□,一般小売店［衣服］（経営者）,単価の動き,・年明けから寒くなったので、不振であった防寒衣料を値引きしたところ、動き始めた。,
,,□,百貨店（売場主任）,お客様の様子,・予想通り防寒アイテムが好調に推移した。また、マークダウンセール等も月前半は好調に推移した。ただこれは11、12月のプロパー商品が低迷した反動によるもので、11、12月の不足分を取り返すほどの勢いはない。,・予想通り防寒アイテムが好調に推移した。また、マークダウンセール等も月前半は好調に推移した。ただこれは11、12月の定価品が低迷した反動によるもので、11、12月の不足分を取り返すほどの勢いはない。
,,□,百貨店（売場主任）,来客数の動き,・歳暮が終わって平常のギフトに変わったが、全体的に非常に厳しい状況である。箱のギフトの動きが悪いが、中身の単品は健闘している状態である。,・お歳暮が終わって平常のギフトに変わったが、全体的に非常に厳しい状況である。箱のギフトの動きが悪いが、中身の単品は健闘している状態である。
,,□,百貨店（営業担当）,単価の動き,・昨年と比べても、相変わらず低い単価の物には動きがあるが、100万円以上の高単価の商品になると、まだまだ鈍い。,・前年と比べても、相変わらず低い単価の物には動きがあるが、100万円以上の高単価の商品になると、まだまだ鈍い。
,,□,百貨店（営業担当）,お客様の様子,・年明けの福袋、クリアランスは昨年以上に好調であったが、中旬以降は来客数、買上単価が昨年を下回り、毛皮、コート、羽毛布団など季節商品に対する反応も良くなかった。,・年明けの福袋、クリアランスは前年以上に好調であったが、中旬以降は来客数、買上単価が前年を下回り、毛皮、コート、羽毛布団など季節商材に対する反応も良くなかった。
,,□,スーパー（店長）,お客様の様子,・消費税総額表示以降の競合激化による来客数のダウンよりも、単価、買上点数のダウンの方が大きくなっている。客が複数の店舗をまわる傾向が強い。,
,,□,スーパー（経理担当）,販売量の動き,・年末調整の還付減少等の影響が懸念されたが、初売りの好調もあり、売上は引き続き堅調である。最近の冷え込みにより冬物商材の動きも良くなっている。,
,,□,スーパー（経理担当）,お客様の様子,・広告商品目当てで購入する動きが続いており、季節商品の動きも悪い。,・広告商品目当てで購入する動きが続いており、季節商材の動きも悪い。
,,□,スーパー（広報担当）,販売量の動き,・年始からの気温の低下とバーゲンが重なり、月前半の売上は好調であったが、後半に入りややペースダウンした。,
,,□,コンビニ（経営者）,来客数の動き,・来客数は依然としてやや増加しているが、競合店の閉店による増加はない。また、日中の営業関係の来客数も、工事関係者が一時より減少している。,
,,□,コンビニ（店長）,販売量の動き,・既存店売上高は前年比でマイナス4.2％となり、10～12月の水準に比較すると悪化している。この主な原因は、前年に特定保健用食品の新商品がコンビニ限定で新発売され、爆発的な売上を残したことによるものである。これを除けば、売上は３か月前とさほど変化はない。,
,,□,衣料品専門店（経営者）,お客様の様子,・10～11月のプロパーで売れずに商品が残っているため、バーゲンでは昨年に近い数字が出やすいものの、売筋商品がなく苦労している。さらに、プロパー時期は粗利が確保できるが、バーゲンでは売値が安くなる分、粗利の確保が難しくなっている。,・10～11月のプロパーで売れずに商品が残っているため、バーゲンでは前年に近い数字が出やすいものの、売筋商品がなく苦労している。さらに、プロパー時期は粗利が確保できるが、バーゲンでは売値が安くなる分、粗利の確保が難しくなっている。
,,□,家電量販店（店長）,販売量の動き,・年末年始にかけて好調であったテレビは落ち着いてきたが、家電の方が好調に推移している。また、年明け以降はパソコンが前年をクリアした。,
,,□,家電量販店（企画担当）,単価の動き,・年始はＤＶＤや白物家電が順調で、予定通りの水準で推移した。デジタル家電の単価の低下を白物家電が抑えたようである。,
,,□,自動車備品販売店（従業員）,お客様の様子,・寒波の襲来でタイヤ等の冬物商品の売行きが好調に推移しているが、これは暖冬であった12月の反動であり、実態はまだまだ盛り上がりに欠ける。,・寒波の襲来でタイヤ等の冬物商材の売行きが好調に推移しているが、これは暖冬であった12月の反動であり、実態はまだまだ盛り上がりに欠ける。
,,□,観光型ホテル（経営者）,それ以外,・今月は低価格のグループ、団体客等の受入れもあったので、久しぶりに前年を上回りそうであるが、まだ景気が上向いたとは考えられる状況ではない。,・今月は低価格のグループ、団体客等の受け入れもあったので、久しぶりに前年を上回りそうであるが、まだ景気が上向いたとは考えられる状況ではない。
,,□,都市型ホテル（経営者）,販売量の動き,・今月は阪神淡路大震災から10年にあたり、防災についての大規模な国際会議が開催されたため、会議室等の利用は繁忙であったが、それ以外の客の利用状況は低調であった。,
,,□,都市型ホテル（営業担当）,販売量の動き,・宿泊に関しては、正月プランの元旦の宿泊が前年よりマイナスとなった。これは、３日が月曜日で例年より正月期間が短いことが原因と考えられる。しかし個人客の伸びは前年に近いものがあり、12月に引き続き好調である。宴会に関しては、法人の新年会利用が小規模ながら件数は前年並みであったことから、収入は宿泊と同様にほぼ前年並みである。,
,,□,旅行代理店（営業担当）,単価の動き,・インド洋大津波の影響でアジアのリゾート全体が落ち込んでいるが、旅行者数は国内、海外共に堅調である。しかし、単価については競争が激しく、一段と下落している。,
,,□,タクシー運転手,来客数の動き,・正月を過ぎてから客の動きが悪くなった。新年会があるにもかかわらず、夜も暇であり、午前中も客が少なくなった。,
,,□,その他レジャー施設［イベントホール］（職員）,販売量の動き,・年明けのこの時期にしては、各種集会、展示会、売上の多いコンサート等が日替わりで入り、良く動いた。,
,,□,その他レジャー施設［飲食・物販系滞在型施設］（企画担当）,お客様の様子,・オフシーズンで集客が大幅に減るため、やや偏った印象になるが、使う人は使う、使わない人は使わないという傾向がよりはっきりしている。特に若年層は全くお金を使わない。,
,,□,住宅販売会社（従業員）,単価の動き,・マンション用地の仕入価格が高騰して、販売単価に転嫁せざるを得ない状況であるが、転嫁した場合の売行きが危惧される。,
,,□,住宅販売会社（総務担当）,来客数の動き,・新規オープンの展示場以外は来客数がやや落ち込んでいる。防災を考えた住宅への引き合いは多いが、成約には時間がかかっている。,
,,▲,百貨店（売場主任）,来客数の動き,・年始は福袋やクリアランスで順調な滑り出しであったが、中旬以降は息切れ状態である。気温が下がり、冬物防寒衣料が動いたが、宝飾、時計のなかでも高額品が動かず、全体では低調であった。,
,,▲,スーパー（経営者）,単価の動き,・ＢＳＥ騒動が一巡した牛肉や、昨年後半以降相場高が続いている卵は、販売量は低下しているものの売上は伸びている。一方でそれ以外の商品は、価格がいったん下げ止まったものの、再度低下がみられる。野菜については、昨秋に価格が異常高騰した際、必要量以外は買わないという習慣が客に浸透したことから、買上点数は伸びるが単価が下がるパターンが定着しており、厳しい状況である。,・ＢＳＥ騒動が一巡した牛肉や、前年後半以降相場高が続いている卵は、販売量は低下しているものの売上は伸びている。一方でそれ以外の商品は、価格がいったん下げ止まったものの、再度低下がみられる。野菜については、昨秋に価格が異常高騰した際、必要量以外は買わないという習慣が客に浸透したことから、買上点数は伸びるが単価が下がるパターンが定着しており、厳しい状況である。
,,▲,コンビニ（経営者）,来客数の動き,・この２か月の間に、競合店が近隣に２店舗も出店した影響で、来客数は15％以上ダウンしている。しかし、新規の２店舗の様子をみても決して業績が良いようには思えないことから、限られた市場の奪い合いになっている。,
,,▲,住関連専門店（経営者）,販売量の動き,・商品価格が順次上がっているが、駆け込み需要もなく、最低必要な物だけを厳選して購入する傾向が強い。,
,,▲,その他専門店［医薬品］（経営者）,販売量の動き,・少しでも売上を伸ばすために広告の回数を増やしたところ、価格を下げた広告商品ばかりが動いた。その結果、売上高は増えたが粗利益率は下がり、利益面では全く変化がなかった。また、正月用の薬のストック購入がなくなったように感じた。,
,,▲,その他住宅［展示場］（従業員）,お客様の様子,・展示場では景品を進呈しているが、最近は景品目当ての客が増加して、モデルハウスをみる客が減少している。,
,,×,商店街（代表者）,お客様の様子,・昨年、近隣において超大型スーパーが開店し、そちらに客が流れている。,・前年、近隣において超大型スーパーが開店し、そちらに客が流れている。
,,×,一般小売店［カメラ］（販売担当）,販売量の動き,・年始及び成人式と毎年盛り上がるはずが、全く盛り上がらなかった。特にレンズ付きフィルムの販売が前年の半分に落ち込んだ。,
,,×,ゴルフ場（経営者）,来客数の動き,・暖冬が一変して厳しい寒さとなったほか、営業日数が極端に少なくなり、来客数が大幅に落ち込んだ。,
"企業
動向
関連

(近畿)",,◎,経営コンサルタント,取引先の様子,・小売業のクライアント各社の業績では、昨年12月の売上に若干の変化が見受けられる。業種によって異なるが、客単価は以前と変わらないものの、買上客数が若干ながら増加している。そのため、前年比が100％近くに達したクライアントが少なくなかった。,・小売業のクライアント各社の業績では、前年12月の売上に若干の変化が見受けられる。業種によって異なるが、客単価は以前と変わらないものの、買上客数が若干ながら増加している。そのため、前年比が100％近くに達したクライアントが少なくなかった。
,,○,出版・印刷・同関連産業（情報企画担当）,取引先の様子,・大学、予備校関係の受注が動き出したが、受注価格がより厳しくなっている一方で、定期刊行物については順調であり、価格的にも安定している。,
,,○,化学工業（経営者）,受注量や販売量の動き,・例年受注が落ち込む時期であるが、今年は大口の特需が入り、売上は大幅に増加した。特需分を除いても昨年より若干回復しているほか、得意先による売上のばらつきも随分減ってきている。,・例年受注が落ち込む時期であるが、今年は大口の特需が入り、売上は大幅に増加した。特需分を除いても前年より若干回復しているほか、得意先による売上のばらつきも随分減ってきている。
,,○,金属製品製造業（管理担当）,受注量や販売量の動き,・大型物件の受注が決まり、現在の従業員だけでは生産が間に合わないため、派遣社員の増員を検討している。,
,,○,不動産業（経営者）,受注量や販売量の動き,・繁華街の時間貸し駐車場の駐車台数が、微増ではあるが５～10％増加している。年明けからの落ち込みが懸念されていたが、杞憂に終わった。,
,,○,その他非製造業［民間放送］（従業員）,受注量や販売量の動き,・テレビスポット需要は引き続き高いレベルで推移している。,
,,□,金属製品製造業（経営者）,取引先の様子,・自動車関連を中心に国内外とも増量要請が活発になっている。,
,,□,一般機械器具製造業（経営者）,取引先の様子,・製鉄関連の取引先が多いが、相変わらず生産の増加や品質向上のための設備投資が活発である。そのうちのいくつかは、すぐにでも実施される動きである。,
,,□,電気機械器具製造業（経営者）,取引先の様子,・大手企業は増産のための設備投資を積極的に行っている一方、中小企業は品質の向上、コストダウンのための設備投資を中心に行っている。,
,,□,電気機械器具製造業（宣伝担当）,受注量や販売量の動き,・薄型テレビやＤＶＤ等、一部の商品は好調な推移を続けているが、これらの商品を除くと伸び悩んでいる状況である。,
,,□,建設業（経営者）,競争相手の様子,・ここにきて同業者の倒産がまた増えてきている。建設業を取り巻く環境は相変わらず厳しい。,
,,□,不動産業（営業担当）,取引先の様子,・マンション用地は小さな物から大きな物まで非常に引き合いが多いが、事務所ビル用地、オフィス賃貸では需要がいまだに見込めない。,
,,▲,食料品製造業（従業員）,受注量や販売量の動き,・年明けは例年あまり売上が良くないが、月の後半も思ったように受注できていない。家庭用商品の売上は量販店の売上と比例するが、量販店は新規店舗で売上増となっているものの、既存店では悪いように思われる。,・年明けは例年あまり売上が良くないが、月の後半も思ったように受注できていない。家庭用商品の売上は量販店の売上と比例するが、量販店は新規店舗で売上増となっているものの、既存店では悪いように思う。
,,▲,繊維工業（総務担当）,受注量や販売量の動き,・３月、４月に向けて仕入れが起こる時期なのに、前年の３割ダウンとなっている。,
,,▲,パルプ・紙・紙加工品製造業（経営者）,受注量や販売量の動き,・今年に入ってから、受注量が前年同月比で１割程度下がっている。同業他社からも同じようなことが聞かれる。,
,,▲,金属製品製造業（営業担当）,受注量や販売量の動き,・前月までの３か月と比較して、出荷量が落ち込んできた。,
,,▲,輸送業（営業担当）,受注量や販売量の動き,・酒税の増税や、ビール業界の仕組みが変わり、出荷数が激減した。,
,,▲,輸送業（営業担当）,受注量や販売量の動き,・幹線便は12月に引き続き前年を大幅に下回り、極めて厳しい状況である。昨年は税制優遇措置の関係で需要が多かったこともあるが、今年は非常に低調であった。,・幹線便は12月に引き続き前年を大幅に下回り、極めて厳しい状況である。前年は税制優遇措置の関係で需要が多かったこともあるが、今年は非常に低調であった。
,,▲,広告代理店（営業担当）,受注量や販売量の動き,・年度末に向け、広告予算をそろそろ使う時期であるが、テレビスポット以外はなかなか好調な様子がみられない。,
,,×,輸送業（営業所長）,受注量や販売量の動き,・年が明けてある程度の落ち込みは予想していたが、予想以上に悪く、特に繊維関係の荷動きが悪かった。また関西国際空港での輸入貨物の取扱量も微減している。,
,,×,通信業（営業担当）,取引先の様子,・大型解約案件が連続して発生しており、収入減が続いているが、代替となる大型受注が少ない。物販での販売が増えているものの一時的である。,
"雇用
関連

(近畿)",,◎,＊,＊,＊,
