,,▲,衣料品専門店（販売企画担当）,単価の動き,・価格を下げなければ、商品が動かなくなっている。,,
,,▲,乗用車販売店（経営者）,販売量の動き,・新車販売の動きが悪い。例年と同様であるが、年末は何かと慌ただしく購入意欲が低下する。,,
,,▲,その他専門店［貴金属］（営業担当）,来客数の動き,・来客数が、かなり減少している。,,
,,▲,観光型ホテル（経営者）,来客数の動き,・宿泊客は前年同月比85％と落ち込んでいる。近隣に都市型ホテルができたため、なじみ客も一度は利用したいようで千人以上の客足が流れている。景気の影響というよりは、新たな参入によって業況が悪くなっている。,,
,,▲,都市型ホテル（支配人）,来客数の動き,・宿泊部門は、供給先の増加等で大幅な減収である。,,
,,▲,都市型ホテル（営業担当）,単価の動き,・宿泊、レストラン、法人宴会場利用で客単価が下落している。,,
,,▲,旅行代理店（経営者）,販売量の動き,・例年、年明けからは６月分までの受注が入るが、足元の動きからすると、あまり期待を持てない。,,
,,▲,テーマパーク（職員）,来客数の動き,・観光列車や企画イベントの予約が低調で、冬季期間の客足が期待しづらい。,,
,,▲,テーマパーク（職員）,お客様の様子,・世界情勢の不安や国内の自然災害等で、客は外出を控えている。,,
,,▲,パチンコ店（経営者）,販売量の動き,・来客数や客単価が、やや悪くなっている。,,
,,▲,理美容室（経営者）,来客数の動き,・12月は例年なら忙しくなる時期だが、あまり客が来ない。,,
,,▲,美容室（経営者）,お客様の様子,・客は金を使わなくなっている。,,
,,▲,その他サービス［介護サービス］（職員）,それ以外,・業界では新規開業する施設もあるが、近隣の飲食店や商店では年末にかけて閉店が散見される。生活必需品以外の消費には、消費者のマインドが冷え込んでいる。,,
,,▲,住宅販売会社（従業員）,競争相手の様子,・忘年会の時に他業界の業況を聞いたが、失速しつつあるという声が多い。,,
,,▲,その他住宅［住宅管理］（経営者）,お客様の様子,・今年は前年実績に届かない見込みである。受注数で何とか売上を確保はしているが、決して良い内容とはいえない。,,
,,×,一般小売店［結納品］（経営者）,販売量の動き,・秋以降は、非常に売上が悪くなっている。,,
,,×,コンビニ（企画担当）,販売量の動き,・半数以上の店舗が前年割れの状態で、前年を10％程度下回る店舗も出始めている。,,
,,×,理容室（経営者）,お客様の様子,・客の来店サイクルが長くなっている。,,
"企業
動向
関連

(東海)",,◎,＊,＊,＊,,
,,○,パルプ・紙・紙加工品製造業（総務担当）,受注量や販売量の動き,・製品の需要先となる青果物等の荷動きが良く、受注量、販売量共に増加しており、景気は良い。,,
,,○,化学工業（人事担当）,それ以外,・ここ３か月、特に景気に悪影響を与える事件等もなく、米国の次期大統領やその変革への期待感が、良い影響を与えている。,,
,,○,化学工業（総務秘書）,取引先の様子,・年末のためか、客先はどこも多忙である。受注も多く仕事量も増えている。米国の次期大統領への期待による株高、円安も景気に良いムードを与えている。,,
,,○,電気機械器具製造業（企画担当）,受注量や販売量の動き,・輸出先の国や地域によりばらつきはあるものの、全体としては計画どおりの業績を確保している。,,
,,○,電気機械器具製造業（営業担当）,受注価格や販売価格の動き,・円安で販売量が増加している。,,
,,○,輸送用機械器具製造業（総務経理担当）,受注量や販売量の動き,・３か月前と比べると、売上高は約７％増加している。,,
,,○,金融業（従業員）,取引先の様子,・自動車産業は、例年と比較して若干良い見通しとなっている。東京オリンピックの影響か、重機を扱う建設会社や重機レンタル会社等も比較的良い。,,
,,○,金融業（法人営業担当）,取引先の様子,・自動車メーカーの生産が堅調で、取引先の部品メーカーの受注も安定してきている。,,
,,○,金融業（企画担当）,取引先の様子,・足元での株高、円安で個人投資家の資産は増加しており、購買意欲は大きく改善し、一部は消費拡大につながっている。,,
,,○,企業広告制作業（経営者）,それ以外,・政権の安定は景気回復の期待感を維持する。持続可能性が高ければ、景気を刺激する。,,
,,○,会計事務所（社会保険労務士）,それ以外,・デパートの食品売場は、会計を待つ人でレジが一杯となっている。季節的な要因もあるが、年末に向けて消費が増えている。,,
,,○,その他サービス業［ソフト開発］（社員）,取引先の様子,・旧システムからの移行作業で案件が続いている。人手が足りず対応できないほどである。,,
,,□,食料品製造業（経営企画担当）,受注量や販売量の動き,・受注状況は前年同期を上回るものの、９月までの勢いがない。,,
,,□,化学工業（営業）,受注量や販売量の動き,・容器の販売量は、３か月前と比べれば変わりないが、前年同期と比べると半導体向けの需要が伸びて増加している。,,
,,□,窯業・土石製品製造業（社員）,受注量や販売量の動き,・新規受注も含めて年末年始の短納期依頼が急増し、対応に追われている。前月に引き続き、全体的に生産量は増加傾向にある。,,
,,□,鉄鋼業（経営者）,受注量や販売量の動き,・例年、売上は季節要因で他の月よりも10％程度増加するが、今年も例年どおり９％の増加となっている。,,
,,□,電気機械器具製造業（経営者）,受注価格や販売価格の動き,・客先業界全体の景気が悪く、販売競争が激しい状況が続いている。製品単価が下落し、売上、収益共に悪化が続いている。,,
,,□,電気機械器具製造業（経営者）,受注量や販売量の動き,・自動車関連や工作機械関連の企業は良いが、その増加分と同程度、他社では減少しており、全体的にはどちらともいえない。,,
,,□,電気機械器具製造業（総務担当）,取引先の様子,・電力系やケーブルテレビ等の通信事業者では、光回線化や無線機能の強化等、通信インフラ高度化への設備投資が活発化しているが、価格競争が厳しいため利益は伸びない。,,
,,□,輸送用機械器具製造業（品質管理担当）,取引先の様子,・周りの販売店の状況をみると、あまり変わらない。,,
,,□,建設業（経営者）,受注量や販売量の動き,・マンション、戸建住宅共に、低金利と円安に支えられ、まずまずの売行きであるが、好調というほどではない。,,
,,□,輸送業（経営者）,受注量や販売量の動き,・年末向けの消費財の動きは、暖かい日が続いたためやや後送りになったが、例年並みに回復している。,,
,,□,輸送業（従業員）,受注量や販売量の動き,・例年、12月は最も荷動きが活発になるが、その動きは年々低調になっている。荷動きのピークは20日前後の１週間程度であるが、その期間も短くなる傾向にある。,,
,,□,輸送業（エリア担当）,受注量や販売量の動き,・円安で輸出が増加しているが、とりあえず円安なので輸出している感じであり、継続的な動きか一時的なものかは見極めにくい。,,
,,□,輸送業（エリア担当）,受注量や販売量の動き,・貨物の動きは、前年同期よりやや減少しているが、現在の状況は良くも悪くもない。,,
,,□,輸送業（エリア担当）,それ以外,・貸切りトラックを扱う業者では、トラックの休車が続き、荷動きは活発でない状況が続いている。,,
,,□,通信会社（法人営業担当）,それ以外,・年末年始を控え、例年ならば正月準備の人であふれ返る百貨店の食品売場も、今年は、ふだんよりやや多い程度である。24時間営業や年中無休の飲食店が減るなかで、正月の食卓にさえ豪華さを求めていないようで、寂しさを感じる。,,
,,□,通信会社（法人営業担当）,それ以外,・給与所得が増加しているにもかかわらず、消費には反映されず、消費者のマインドは冷え込んでいる。,,
,,□,不動産業（経営者）,受注価格や販売価格の動き,・取引があるのは一部の大型物件に偏り、その他の動きは少ない。ターミナル駅周辺の賃貸物件は、飲食店や単身赴任用の賃貸マンションを中心に引き合いが多い。,,
,,□,広告代理店（制作担当）,取引先の様子,・他社との競合等で受注が決まった案件等もあるが、広告予算は厳しく、全体的には変わっていない。,,
,,□,公認会計士,取引先の様子,・客先の状況は良くも悪くもなく、非常に変化が少ない。淡々と業務が進行しているという様子である。,,
,,□,会計事務所（職員）,取引先の様子,・客先の事業者では、赤字続きの経営から脱却したい意向や納税意欲が高まっており、正確な事業成績を把握するために白色申告から青色申告に変更する事業者もみられる。,,
,,□,その他非製造業［ソフト開発］（経営者）,取引先の様子,・年末特有の忙しさはあるが、米国の次期大統領の影響で、為替相場も動きが読めない状況である。,,
,,▲,食料品製造業（営業担当）,受注量や販売量の動き,・受注量、販売量共に減少傾向にある。,,
,,▲,金属製品製造業（経営者）,受注量や販売量の動き,・受注量が減少している。販売価格も横ばいから下降傾向にある。,,
,,▲,金属製品製造業（従業員）,受注価格や販売価格の動き,・プロジェクトの動きが鈍くそれほど仕事量も見込めないなかで、鉄やステンレス等、原材料価格の高騰が響いている。値上げしやすい環境を整えるためか、なぜかモノ不足があおられている。,,
,,▲,一般機械器具製造業（営業担当）,受注量や販売量の動き,・メキシコ向け設備投資案件が、米国内で生産するという理由で中止になった。他にも設備投資計画の急な見直し等で受注を見込んでいた案件が中止となる等、ほとんど受注ができない状況である。,,
,,▲,新聞販売店［広告］（店主）,受注量や販売量の動き,・年末年始の折込広告受注量が、前年同期比で減少している。,,
,,×,－,－,－,,
"雇用
関連

(東海)",,◎,－,－,－,,
,,○,人材派遣会社（社員）,求人数の動き,・法人関係の忘年会での派遣スタッフ利用が、前年よりも好調である。,,
,,○,人材派遣会社（営業担当）,求人数の動き,・12月は、派遣人材の契約更新期で入替わりが多くなるため、求人、求職者にも動きがみられる。,,
,,○,人材派遣会社（営業担当）,それ以外,・米国の次期大統領の影響で、一時的に我が国の株価が上昇している。,,
,,○,アウトソーシング企業（エリア担当）,採用者数の動き,・株高、円安の効果で、自動車産業では輸出関連の生産増加がみられる。,,
,,○,職業安定所（職員）,求人数の動き,・有効求人倍率が２倍を超え、サービス業では、新規求人数が前年同月比で２けたの増加となっている。,,
,,○,職業安定所（職員）,求人数の動き,・新規求人数が前年同月比で8.3％増加している。全ての産業において増加がみられ、全体としても微増でやや良くなっている。,,
,,○,民間職業紹介機関（営業担当）,採用者数の動き,・転職希望者の増加に伴い、２～３月に向けた採用決定者は、増加が見込まれる。,,
,,□,人材派遣会社（社員）,採用者数の動き,・中途採用者のニーズは引き続き強く企業の採用意欲は高いが、マッチする人材の不足で紹介が停滞している。,,
,,□,人材派遣会社（支店長）,採用者数の動き,・派遣就業開始数と終了数の差分は、これまでと同様に増加傾向にあるものの、それぞれの数値は前年割れとなっている。,,
,,□,新聞社［求人広告］（営業担当）,求人数の動き,・有効求人倍率は全国並みではあるが、正社員の求人は相変わらず厳しく、増加する見込みはない。,,
,,□,職業安定所（所長）,採用者数の動き,・求人数は増加しているが、人材確保が進んでいない。人手不足感が強い状況にあっても、正社員の中途採用は伸びていない。,,
,,□,職業安定所（職員）,求職者数の動き,・求人、求職の状況に大きな変化はみられない。事業主都合の離職者は減少が続いており、経済情勢の安定に伴う企業整理の減少が続いている。,,
,,□,民間職業紹介機関（窓口担当）,求職者数の動き,・派遣登録者数が伸びないことから、上向きの景気に伴い求人が増加しているとは感じるが、扶養枠での就業希望者も多く、家計を支えるために少しでも収入増加を求める世帯もある。,,
,,▲,人材派遣会社（社員）,求職者数の動き,・年末年始を控えて、求職者の動きが鈍くなってきている。,,
,,▲,新聞社［求人広告］（営業担当）,周辺企業の様子,・先行きも給与アップが望めず、不安感が払拭できない。年末の慌ただしさも年々薄れてきている。経費削減のため、忘年会、カレンダー作成、お歳暮、年賀状、年始回り等は縮小している。この時期に財布のひもが緩まないようでは、景気回復は実感できない。,,
,,×,－,－,－,,
,,,,,,,
　６．北陸（地域別調査機関：一般財団法人北陸経済研究所）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(北陸)",,◎,タクシー運転手,来客数の動き,・忘年会などで12月は忙しかった。平日でも人出があった。特に週末を中心に前年よりも人出があった。,,
,,◎,通信会社（役員）,販売量の動き,・新規加入の問い合わせ件数が増えている。また、新サービス開始の効果もあって、ここ３か月は契約件数が好調である。,,
,,○,一般小売店［精肉］（店長）,来客数の動き,・10月末、近隣に有名店がオープンした。この影響によって、今月は特に若い年齢層の集客が多かったように思われる。集客が本当に多い月であった。,,
,,○,一般小売店［書籍］（従業員）,来客数の動き,・少しずつではあるが、来客数が増え、売上も若干伸びている。,,
,,○,百貨店（売場主任）,来客数の動き,・クリスマスシーズンの３連休は好調に推移して、12月度売上高においてもギリギリ前年実績をキープする見込みである。中間層の購買は依然として慎重な姿勢に変わりはないが、円安株高により富裕層の購買意欲が旺盛とみられる。高額商品の動きは堅調に推移して、回復傾向にある。,,
,,○,乗用車販売店（役員）,販売量の動き,・小型車ではあるが新型車が発表されたので、順調に受注に結び付いている。懸念されるのは、同一メーカーで全ての販売店での発売であるため、競争の激化が見込まれる点である。,,
,,○,一般レストラン（店長）,それ以外,・年末年始の予約状況を見ると、例年より上向いているようである。,,
,,○,スナック（経営者）,来客数の動き,・常連客が高齢になり、来店回数は減っている。しかし、新規来客により、12月としては例年より若干良かった。駅前の居酒屋は忙しいと聞くが、利益は薄いということである。,,
,,○,通信会社（役員）,販売量の動き,・ビデオオンデマンドサービスや、スマホ向けの新たなテレビチャンネルの開設など多様なテレビサービスが出現している。これに刺激された形で専門チャンネルへの関心が高まっている。その効果などにより、テレビサービスの契約数が過去の実績を大きく上回り、伸びてきている。,,
,,○,住宅販売会社（従業員）,お客様の様子,・来客数が多少は増えており、成約数も多少は伸びてきている。,,
,,○,住宅販売会社（従業員）,販売量の動き,・期末が迫り、受注は前月比約40％弱の伸びを示した。問い合わせ量は平均で前年比増加となっており、それなりに見込み先が確保できている。,,
,,□,商店街（代表者）,お客様の様子,・例年どおりにセーターや小物など贈り物が出ている。大きな変化はない。,,
,,□,商店街（代表者）,それ以外,・前年が暖冬であったため、気温の低下と共に婦人物衣料、ブーツなどの履物の需要が出てきている。ただし、来客数、購入単価共に増加しているとまでは言えない状況である。,,
,,□,一般小売店［事務用品］（店員）,来客数の動き,・来客数には動きがみられず、回復傾向が感じられない。,,
,,□,一般小売店［鮮魚］（役員）,販売量の動き,・販売量の動きは上向きではないが、下向きでもない。,,
,,□,百貨店（営業担当）,お客様の様子,・ボーナスの支給月であり、贈答品が増えて例年であれば売上が見込める月だが、今年は買い控えやセール待ちの様子がうかがえた。高額商品の動きが特に悪い。,,
,,□,スーパー（総務担当）,来客数の動き,・今年のクリスマスシーズンは３連休であるため、来客数が増えて売上が大きく伸びると見込んでいる。しかし、競合店の出店の影響を受けている店舗があり、平日の来客数は減少するとみている。,,
,,□,スーパー（総務担当）,販売量の動き,・クリスマス、年末商戦が激化するなかで、一部の野菜などで価格が高騰したものの、販売量は前年並みで推移した。,,
,,□,スーパー（店舗管理）,来客数の動き,・12月に入り来客数が減少している。現状は販売点数増によって客単価が上がっている状況である。決して景気が上向いているとは考えられない。,,
,,□,コンビニ（経営者）,販売量の動き,・クリスマス商戦では多少の落ち込みがあったが、ほかの部門では変化はみられない。,,
,,□,衣料品専門店（経営者）,来客数の動き,・前月から今月の初めにかけて、オーダーシャツの30％オフのセールを20日間ほど行った。ＤＭを中心にして、それほどＰＲをしているわけではないが、通常の２倍も売れた。目新しさと安さが要因と考えられる。客は安くなるチャンスを待っているのだと実感した。,,
,,□,衣料品専門店（経営者）,来客数の動き,・土日が比較的、天候に恵まれたので、来客数は何とか維持することができた。,,
,,□,衣料品専門店（経営者）,お客様の様子,・衣料品の中でもファッション性の高い、中～高級品はなかなか伸びない。セール品も含めて、リーズナブルな価格帯の商品に客の目が向いている。,,
,,□,家電量販店（店長）,販売量の動き,・暖房機器の売行きが悪いが、エアコンは前年の販売数を超えてきている。,,
,,□,家電量販店（本部）,販売量の動き,・地域差は多少あるものの、総じてあまり変化がない。,,
,,□,乗用車販売店（経営者）,販売量の動き,・乗換えずに車検の予約をする客が多く、販売量がなかなか増えない。,,
,,□,乗用車販売店（従業員）,販売量の動き,・新車、中古車の販売は、なかなか受注が取れない状況が続いている。修理、車検などに関しては、計画以上の入庫がある。,,
,,□,自動車備品販売店（役員）,お客様の様子,・降雪による冬物商材の動きは例年並みである。しかし、客単価は前年と比較すると下がっており、できるだけ低価格の商品にしたいとの希望が多い。また、長期間使用しているケースが多く、交換を勧めても断られる。使えるだけ使いたいとの声を多く聞く。,,
,,□,その他専門店［酒］（経営者）,販売量の動き,・今月はお歳暮商戦となるが、前年同様に仕入れをかなり抑えた。これによって在庫ロスは少なくなったが、売上は去年より少し落ちている状態である。,,
,,□,その他小売［ショッピングセンター］,単価の動き,・衣料、住まいの品の店頭の動きが悪く、食料品を中心に前年比を維持している状態である。前年も季節衣料や防寒用品は動きが悪かった。ようやく初雪となって、季節衣料や寒さ対策用の寝具、暖房機器、ケア用品を中心に動きは良くなった。,,
,,□,その他小売［ショッピングセンター］（統括）,来客数の動き,・全館の売上としては、暖冬の影響や販促施策でセール企画が多く単価が下がったこともあり、前年比にはやや届いていない。来客数については、シネマが低調になってきたにもかかわらず前年比を超過している。,,
,,□,高級レストラン（スタッフ）,販売量の動き,・23日からの３連休はカレンダーの曜日並びがよかった。鉄板焼き部門では前年比170％の売上を上げた。料亭部門の忘年会単価は悪かったものの、何とか例年並みの数字を確保できた。,,
,,□,一般レストラン（統括）,来客数の動き,・県外客の、連休や週末の予約は前年並みに戻ってきたが、平日の地元客の外食消費は少し鈍っており、良くない状況となっている。12月前半は極端に悪い状況が続き、後半に戻ってきた。,,
,,□,観光型旅館（スタッフ）,来客数の動き,"・前年比で総売上91％、宿泊人数94％、宿泊単価100％である。個人客の宿泊人数は前年比109％となるが、15名以上の団体客減少が影響した。宿泊単価は1,000円プラスとなるため維持している。客室稼働率は前年の96％に及ばないが、92％と健闘した。",,
,,□,都市型ホテル（スタッフ）,販売量の動き,・クリスマスのレストラン来客数は前年並みである。クリスマスケーキ、おせち料理は完売となり、前年を上回る。その反面、宿泊については、休日が少ないためか前年より稼働率が低い。,,
,,□,都市型ホテル（役員）,販売量の動き,・宿泊、宴会、レストラン部門といずれも前年と同じ状況である。景気動向は変わらない。,,
,,□,旅行代理店（所長）,販売量の動き,・特に目立つ話題がなく、個人旅行、団体旅行共に状況は変わらない。,,
,,□,タクシー運転手,販売量の動き,・忘年会時期となり、金曜や土曜、祭日の前は忙しいものの、平日は静かである。12月は、県外からの観光客の仕事が入っている。,,
,,□,通信会社（店舗統括）,販売量の動き,・販売量は横ばい傾向である。,,
,,□,通信会社（営業担当）,来客数の動き,・来客数は現状と変わらない。販売量は若干減っているようにみられるが、誤差の範囲である。,,
,,□,テーマパーク（役員）,来客数の動き,・前年と比較すると、北陸新幹線開業効果が落ち着いてきた。団体客や個人客、海外からの客も前年割れとなっている。しかし、３か月前の前年比水準と比較すると、横ばいで推移している。,,
,,□,その他レジャー施設（総支配人）,来客数の動き,・12月に入っても暖かな日が続き、予定よりは少ないが新規入会客は獲得できている。しかし、競合施設の新規募集案内が始まり、客としては様子見の状態となりつつある。,,
,,□,住宅販売会社（従業員）,販売量の動き,・請負単価に変化はないが、販売棟数は減少している。,,
,,□,住宅販売会社（従業員）,お客様の様子,・問い合わせやイベント来場者共に、例年と数はあまり変わらない。当初は若干少ない状況だったが、年末間近になって問い合わせが増え､それに応じて物件案内も増えた。暖冬のおかげと考えるが、来月に向けて客の動きは良くなると見込んでいる｡,,
,,▲,商店街（代表者）,お客様の様子,・イベントを開催すると人出は多い。しかし、客の財布のひもは固く、売上には貢献しない。食料品は少し動くものの、衣料品の売上はパッとしない。今年は、クリスマスケーキの売上も芳しくないようである。,,
,,▲,乗用車販売店（経理担当）,販売量の動き,・12月の販売量は前年同月比でほぼ100％の見込みである。９月の販売量が前年同月比で111％であったので、３か月前との比較で下向きである。,,
,,▲,住関連専門店（役員）,販売量の動き,・買上点数が減少している。,,
,,▲,観光型旅館（経営者）,来客数の動き,・忘年会の１団体の予約人数が、年々と減っている。予約件数は前年と変わらないが、人数及び売上が減少している。,,
,,▲,美容室（経営者）,来客数の動き,・12月は繁忙期であるが、前年と比べて来客数が一段と落ちている。,,
,,×,－,－,－,,
"企業
動向
関連

(北陸)",,◎,－,－,－,,
,,○,一般機械器具製造業（総務担当）,受注量や販売量の動き,・国内市場では、11月に東京で行われた工作機械展示会の効果により受注が伸びている。また、北米市場でも、９月にシカゴで行われた展示会効果によって受注につながっている。,,
,,○,司法書士,取引先の様子,・新会社設立、事業目的の役員追加などの、商業登記の依頼が多かった。,,
,,□,食料品製造業（経営企画）,受注量や販売量の動き,・大小様々にプラスマイナスの要因はあるが、結局トータルでは前年同月並みで推移している。,,
,,□,繊維工業（経営者）,受注量や販売量の動き,・受注環境は厳しく、自動車関連以外の全てが前年を下回っている。,,
,,□,化学工業（総務担当）,受注量や販売量の動き,・受注量が前年より多い。,,
,,□,精密機械器具製造業（役員）,受注量や販売量の動き,・顧客企業の、特に中～高価格帯商品の在庫調整が、年末に向けて進んでいると聞いている。しかし、現在のところは、まだ仕入れのペースが元に戻ってないようである。,,
,,□,建設業（経営者）,受注量や販売量の動き,・この３か月間で、手持ち工事量は変わらない。特に暇でもなく、特に忙しくもない。,,
,,□,建設業（役員）,受注価格や販売価格の動き,・建築の工事発注量が多少、増加してきている。しかし、一部では依然として受注価格競争がし烈で、厳しい状況が続いている。,,
,,□,輸送業（配車担当）,取引先の様子,・米国の次期大統領による影響で株価が上昇し、景気は良くなるとみられる。しかし、燃料の軽油がじわじわと上昇傾向であるため、コスト増となり利益を圧迫する。,,
,,□,金融業（融資担当）,受注量や販売量の動き,・建設業者は工事の受注が少なく、設備投資の回復まで至っていない。,,
,,□,金融業（融資担当）,取引先の様子,・企業の売上が大きく伸びているとは言い難いが、一前年以前との比較では十分に売上、収益とも確保している。法人預金は増加しており、資金繰り環境は相当に良くなっている。一方で投資案件が少なく、先行き拡大の見通しはない。,,
,,▲,不動産業（経営者）,受注量や販売量の動き,・物件情報の問い合わせが少なくなっているという、業者の話を多く聞く。,,
,,×,－,－,－,,
"雇用
関連

(北陸)",,◎,－,－,－,,
,,○,職業安定所（職員）,求人数の動き,・直近の新規求人数は前年同月比で15.6％増、有効求人数も７か月連続で前年同月を上回っている。,,
,,○,職業安定所（職員）,求人数の動き,"・新規求人数は８月が3,851人、11月は4,059人と5.4％増加している。",,
,,○,学校［大学］（就職担当）,求人数の動き,・前年と比べて、求人に関して企業からの来訪者や学内企業合同説明会の問い合わせが多い。次年度に向けての企業の採用意欲の高さがうかがえる。,,
,,□,人材派遣会社（役員）,求職者数の動き,・大手企業のコールセンター業務において、多人数の需要が発生している。しかし、対応できる派遣労働者のマッチングが厳しい状況である。,,
,,□,人材派遣会社（社員）,雇用形態の様子,・新規登録者は増えているが、派遣先企業の要望と派遣スタッフの希望が一致しないケースが多々ある。,,
,,□,求人情報誌製作会社（編集者）,求人数の動き,・求人広告１回の発行で、30～40件ほど掲載が減っている。,,
,,□,新聞社［求人広告］（担当者）,求人数の動き,・求人広告件数は前年より若干減っているが、パート、アルバイトが減って、正社員に関してはそこまで下がってない。また、金額ベースでは増えており、より大きく広告を出して少しでも目立たせたい様子がうかがえる。単純な人数の補充から、正社員として長く働く社員を求める方向にあることから、景気回復の流れは変わらないとみられる。,,
,,□,職業安定所（職員）,周辺企業の様子,・一部の事業所は良くなっているとの声が聞かれる。ただし、仕事は増えて忙しいが利益がないという事業所の声が多いため、全体としては変わらない。,,
,,□,民間職業紹介機関（経営者）,求人数の動き,・受注件数は平年並みであるが、応募する人材が増えない。また、人材の高齢化がマッチングのネックとなりつつある。,,
,,▲,－,－,－,,
,,×,－,－,－,,
,,,,,,,
　７．近畿（地域別調査機関：りそな総合研究所株式会社）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(近畿)",,◎,百貨店（販売推進担当）,来客数の動き,・来客数は順調に伸びており、それも固定客が増えている。,,
,,◎,コンビニ（店員）,販売量の動き,・12月半ばから、大量購入する客が非常に多くなっている。また、おせち料理の予約のほか、中華まんや揚げ物などの温かい商品も売上好調である。,,
,,◎,家電量販店（店員）,来客数の動き,・年末の買換え需要と、初めてのエアコンキャンペーンの効果で、売上の伸びが少し良くなっている。,,
,,◎,高級レストラン（スタッフ）,単価の動き,・例年どおり、12月はランチ、ディナー共に、連日ほぼ満席の日が続いた。さらに、価格の高いコースを頼む客も多く、客単価も上がっている。,,
,,○,一般小売店［時計］（経営者）,来客数の動き,・前半はまずまずの客足であったが、中盤から減ってしまった。流れをみていると、何かの事件や自然災害が起きると客足が減少する。当店の客層はどちらかといえば平均年齢が高いため、他人を自分のことのように考えて、購買意欲どころか、外出する気持ちまでなくしているようにみえる。クリスマスやお正月に向けての買物もみられない。,,
,,○,一般小売店［花］（店長）,販売量の動き,・年末の影響と考えられるものの、販売数は多少増えている。,,
,,○,百貨店（売場主任）,来客数の動き,・当店の食料品の動きは、３～８月までの上期と９～12月までの下期を比べると、若干下期の方が良くなっている。特に下期はプロモーションが多く、その効果が出ている。,,
,,○,百貨店（企画担当）,お客様の様子,・前月から続く円安の影響もあり、インバウンド売上は前年比で9.7％増となっている。一般品は依然として前年割れであるが、消耗品の伸びによって増収となっている。また、富裕層である外商顧客の売上も、前月までと比較すると好転しつつある。長らく売上の下降傾向が続くボリューム層も、クリスマスから年末にかけて好転し、売上の底上げにつながっている。,,
,,○,百貨店（営業担当）,販売量の動き,・衣料品が気温の低下に合わせて売れてきている。,,
,,○,百貨店（営業担当）,販売量の動き,・高級ブランドの婦人服や宝飾品は、１月のクリアランス先取り企画で、売行きが非常に良い。また、宝飾品は超高額品ではなく、２～３百万円程度の高額品の売行きが良い。その一方、美術品の売行きは良くない。,,
,,○,百貨店（服飾品担当）,販売量の動き,・12月に入り、気温の低下でようやく防寒アイテムに動きがみられ、マフラーやブーツといった商材が売れる状況になってきている。また、クリスマスの日巡りの関係で、23～25日が休日となったため、クリスマスギフト商戦にはプラスに作用し、アクセサリーや手袋、バッグなどといった商材も、ギフト用の動きが活発化した。さらに、入店数が増えた影響で、化粧品アイテムも好調を維持し、前年比で約２けたの伸びとなっている。,,
,,○,百貨店（営業企画）,販売量の動き,・売上は前年比の増減率が回復している。ただし、客単価の低下は継続しており、本格的な回復とはいえない。,,
,,○,百貨店（サービス担当）,お客様の様子,・今月は寒気が早く到来した関係で、婦人服を中心に好調に推移している。また、クリスマス商材の特選洋品やアクセサリー、クリスマスケーキも好調に推移した。さらに、食料品全体が好調で、店全体としても前年の実績が確保できそうである。,,
,,○,百貨店（外商担当）,販売量の動き,・今月に改装オープンした、宝飾、時計売場が好調に推移している。高額の時計の受注も増えており、売上を押し上げている。ただし、主力の婦人服は気温の低下で持ち直してきたものの、本格的な景気の回復はみられない。,,
,,○,百貨店（マネージャー）,販売量の動き,・12月は前年の業績を確保できる見通し。前年に冬物の重衣料が不振となった反動増と、株価上昇による富裕層の消費増、円安によるインバウンドの需要下げ止まりの３つが大きな要因である。,,
,,○,スーパー（社員）,お客様の様子,・客１人当たりの買上数量の増加により、前年から今年前半にかけて客単価の上昇が続いた。現在は客単価に大きな変化はみられないもの、売出し商品を中心に、客の買物意欲は高いと感じる場面が多い。現在の主なイベントである、クリスマスや年末商材の動きは、前年よりも活発である。,,
,,○,コンビニ（経営者）,単価の動き,・プラスワンの購入で、おでんやフライドチキンなどのファストフード商品がよく動き、購入点数が２点から３点に増えている。,,
,,○,コンビニ（店長）,販売量の動き,・今年のクリスマスは土日なので、客は減ると思っていたが、家族や友人で集まりやすかったようで、まとめ買いが多かった。また、客の来店数が増えたことが、好結果につながっている。,,
,,○,コンビニ（店員）,来客数の動き,・冬休みに入って家族連れや旅行客の来店が増えている。,,
,,○,家電量販店（企画担当）,単価の動き,・住宅ストック循環支援事業やフラット35により、住宅設備関連、いわゆるリフォームへの関心が高くなっており、見積依頼が増えている。それに伴い、電気温水器のエコキュートへの買換えや省エネタイプの白物家電の動きが活発になっている。,,
,,○,乗用車販売店（営業企画）,来客数の動き,・11月は悪かったが、12月は来客数が多い。,,
,,○,その他専門店［宝石］（経営者）,お客様の様子,・前月から株価が上がってきた。それに伴って客の購買意欲が高まっているが、いつまで続くかは分からない。,,
,,○,一般レストラン（経営者）,来客数の動き,・家族客の来店数が増えている。,,
,,○,一般レストラン（企画）,来客数の動き,・11月から来客数の前年比が回復傾向にあり、12月も引き続きその傾向がみられる。また、同時に客単価も上昇傾向となっている。,,
,,○,観光型ホテル（経営者）,来客数の動き,・12月は来客数、稼働率共に、前年の水準には届かなかったものの、前年に近い数字になっている。,,
