,,□,コンビニ（店長）,来客数の動き,・11月は雨も少なく比較的暖かい日が続き、来客数は前年をやや上回っている。,,
,,□,衣料品専門店（販売企画担当）,販売量の動き,・前月に続き良い状況にあるが、商品の入荷が間に合わず、販売量が伸びない。,,
,,□,家電量販店（店員）,販売量の動き,・全体的に客単価は上がっているが、販売数量が低下しており、例年並みの売上である。,,
,,□,家電量販店（店員）,来客数の動き,・来客数が、９月以降は前年同月を下回っており、この状況が改善しないと良い方向にはならない。客単価は前年同月を何とか上回り売上を維持しているが、厳しい状況に変わりはない。,,
,,□,乗用車販売店（経営者）,お客様の様子,・客には、特に変わった様子は見受けられない。,,
,,□,乗用車販売店（経営者）,お客様の様子,・客先の中小、零細企業は相変わらず低迷している。,,
,,□,乗用車販売店（従業員）,販売量の動き,・今月も商品の動きは良く、販売量は全体的に良い。,,
,,□,乗用車販売店（従業員）,販売量の動き,・新型車種の受注が好調な一方で、他の車種には想定値に達していないものが多い。全体としては、良くも悪くもない。,,
,,□,乗用車販売店（従業員）,販売量の動き,・営業スタッフと客の双方が新型車種に強い関心を持ち、受注状況にも表れている。しかし、12月以後の出荷であり、今月の販売実績は大きく伸び悩んでいる。他の車両の推奨販売が弱く、全体的に店舗内のムードが高まらない。,,
,,□,乗用車販売店（総務担当）,販売量の動き,・新車販売の現場では、前年の消費税増税後の低迷からの回復が遅れている。,,
,,□,その他専門店［書籍］（店員）,来客数の動き,・暖かい日が多くイベントも好調であったため来客数が多く、今月も売上は前年同月を２％上回っている。クリスマス関連商品の動きも良く、プレゼント等の問い合わせも多く、売上につながっている。,,
,,□,その他専門店［雑貨］（店員）,お客様の様子,・必要な商品を慎重に比較検討する客の姿勢には変化がない。インターネットでの比較検討も増えている。,,
,,□,その他小売［ショッピングセンター］（経理担当）,販売量の動き,・売上高は前年比1.4％マイナス、来客数は前年比11.0％マイナスで、減少傾向が続いている。,,
,,□,高級レストラン（役員）,単価の動き,・原材料費の値上がりに伴い販売価格を改定したが、予約客の反応はシビアで、財布のひもは固い。,,
,,□,その他飲食［仕出し］（経営者）,販売量の動き,・販売量は変わらないが、夏場の不安定なムードから比べると、若干は良くなっている。,,
,,□,観光型ホテル（経営者）,来客数の動き,・来客数は前年同期比約10％減少で、３か月前と変わらない状況が続いている。,,
,,□,都市型ホテル（支配人）,来客数の動き,・宿泊部門の来客数は前年同月比で変わらないが、客単価の上昇は難しい。宴会部門は、厳しい状況が続いている。,,
,,□,旅行代理店（経営者）,販売量の動き,・前年同月と比較して売上が伸びていない。,,
,,□,旅行代理店（経営者）,お客様の様子,・年末年始の予約客には、行き先を海外から国内に変更する客が多い。春以降の予約でも、ハネムーン客には行き先を慎重に選ぶ動きがあり、海外向け商品が回復するまでには、時間がかかりそうである。,,
,,□,タクシー運転手,来客数の動き,・繁華街の人出は少ない。週末には人出の増えることもあるが、結局週明けには元に戻ってしまう。,,
,,□,通信会社（サービス担当）,お客様の様子,・スマートフォンの普及で光回線に切替える家庭が増え、Ｗｉ－Ｆｉの申込が増加しているが、固定電話の解約も増えている。,,
,,□,通信会社（営業担当）,お客様の様子,・問い合わせ件数は、夏ごろから減り続けており、特に今月もその状況に変化はない。,,
,,□,ゴルフ場（企画担当）,来客数の動き,・ゴルフシーズンで暖かい日が続いたが、各ゴルフ場の入場者が予算比、前年比共に伸び悩んでいる。雨の日や雨の予報が多かった等の要因が微妙に影響しているかもしれないが、前月に良かった反動とも考えられる。,,
,,□,その他レジャー施設［劇場］（職員）,販売量の動き,・年末恒例の第九コンサート等のチケット販売は良いが、他の催事が振るわない。,,
,,□,その他レジャー［スポーツレジャー紙］（広告担当）,販売量の動き,・足元の販売量は、それほど悪くはない。,,
,,□,美顔美容室（経営者）,販売量の動き,・ホームケアキャンペーンの期間は８～12月だが、９～11月の売上は、８月と12月に比べると減少するため、11月は前月と変わらない。,,
,,□,美容室（経営者）,お客様の様子,・当地域は、全国と比べても景気が良くない状況が続いている。,,
,,□,その他サービス［介護サービス］（職員）,販売量の動き,・月末に急に寒くなってきたが、今月の販売量には影響はない。,,
,,□,住宅販売会社（従業員）,お客様の様子,・太陽光発電への投資も、新規物件は減少し、リフォーム関連需要も一巡の感がある。,,
,,□,その他住宅［不動産賃貸及び売買］（経営者）,お客様の様子,・住宅の検討に際しては、価格帯を指定して相談をする客がほとんどである。,,
,,▲,一般小売店［薬局］（経営者）,来客数の動き,・地方の景気は下降傾向で、10～11月は日を追って悪くなっている。天候不順もあったが、客は必要な物しか買わないためか、来客数が減っている。土日、祭日は特に不調である。調剤部門は、高水準のまま横ばい状態が続き忙しい。,,
,,▲,百貨店（経理担当）,お客様の様子,・インバウンドと富裕層を除く客層では、３か月前にはみられた購買意欲が感じられなくなっている。,,
,,▲,百貨店（経理担当）,販売量の動き,・11月は気温が高く、衣料品の動きがやや悪い。それに連動して食料品等、全体的に不調となっている。,,
,,▲,スーパー（総務担当）,販売量の動き,・気温が高く、鍋物商材の生鮮食品や加工食品の売行きが良くない。,,
,,▲,スーパー（商品開発担当）,来客数の動き,・全体での来客数は前年同月比で100％を割り続けている。11月は、悪かった10月よりも更に２％下がっている。食品は、来客数が前年同月を下回っているもののそれほど悪くはないが、衣料は厳しい状況となっている。,,
,,▲,スーパー（販売担当）,販売量の動き,・来客数が減っている。,,
,,▲,スーパー（販売担当）,それ以外,・11月末は、来客数、客単価、購入点数のいずれもが前年同期を下回っている。特に購入点数の数字が悪く、年末年始の支出増加に向けた買い控えの始まりを懸念している。,,
,,▲,スーパー（営業企画）,お客様の様子,・これまで前年同期を上回っていた１品単価、購入点数の伸びが止まっている。好況感が消費の後押しをしていたが、実質的な可処分所得は増えていない現状を、冷静に認識する消費者が増えてきている。,,
,,▲,コンビニ（エリア担当）,単価の動き,・来客数は比較的順調に伸びているが、購入点数がやや悪くなっており、客単価が改善しない。,,
,,▲,衣料品専門店［紳士服洋品］（売場担当）,それ以外,・厚手のコート等の冬物衣料が売れる時期であるが、暖かい日が続き不調であった。気候の要因が大きい。,,
,,▲,乗用車販売店（従業員）,来客数の動き,・週末であっても新車を見に来る新規客が１人もない日も多く、既存オーナー以外への販売が大変厳しい状況である。,,
,,▲,乗用車販売店（従業員）,販売量の動き,・例年厳しい時期ではあるが、足元の販売台数は目標値よりも２割以上下回っており、かなり厳しい状況である。特に個人客の販売が落ち込んでいる。,,
,,▲,一般レストラン（従業員）,お客様の様子,・居酒屋は、雨天や寒い日、ゴールデンタイムに大型スポーツイベントの中継がある日は、ほとんど客が来ない。,,
,,▲,観光型ホテル（販売担当）,来客数の動き,・インバウンドを始め団体客が多く個人客が少ないため、団体宿泊客数の落ち込みと共に、食堂部門の売上も減少している。前月以上の落ち込みで、対策が重要課題となっている。,,
,,▲,都市型ホテル（経営者）,単価の動き,・予約客のリードタイムが大変短くなっており、販売量の予測が難しくなっている。,,
,,▲,旅行代理店（経営者）,お客様の様子,・年明けの旅行商品の販売が、例年を下回っている。,,
,,▲,旅行代理店（経営者）,それ以外,・節約志向が強まっている。昼食時に行列となる弁当屋やコンビニの単価は、横ばいから徐々に低下している。コンビニでは、カップ麺の湯を提供する場所は大にぎわいである。居酒屋の客単価も上がっていない。,,
,,▲,旅行代理店（従業員）,お客様の様子,・パリのテロ事件以来、海外旅行の申込が激減している。近隣国を始め、ロシア、トルコ、アジア圏等への渡航者も激減である。国内旅行は、都市部を中心に宿泊施設は満室日が続く等、インバウンドの増加で順調に推移している。,,
,,▲,旅行代理店（従業員）,来客数の動き,・パリのテロ事件後、欧州方面の予約客のキャンセルが相次いでいる。また、新規の予約客が入らない状況である。,,
,,▲,タクシー運転手,お客様の様子,・今月は下旬まで暖かい日が続き、昼間も夜も暇な日が多かった。25日過ぎから、夜の繁華街では早めの忘年会のためかグループやホテル等での集まりもみられ、客も増えて良くなりつつある。,,
,,▲,テーマパーク（職員）,来客数の動き,・平日の入込が減少している。消費者は必要ではない支出を控えている。,,
,,▲,パチンコ店（経営者）,販売量の動き,・来客数の動きがやや悪くなっている。,,
,,▲,理美容室（経営者）,来客数の動き,・客が来店する間隔が長くなっている。,,
,,▲,美容室（経営者）,来客数の動き,・前月は気候が良く客足が伸びて忙しかった。来月も忙しくなるが、その間にある今月は、客足が悪くなっている。,,
,,▲,美容室（経営者）,単価の動き,・今月は客にはあまり行事がなかったようで、客足は悪い。必要最低限の事にしか金を使わない様子がうかがえる。,,
,,▲,その他サービス［介護サービス］（職員）,来客数の動き,・要支援者がデイサービスの対象外となったため、利用者数は減少しており、運営そのものが厳しくなってきている。,,
,,▲,住宅販売会社（経営者）,来客数の動き,・広告を出しても、客が集まらない状況である。,,
,,×,商店街（代表者）,販売量の動き,・来客数が減少しているので、販売量や売上高の確保につながらない状況である。,,
,,×,一般小売店［結納品］（経営者）,販売量の動き,・プレミアム付商品券で一時期需要が増えた反動で、非常に悪い。,,
,,×,衣料品専門店（経営者）,来客数の動き,・気温が高過ぎて冬物を見に来る客が少ない。以前購入した洋服をまだ着ていないという客が多く、商品を勧めにくい。購入を決めている品物以外の説明には耳を貸さない客が多く、客単価が低くなっている。,,
,,×,乗用車販売店（経営者）,販売量の動き,・ここ数か月は非常に厳しい状況である。需要喚起となりそうな要因も特に見当たらない。,,
,,×,理容室（経営者）,お客様の様子,・相変わらず、客からは景気の良い話は聞かない。余分な金は使わない。,,
,,×,その他住宅［住宅管理］（経営者）,お客様の様子,・公共工事の発注量は伸びず、民間工事では、消費者の節約志向が強く影響している。建築市場の活性化には、まだ時間がかかる。,,
"企業
動向
関連

(東海)",,◎,－,－,－,,
,,○,食料品製造業（経営企画担当）,受注量や販売量の動き,・受注量はそれほど伸びてはいないが、高付加価値商品の受注が売上を底上げしている。ハロウィーンのイベントも年々盛り上がり、多少は売上に寄与しているようである。,,
,,○,パルプ・紙・紙加工品製造業（総務担当）,受注量や販売量の動き,・３か月前に比べれば全般的に荷動きも活発になり、受注量、販売量共に５～８％アップしている。,,
,,○,窯業・土石製品製造業（社員）,受注価格や販売価格の動き,・見積、生産共に非常に短期での要求が多くなっている。対応可能であれば、価格が多少は高くても構わない場合もあり、受注価格が上昇している。,,
,,○,金属製品製造業（経営者）,受注量や販売量の動き,・受注量が増加している。,,
,,○,電気機械器具製造業（経営者）,取引先の様子,・取引先が年末に向けて設備投資を始めたため、売上が増加している。,,
,,○,輸送用機械器具製造業（品質管理担当）,取引先の様子,・設備投資が増え始めている。,,
,,○,輸送業（経営者）,受注量や販売量の動き,・国内物流は、荷量の安定と軽油価格の安値で、利益を確保しやすくなっている。国際物流でも、中国以外の東アジアとの取引が増加しており、利益が拡大している。,,
,,○,輸送業（エリア担当）,受注量や販売量の動き,・３か月前は１日に取扱う荷物量が少なかったが、今月は、８月ごろに比べ１日当たり100トンほど荷物量が増えている。,,
,,○,金融業（従業員）,取引先の様子,・自動車産業では、特に下請や孫請け企業等の話から、生産量や先の見通しが安定しており、例年に比べると若干景気が良いとの声を聞く。,,
,,○,金融業（法人営業担当）,取引先の様子,・取引先の中小製造業では、燃料価格と原材料コストの低下を主な要因として、利益が改善傾向にある。,,
,,○,企業広告制作業（経営者）,それ以外,・パリでテロ事件が起きたが、日本の国民は、テロはメディアの中の現象で、あたかも別世界にいるような気になっている。したがって景気に大きな影響を及ぼす社会的不安は存在しない。隣国との関係も、修復の兆しが見えている。,,
,,○,行政書士,受注量や販売量の動き,・貨物の荷動きが増えている。,,
,,○,経営コンサルタント,取引先の様子,・富裕層向け物件の売行きがとても良い。市街地中心部での住宅地の取引は、若干高い水準となっている。,,
,,□,化学工業（人事担当）,受注量や販売量の動き,・自宅近くのショッピングモールでは、来客数が増えているようには感じられない。消費者の多くはセール品等を目当てにしており、財布のひもは緩んでいない。,,
,,□,化学工業（総務秘書）,それ以外,・我が国の景気にすぐに影響するとは思えないが、パリでテロ事件であった。テロが多発すると景気にどう影響するのかは、まだ見通しが立たない。,,
,,□,金属製品製造業（従業員）,取引先の様子,・大型プロジェクトは一段落しつつあるが、しばらくは忙しい状況である。,,
,,□,一般機械器具製造業（営業担当）,受注量や販売量の動き,・例年、10月～１月はスマートフォン向け設備投資が低調となるが、今年は予想ほどは低くない水準を維持している。,,
,,□,電気機械器具製造業（企画担当）,受注量や販売量の動き,・商材や地域によって、好不調があり、全体としては横ばいといった感じである。政府の経済対策のスピードは十分ではないが、規制緩和等で期待が持てそうな分野も出てきている。,,
,,□,電気機械器具製造業（営業担当）,受注価格や販売価格の動き,・販売価格の動きには、良くも悪くもあまり変化がない。,,
,,□,建設業（営業担当）,受注量や販売量の動き,・今月は特に受注の動きに変化はない。,,
,,□,輸送業（従業員）,受注量や販売量の動き,・荷動きは依然として低調で前年同月実績を下回っており、景気の回復はみられない。物流業界は、収入が伸びない中でも軽油価格の下落で、何とか利益を確保している状態である。,,
,,□,輸送業（エリア担当）,受注量や販売量の動き,・発着荷物量は、前年同期比では伸び続けているが、伸び率は下がってきている。,,
,,□,輸送業（エリア担当）,受注量や販売量の動き,・輸出、輸入貨物共に大きな変化はない。,,
,,□,通信会社（法人営業担当）,それ以外,・設備投資が減り続けている。中国経済の減速や個人消費が伸び悩んでいる。,,
,,□,金融業（企画担当）,取引先の様子,・車の購入に預金を下ろす個人客がやや多い。資産を持つ個人客は、引き続き株高等による資産効果で、相応に余裕があると感じられる。,,
,,□,不動産業（経営者）,受注量や販売量の動き,・問い合わせ件数等の変化がほとんどない。,,
,,□,広告代理店（制作担当）,取引先の様子,・同業他社との競合が増える一方で客の広告予算は年々厳しくなっており、簡単には受注できない。,,
,,□,公認会計士,それ以外,・中小企業の業績は厳しく、状況は改善する方向にはない。,,
,,□,会計事務所（職員）,取引先の様子,・観光客が少ないため、地元ではインバウンドによる爆買い等の恩恵はない。製造業が多い当地域では、事業所の売上、利益共に大きな変化はない。,,
,,□,会計事務所（社会保険労務士）,取引先の様子,・多くの客では引き続き、売上、利益共に好転している。この傾向はしばらく続いており、変化がない。,,
,,□,その他サービス業［ソフト開発］（社員）,取引先の様子,・公共事業案件に参入する企業が若干増えている。一般企業からの需要が少ない場合に参入が増えるのが通例であるが、一般企業の投資が減ったという情報はない。,,
,,□,その他非製造業［ソフト開発］（経営者）,取引先の様子,・業界全体では停滞しているが、自社業況はまずまずの状態が続いている。特許を取得でき、来期への弾みとなる。,,
,,▲,食料品製造業（営業担当）,受注量や販売量の動き,・取引先では、受注、販売が思わしくなく、給料の見直しが行われ、年末の一時金にも大きな影響があるとの話である。,,
,,▲,出版・印刷・同関連産業（代表）,受注量や販売量の動き,・取引先のほとんどが一般消費者を対象とする事業者のため、先行きの不安で消費者の買い控え傾向が強まると、出稿量も減少する。,,
,,▲,鉄鋼業（経営者）,受注量や販売量の動き,・例年は最も売上が増加する時期にもかかわらず、受注量・販売量共に、前年同期に比べて５％ほど減少している。,,
,,▲,輸送用機械器具製造業（総務経理担当）,それ以外,・10月終わりごろからスクラップの値段が急降下し、前年の最高値から比べ半分にまで落ちている。,,
,,▲,輸送業（エリア担当）,受注量や販売量の動き,・貨物の荷動きが前年同月比2.4％のマイナスと、悪くなっている。,,
,,×,建設業（経営者）,受注量や販売量の動き,・くい工事問題の影響で、モデルルームへの来場者が激減している。販売量も激減しており、業界全体が落ち込んでいる。,,
"雇用
関連

(東海)",,◎,－,－,－,,
,,○,人材派遣会社（社員）,求人数の動き,・ターミナル駅周辺では新ビルの開業ラッシュとなっている。,,
,,○,人材派遣会社（社員）,求職者数の動き,・求職者数が減少している。,,
,,○,人材派遣会社（社員）,求人数の動き,・イベント開催があり好調であった。今月後半からは早くも忘年会でのスタッフ利用もあり、更に良くなっている。,,
,,○,アウトソーシング企業（エリア担当）,採用者数の動き,・大手自動車メーカーの新型車種販売と今後年度末に向けての対応により、採用者数が増加している。,,
,,○,職業安定所（職員）,求人数の動き,・パートを含む新規求人数は、３か月前より減少しているものの、有効求人数は増加している。有効求人倍率も改善しており、景気は弱いながらも回復傾向である。,,
,,○,職業安定所（職員）,求人数の動き,・新規求人数並びに正社員求人数が増加している。,,
,,○,民間職業紹介機関（営業担当）,採用者数の動き,・採用方針が決まらずにストップしている案件も多いが、中小企業での決定が目立つようになっている。人材市場に合わせて採用方針を柔軟に変える企業は、採用決定につながっている。,,
,,□,人材派遣会社（営業担当）,求人数の動き,・年末年始に向けて、派遣スタッフの求人は減少が続いている。,,
,,□,人材派遣会社（営業担当）,求人数の動き,・大手自動車関連企業からの求人が、引き続き活況である。,,
,,□,人材派遣会社（営業担当）,周辺企業の様子,・技術者派遣スタッフの稼働率は、２か月前に比べて若干低下しているが、企業からの引き合い件数は堅調である。稼働率低下の幅も小さく誤差の可能性もあるため、景気による影響は、ほぼないものと考える。,,
,,□,人材派遣会社（支店長）,求人数の動き,・求人数を年間の動きでみると、８月をピークに９～10月は下落傾向が出ていたが、11月は下げ止まりとなっている。,,
,,□,新聞社［求人広告］（営業担当）,周辺企業の様子,・業況が悪い状態で動きが落ち着いている。そこから良くなる要素がない。,,
,,□,職業安定所（所長）,求職者数の動き,・新規求職者数は、前年同月比で4.4％の増加、新規求人数も4.9％の微増で、景気の動向は安定している。,,
,,□,職業安定所（職員）,雇用形態の様子,・全国的に正社員の割合が高まっているとの報道があるが、雇用形態は産業によって異なる。また、短期的な変動を続いているため、特定の産業で正社員の割合が高くなっていると、一概にはいえないと感じる。,,
,,□,職業安定所（職員）,求人数の動き,・新規求人数は前年比で横ばいが続き、新規求職者は減少を続けているため、有効求人倍率は上昇している。,,
,,□,職業安定所（職員）,求人数の動き,・医療・介護分野の人手不足は慢性化している。小売業界では、スーパーのパートを中心に求人が増加している。引き続き全産業で、求人募集時の採用意欲はみられるが、正社員の求人数の伸びは鈍く、前年同月と変わらない。今月は、特に臨時募集の求人が増加している。基幹産業である自動車製造業での募集の動きは引き続き鈍く、再来年度からの消費税再増税の影響も楽観視できない状況である。,,
,,□,民間職業紹介機関（支社長）,求人数の動き,・新規の求人数は変わらない。,,
,,□,民間職業紹介機関（営業担当）,周辺企業の様子,・前月に引き続き、県内中小企業の求人動向には停滞感がある。今後の景気動向を様子見しているように見受けられる。,,
,,□,その他雇用［広告代理店］（求人広告担当）,周辺企業の様子,・ここ半年は周囲の状況にもあまり変化はなく、景気が悪くなるような要因もない。,,
,,▲,新聞社［求人広告］（営業担当）,求人数の動き,・求人件数は減少傾向にある。,,
,,×,－,－,－,,
,,,,,,,
　６．北陸（地域別調査機関：一般財団法人北陸経済研究所）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(北陸)",,◎,通信会社（役員）,販売量の動き,・通信サービスの申込数が今年度最高の数字を記録し、好調を維持している。放送サービスについても好調に推移している。,,
,,○,商店街（代表者）,販売量の動き,・７～８月にアウトレットモール、大型ショッピングセンター、会員制大型量販店がオープンした影響などがあり、当商店街は少し来場者が減少していたが、10月以降ぐらいから徐々に来場者数が例年並みに戻ってきた。他に観光客も増加しているようである。,,
,,○,一般小売店［鮮魚］（従業員）,販売量の動き,・依然として好調を維持している。売上は前年比120％となっている。,,
,,○,コンビニ（経営者）,来客数の動き,・客単価は微減だが、来客数については客単価の下落を補うような伸びで、トータルの前年同月比は若干プラスに推移している。,,
,,○,乗用車販売店（役員）,販売量の動き,・新規取扱車やマイナーチェンジ車など、商品力が強化されたので販売、整備ともに計画通りに推移している。,,
,,○,住関連専門店（店員）,販売量の動き,・年末需要もあり、数か月前から比較すると販売量、単価共に前年を上回っている。,,
,,○,高級レストラン（スタッフ）,販売量の動き,・３月の北陸新幹線開業後の業績は昼営業も夜営業も好調だが、この秋の観光シーズンが最も業績を伸ばした。昼、夜共に前年比130％を超える集客である。,,
,,○,一般レストラン（店長）,お客様の様子,・11月は旅館の入込数がかなり増えたので、散策の観光客が増えた。増加率の割に売上はそれほどでもない。,,
,,○,都市型ホテル（役員）,販売量の動き,・宿泊部門は北陸新幹線開業以降、ビジネス客や観光客の増加及びインバウンド客の増加により堅調に推移している。レストラン部門の個人、法人利用に関しては、まだ足踏み状態にある。宴会部門も同様の傾向にある。,,
,,○,旅行代理店（従業員）,お客様の様子,・販売量、取扱量が前年比でやや良くなっている。,,
,,○,通信会社（役員）,販売量の動き,・新たに光通信サービスを提供している地域では、前年に比べ新規申込が大幅に増加している。同時に解約が減少する効果もあり、全体では純増件数の増加につながっている。,,
,,□,一般小売店［事務用品］（店員）,販売量の動き,・マイナンバー関連商品の売上を見込んでいたが、あまり伸びていない。,,
,,□,一般小売店［書籍］（従業員）,来客数の動き,・年末商材が出そろい、売場は商品であふれているが、なかなか来客数が増えない。,,
,,□,スーパー（店長）,単価の動き,・現状、客単価には落ち込みはないが、買上点数の伸張が良くない。原因は、天候不順による生鮮食品の相場高の影響と考えられる。,,
,,□,スーパー（総務担当）,来客数の動き,・来客数が前年を下回る状態が続いている。しかし客単価が伸びているため、売上高は前年並みで推移している。客単価の伸びは、１品当たりの平均単価が前年を上回っているためである。,,
,,□,スーパー（総務担当）,販売量の動き,・食品の値上げが継続してあったものの、競争激化により一部商品は逆に値下げが起きている。この状況下で１品単価、販売量及び１人当たり買上点数は、横ばい状況が続いている。,,
,,□,コンビニ（経営者）,販売量の動き,・売上の前年同月比は、100％に届きそうで届かない、もどかしい状況が続いている。低いレベルでの安定状態であると思っている。,,
,,□,コンビニ（店長）,販売量の動き,・前年比でほぼ100％と、前年と同様の売上だった。原価率の改善で、売上総利益は前年より多少上がった結果となったが、景気が良いかというと、どちらともいえないと感じる売上だった。ただ、現在懸念しているのが人手不足による時給の高騰と求人費の増加である。,,
,,□,衣料品専門店（経営者）,販売量の動き,・11月に入り、コートが順調に動いてきたことから、なんとか前年並みを確保できた。,,
,,□,家電量販店（店長）,販売量の動き,・販売数量が落ちているが、商品単価は上がっているので売上は横ばいである。身の回りの景気が良いと思われる人が高付加価値商品を買っている。,,
,,□,乗用車販売店（経営者）,販売量の動き,・新車の販売量が前年比85％と依然低調である。メーカーから割り当ての台数を下げてきたが、県内ではそれにも届かない状況が続いている。,,
,,□,自動車備品販売店（従業員）,お客様の様子,・例年と比べて冬季用品、冬タイヤ交換の動きが遅い。使用期間が過ぎているが交換をちゅうちょしている客や、できるだけ安価で済ませたいとの声が多い。,,
,,□,その他専門店［酒］（経営者）,販売量の動き,・前月も同様だが、11月も少しさみしい月である。月後半、この１週間くらいから、お歳暮時期が近づくにつれ、高額の酒が売れたりしているが、前半の悪かった数字を補うほどではない。,,
,,□,その他小売［ショッピングセンター］（統括）,販売量の動き,・飲食、食品関連の動向は例年と変わらない一方で、衣料品の販売が苦戦している。,,
,,□,一般レストラン（統括）,来客数の動き,・原料価格、人件費は下がる要因が見当たらない状況である。光熱費、特にガスは下がっており、このコストダウンで少し利益が改善している。来客数の動向に大きな動きは感じられない。,,
,,□,観光型旅館（経営者）,来客数の動き,・北陸デスティネーションキャンペーンやふるさと旅行券など、外部要因によって来客数が増加した。,,
,,□,観光型旅館（スタッフ）,来客数の動き,・前年比総売上122％、宿泊人数115％、宿泊単価107％、14名以下の個人と15名以上の団体の前年比は個人が117％、団体が112％と個人客の増加が目立つ。団体予約早期受注もあり、客室在庫不足を予約調整で乗り切った。,,
,,□,都市型ホテル（スタッフ）,販売量の動き,・北陸新幹線開業以来、開業前と比べて引き続き宿泊が順調であり、大型の大会が行われたため宴会も順調に推移している。宿泊客増加で和食レストランは順調だが、地元客が中心のフレンチや中華レストランは前年並みで推移している。,,
,,□,旅行代理店（所長）,販売量の動き,・受注状況が前年と変わっていない。,,
,,□,タクシー運転手,来客数の動き,・休日が多く、紅葉を楽しむ観光客が多くなっている。夜の飲食街も人出が多く、タクシー利用が多くなっている。,,
,,□,タクシー運転手,販売量の動き,・まだ県外からの観光客に来てもらっている。前半に大きな行事が一つあったことから、売上はまあまあであった。,,
,,□,通信会社（営業担当）,来客数の動き,・新商品が出そろってきたが、直接の販売にはなかなかつながらず来客数だけ多くなっているため、ボーナス商戦に向けた買い控えと思われる。,,
,,□,通信会社（店舗統括）,来客数の動き,・客の能動的な、この商品が欲しい、というような来店は減少している気がするが、価格が安いとなるとそこそこの来店につながっている。,,
,,□,競輪場（職員）,来客数の動き,・イベント効果により突発的に来客数が増加した日もあったが、月あたりの平均来場者数はほぼ同じである。,,
,,□,その他レジャー施設（職員）,来客数の動き,・暖かい天候にも助けられ、会員数を減らさずに済んだ１か月だった。ガソリン代などの燃料費が上がってこないので本当に助かっている。,,
,,□,美容室（経営者）,来客数の動き,・ここ２～３か月、来客数の前年割れが続いている。,,
,,□,住宅販売会社（従業員）,お客様の様子,・住宅展示会の来場者数にあまり変化が見られない。,,
,,▲,商店街（代表者）,販売量の動き,・例年に比べ、防寒衣料の出足が悪い。デザイン的に、新鮮味が少ないのかもしれない。,,
,,▲,商店街（代表者）,来客数の動き,・10月末までのプレミアム付商品券の影響か、11月に入ってから売上が減っている。街中の人出も減っている。景気刺激策のはずが、平均するとやはり消費は上がらないようだ。,,
,,▲,一般小売店［精肉］（店長）,単価の動き,・客単価が下がっているように思われる。常連客が値段の高いものを購入せず、安いものを一つ購入するようになってきている。,,
,,▲,百貨店（売場主任）,お客様の様子,・例年11月はコートが売上高をけん引するアイテムであるが、本年は月全体を通して気温が高めに推移しており、コートが全く売れない状況で日々推移している。また、今月は当地でマラソンが開催となり、当日は長時間にわたって市内中心部から郊外にかけて車両通行止めなどの交通規制が敷かれたため、集客に影響して来客数が大幅減となった。売上高も平日並み以下となり大きく低迷した。この２つの要因により、11月は前年割れで推移している。,,
,,▲,百貨店（営業担当）,単価の動き,・お歳暮時期だが、単価が例年と比べて下がっており、件数も下がっている。これまでの年では、単価が下がっていても件数は変わらないとか、その逆はあったが、両方悪い年はあまりなかった。そういったことで悪くなっていると判断した。,,
,,▲,百貨店（営業担当）,お客様の様子,・プレミアム付商品券の使用が10月末までで、発売してから９～10月は予算をクリアし好調だったが、その反動で11月は大きく落ち込んでいる。観光客は増加し、行楽シーズンということもあり人は多いが、ファッション商材の動きは悪い。,,
,,▲,コンビニ（店舗管理）,来客数の動き,・来客数を前年並みで維持してきた店舗で、前年割れが発生しだした。さらには客単価も悪化している。これはプレミアム付商品券効果がなくなったことによるものであると思う。,,
,,▲,衣料品専門店（経営者）,お客様の様子,・当地では大型ショッピングセンターの開業が、ボディーブローのように効いてきている。売上の落ち込みは深刻である。,,
,,▲,衣料品専門店（経営者）,販売量の動き,・当店の売上は、前年より少し悪い程度である。しかし12月は良くなるだろうとか、１月は良くなるだろうと期待できる材料は、今のところ全くない。地道に毎日努力するほかに手がない。商店街の人たちも、いろいろ考えて新しい試みをやって、それでトントンを維持しているのが精いっぱいである。,,
,,▲,乗用車販売店（従業員）,販売量の動き,・人手不足も続いており、顧客の購買意欲も感じられない。,,
,,▲,乗用車販売店（経理担当）,販売量の動き,・11月の販売量は前年同月比84％である。８月の販売量は前年同月比124％だったので、３か月前と比較して下向きである。,,
,,▲,その他小売［ショッピングセンター］,販売量の動き,・大型アウトレットモール進出以降、アウター衣料や子供衣料が悪いままである｡ 住まいの品は消耗品や化粧品を中心に売上を保っている｡ 食品総合では前年を少し下回るが、精肉、青果は相場高の影響で前年を上回っている｡,,
,,▲,テーマパーク（職員）,来客数の動き,・北陸新幹線開業効果や、金沢を中心に当地全体が話題となったことで、国内旅行の集客も増加した。しかしここに来て団体、個人共やや落ち着きをみせるとともに、海外からの客も３か月前と比べると、前年同期比でやや数字が落ちてきている。全体としてやや悪い方向に向かっていると感じる。,,
,,▲,住宅販売会社（従業員）,お客様の様子,・前月の常設来場者数は前月比46％増、トータルでも39％増と高水準にあり、情報もそれなりに確保している。しかし、商談件数に結びつかず契約に跳ね返ってこない。,,
