,,○,百貨店（販売担当）,単価の動き,・新作投入の効果もあるが、自家需要、ギフト需要共に、安定している。低・中価格帯の商品の動きは変わらないが、高額商品の動きが徐々に良くなってきており、売上に伸びがみられる。,,
,,○,スーパー（営業企画）,お客様の様子,・消費性向が貯蓄性向を上回っている。ただ、アップグレード業態の店舗の実績が、レギュラー業態を下回る状況が続いている。,,
,,○,スーパー（販売担当）,来客数の動き,・毎日お買い得な店だったが改装し、やや品質の高い商品を扱う店にしたことが、客のニーズとマッチしている。,,
,,○,コンビニ（エリア担当）,来客数の動き,・来客数は、前年同月比で１％改善している。調理パンや総菜販売のキャンペーン等で伸びている。,,
,,○,家電量販店（店員）,来客数の動き,・客単価、来客数共に前年同月を上回っている。暑さと寒さがタイミングよく切り替わったのが要因で、３か月前には想像もできなかった。今後も寒くなれば、引き続き売上増加を期待できる。パソコンの買換え需要もあり、売上を押し上げている。,,
,,○,乗用車販売店（経営者）,お客様の様子,・新車に買換える客が多くなっている。,,
,,○,乗用車販売店（経営者）,来客数の動き,・前月に比べて客の動きが少し活発になっている。景気も下降要因が今のところ少ないので、成約が決断しやすい要素となっている。,,
,,○,一般レストラン（従業員）,来客数の動き,・行楽シーズンということもあって、週末の来客数が多い。,,
,,○,観光型ホテル（販売担当）,来客数の動き,・来客数は、前月大きく落ち込んだが、今月は持ち直している。日帰り宴会は今一つだが、宿泊宴会の受注増加と婚礼の売上が本年度初めて前年同月の２倍となって、全体では予算をクリアし、やや良くなっている。,,
,,○,美顔美容室（経営者）,販売量の動き,・ホームケア商品も売れているが、新商品のキャンペーンが始まり、販売量が更に増える。,,
,,○,その他サービス［介護サービス］（職員）,競争相手の様子,・周辺の介護事業所では人手不足が続いているため、求人条件を改善している。求職者には有利な状況となっている。,,
,,□,商店街（代表者）,販売量の動き,・10月に入って人の流れが少なく、同時に販売量も減っている。,,
,,□,商店街（代表者）,お客様の様子,・客先の会社経営者に聞いても、景気が悪いという人がほとんどである。,,
,,□,一般小売店［高級精肉］（企画担当）,販売量の動き,・お買得な商品に消費は向かっている。,,
,,□,一般小売店［結納品］（経営者）,販売量の動き,・年明けからずっと個人消費が低迷している。景気が非常に悪い状況が続いている。,,
,,□,一般小売店［生花］（経営者）,販売量の動き,・野菜と同様に長雨と日照不足で菊系の切り花等がかなり高騰し、売値の設定にも困っている。ボリュームを出しながら１束当たりの本数を減らす工夫をしている。,,
,,□,一般小売店［薬局］（経営者）,販売量の動き,・10月は年金支給月のため、支給日から１週間は非常に忙しくて良かったが、その後は一気に閑散とした。他の店長と話しても、売上が伸びないと嘆いている。食料品スーパーは、我々よりは忙しそうにみえる。,,
,,□,一般小売店［書店］（営業担当）,販売量の動き,・例年に比べて年度末向けの受注量が伸びず、出足は遅いように感じる。,,
,,□,百貨店（経理担当）,販売量の動き,・衣料品の不振は変わらず、残暑も影響し厳しさが続いている。物産展等の集客施策で来客数は横ばいであるが、必要な物以外を購入する客が減少している。,,
,,□,百貨店（経理担当）,それ以外,・天候に恵まれ行楽需要は盛り上がったように見受けられるが、景気を上向かせるほどの力強さはない。,,
,,□,百貨店（経理担当）,販売量の動き,・衣料品を中心に不調が続いている。,,
,,□,百貨店（販売担当）,お客様の様子,・ハロウィーンでも前年同期ほど売れていない。同業他社でセール催事がほぼ１か月開催されたことも響いている。,,
,,□,百貨店（計画担当）,お客様の様子,・来客数、購入客数、購入単価共に、前月に引き続き下げ止まり感が出てきている。,,
,,□,スーパー（経営者）,お客様の様子,・地元にある大手チェーン店では、安売りのチラシで集客努力をしているが、常に安い商品だけが売れて、少しでも高めの商品は売れていない。円高で輸入商品や原材料等も安くなっており、デフレ傾向のため景気が良くなっているとは実感できない。,,
,,□,スーパー（店長）,単価の動き,・野菜価格の高騰で客単価は上がっているが、し好品等、必需品以外の商品は、動きが鈍くなっている。,,
,,□,スーパー（店長）,それ以外,・販売促進のため全体的に価格を安くしている。生鮮食品や一般食品の売上は前年を上回っているものの、し好品の菓子や酒は、厳しい数字が続いている。,,
,,□,スーパー（店員）,販売量の動き,・寒く感じる季節になって、鍋物商材の野菜や練り物、肉等の幅広い食材が売れている。,,
,,□,スーパー（店員）,単価の動き,・客単価は低い水準で推移している。安い品物だけを購入する傾向がずっと続いている。,,
,,□,スーパー（販売促進担当）,販売量の動き,・気温が高い影響で、衣料品や住居・寝具関連商品の売上が不調である。悪天候で野菜価格が高騰し、食品も不振が続いている。,,
,,□,スーパー（商品開発担当）,来客数の動き,・来客数は、３か月前と比べると多少は良くなっているが、景気が良くなっているというほどではなく、状況は依然として厳しい。,,
,,□,スーパー（企画・経営担当）,販売量の動き,・野菜の価格はやや下がってきたが、販売量に変化がなく、売上は大きく変わっていない。季節商材の動きが良くなってきたが、全体でみれば販売量に変化がない。,,
,,□,コンビニ（企画担当）,競争相手の様子,・来客数の状況には変わりがない。,,
,,□,コンビニ（企画担当）,販売量の動き,・フランチャイズ会社の経営統合に伴い、商品が共通化されていくが、今のところは大きな変化は感じられない。,,
,,□,コンビニ（エリア担当）,それ以外,・10月も客の購買意欲は停滞気味である。,,
,,□,コンビニ（エリア担当）,来客数の動き,・来客数が前年同期比で減少している。客単価の動きは、店によって上昇・下落がまちまちであるが、来客数は、多くの店で減少している。セール品以外の販売状況はかなり悪い。,,
,,□,コンビニ（店長）,販売量の動き,・客の消費行動をみると、無駄な物は買わず、必要な物も非常に選んで買っている。現状には全く変化がなく、購買意欲は変わらない。,,
,,□,衣料品専門店（経営者）,お客様の様子,・今月は、なじみ客の来店と購入で良いスタートを切れたが、中旬以降は暖かい日が続き、一見客の来客がほとんどない。,,
,,□,家電量販店（店員）,販売量の動き,・販売台数に関しては、底を打っている。好調ではないが悪くもない。,,
,,□,乗用車販売店（営業担当）,販売量の動き,・新型車種が出て販売量が伸びるかと思ったが、期待したほどは増えていない。,,
,,□,乗用車販売店（経営者）,お客様の様子,・急な冷え込みで衣料品や家電品を買い求める様子も見受けられるが、全般的には節約志向に変わりはない。,,
,,□,乗用車販売店（従業員）,販売量の動き,・販売量の想定に対して、大きなかい離はない。,,
,,□,乗用車販売店（従業員）,販売量の動き,・来客数が減少しており、店頭は活気に乏しい。販売実績も前年同月を下回っており、年末に向けての増販期に入っている感覚を持てない。,,
,,□,乗用車販売店（従業員）,単価の動き,・販売価格も仕入価格も高い水準にある。実感はそれほどないが多少は売れている。しかし、上向きというほどではない。,,
,,□,住関連専門店（営業担当）,お客様の様子,・新築住宅は持家、マンション共に売行きが良くない。新設工事は、公共、民間共に様子見である。リフォーム、大規模改修や商業施設等の工事が多いため、業界全体としては例年並みである。,,
,,□,その他専門店［雑貨］（店員）,単価の動き,・客は携帯等を使って情報収集し、販売単価の動きにとても敏感に反応する。,,
,,□,その他専門店［書籍］（店員）,来客数の動き,・運動会やイベント等の行事に支出が流れ、売上は伸び悩んでいる。,,
,,□,その他専門店［貴金属］（営業担当）,単価の動き,・足元では、客に購買意欲を感じられないが、年末に向けて下見をしている様子が見受けられる。,,
,,□,その他小売［ショッピングセンター］（経理担当）,販売量の動き,・売上高は前年比で3.2％のプラス、来客数はカウントするカメラを更新した影響で、前年比27.7％となっている。テナントの退去要請が最近多いが、退去の理由として人材を確保できないという理由が多く、一概に景気が悪くなっているともいえない。,,
,,□,高級レストラン（役員）,来客数の動き,・来客数は、天候や曜日変動を加味すれば、前年同月比でほぼ横ばいであり、景況が悪くなっているというほどではない。,,
,,□,一般レストラン［パン・カフェ］（経営者）,来客数の動き,・来客数は、前年同期に比べてあまり変わらない。,,
,,□,一般レストラン（スタッフ）,来客数の動き,・４月以降は来客数の伸び悩みが続いている。,,
,,□,その他飲食［仕出し］（経営者）,販売量の動き,・売上はやや良くなっているが、景気が良いと実感するほどではない。,,
,,□,旅行代理店（経営者）,お客様の様子,・催行間際に値段の安さで申込む客がいれば、来春以降の高額ツアーでも即決する客もいる。両極端で業況の見極めが難しい。安さ重視の客が多くても商売にはならず、良いとも悪いとも判断しづらい。,,
,,□,旅行代理店（経営者）,販売量の動き,・年末年始の旅行には一定の需要があるものの、年明けの商品の動きが鈍い。,,
,,□,旅行代理店（経営者）,販売量の動き,・外国人観光客の爆買いも終わり消費が落ち込むなかで、海外各国からの入国者数は過去最高となっている。モノからコトヘと購買行動が変わっている。,,
,,□,旅行代理店（従業員）,お客様の様子,・団体旅行では、ぜいたく旅行の需要はあまりない。旅行代金の単価も平均水準で推移している。徐々にではあるが、職場旅行を実施する企業は増えてきている。,,
,,□,タクシー運転手,お客様の様子,・昼間の客にはあまり変化はない。土曜の夜の客が比較的多く、売上も良い。特に月末はハロウィーンで、夜遅くまで若い客もあった。,,
,,□,タクシー運転手,来客数の動き,・相変わらず、夜の街には人出が少ない。,,
,,□,タクシー運転手,来客数の動き,・夜の繁華街は、何か月も前から人出が少ない。以前なら金曜日等には人出が多かったが、最近は金曜日でも期待が持てなくなっている。,,
,,□,タクシー運転手,来客数の動き,・前月比で来客数の減少が続いている。,,
,,□,通信会社（企画担当）,販売量の動き,・新規加入はそこそこあるが平均単価は下落という傾向が、ここ数か月続いている。今月は、解約件数もやや増加している。,,
,,□,通信会社（営業担当）,販売量の動き,・販売量の動きは、３か月前と変わらない。,,
,,□,通信会社（営業担当）,お客様の様子,・少しでも安い商品に流れる傾向は変わらないが、問い合わせ件数は増えてきている。,,
,,□,テーマパーク職員（総務担当）,販売量の動き,・物販の売上がなかなか改善しない。ハロウィーン関連の売上に期待している。,,
,,□,観光名所（案内係）,お客様の様子,・リピーターが増えない。報道で発表されている景気の良さとは全く違うので、良く調べる必要がある。,,
,,□,その他レジャー［スポーツレジャー紙］（広告担当）,それ以外,・自社の売上状況は良くないが、世の中としては特段に良くも悪くもない。,,
,,□,美容室（経営者）,お客様の様子,・全国的には景気が良いように感じるが、当地域は景気が良くない。,,
,,□,設計事務所（経営者）,それ以外,・業況は変わらないが、業務内容は変化してきている。,,
,,□,設計事務所（職員）,お客様の様子,・家を建てたい客から希望を聞くと、実現には金が必要となり、見積を出すと、考えた結果見送るパターンが多い。,,
,,□,住宅販売会社（従業員）,競争相手の様子,・戸建注文住宅の工事現場を見かけなくなってきた。職人たちも、暇な人が多い。,,
,,□,その他住宅［不動産賃貸及び売買］（経営者）,単価の動き,・客単価は例年と変わらず上昇も下落もせず、買手の予算も横ばいである。,,
,,▲,商店街（代表者）,販売量の動き,・天候不順も影響しているが、それ以上に客単価の低迷が響いている。商店街にある直営店、駅やサービスエリア内の売店等、どこも千円以下の商品の売上が伸び、全体の売上は低下している。,,
,,▲,一般小売店［贈答品］（経営者）,お客様の様子,・ここ２～３か月は調子の良い客に支えられてきたが、10月は贈答品需要が停滞するため、全ての客の財布のひもが固くなっている。返礼品も送る相手を絞り、自分へのご褒美もなくなっている。客の様子から見ると、全体的にやや景気は後退している。,,
,,▲,百貨店（販売促進担当）,来客数の動き,・インバウンド需要や高額品の売上減少と共に、ボリューム層の来客数の減少が顕著となっている。,,
,,▲,百貨店（販売担当）,販売量の動き,・10月に入っても気温の高い日が続き、秋冬物の衣料の動きが鈍い。客の購買意欲も低調なため、苦戦が続いている。,,
,,▲,スーパー（総務担当）,来客数の動き,・来客数が減少し、客単価も下落している。,,
,,▲,スーパー（販売担当）,来客数の動き,・来客数が減少している。集客イベントをあまり行っていないが、その要因だけではない。,,
,,▲,スーパー（ブロック長）,競争相手の様子,・前月と比べても、競合店各社のチラシ回数が一層増えており、価格面でも競争がより強化されている。野菜価格の高騰が続くなかで、まだまだ激しい価格訴求とチラシ合戦が続く。,,
,,▲,スーパー（人事担当）,単価の動き,・たまにはおいしい物を買おうという客が、少なくなってきている。,,
,,▲,コンビニ（エリア担当）,販売量の動き,・ファストフード商品中心に品ぞろえを前年よりも増やしているが、販売量は変化せず、前年割れが続いている。,,
,,▲,コンビニ（店長）,販売量の動き,・菓子類の売上が大きく落ち込んでいる。おつまみ商品の売上はあるが、それ以外の商品は動きが悪い。,,
,,▲,衣料品専門店［紳士服洋品］（売場担当）,競争相手の様子,・当店と同様、他店でもアパレルを中心に苦戦している。,,
,,▲,乗用車販売店（従業員）,お客様の様子,・ここ数か月の業況は良かったが、東京オリンピックの問題が長引き、明るい話題が極端に減ってきている。具体的に悪くなっているとまではいえないが、悪い方向に向かっていく気配を感じる。,,
,,▲,乗用車販売店（従業員）,販売量の動き,・新車販売台数は、全社的に前月比で大幅に減少している。前年同月と比較しても、80％台で推移している。,,
,,▲,乗用車販売店（従業員）,販売量の動き,・新型車種が発売されたが、思ったほどの販売効果はなく、逆に前年割れとなっている。客の様子も、非常に冷静に値引きが大きくなることを待っている。,,
,,▲,乗用車販売店（販売担当）,来客数の動き,・10月から車種全体で３％の値上げをした。９月には駆け込み需要があったため、今月はかなり落ち込んでいる。,,
,,▲,その他専門店［雑貨］（店員）,来客数の動き,・来客数をみると、特に週末や祝日の盛り上がりに欠ける。,,
,,▲,一般レストラン（経営者）,販売量の動き,・客は、自分で決めた予算以上の金額は使わない。,,
,,▲,観光型ホテル（経営者）,来客数の動き,・宿泊予約が、２～３か月前は前年同月比で10％ほどプラスであったが、10月は逆に10％マイナスと、景気は冷え込んできている。新たな話題も特になく、何か後押しするものがないと徐々に息切れしていく。インバウンドも以前ほどの勢いはないので、宿泊者の確保に悪い影響を与えている。,,
,,▲,都市型ホテル（経営者）,販売量の動き,・予約時のリードタイムが短くなっており、宿泊実績もやや不安定である。,,
,,▲,都市型ホテル（支配人）,販売量の動き,・８月以降宿泊客の動きは弱く、前月からレストランも低迷している。,,
,,▲,都市型ホテル（営業担当）,来客数の動き,・レストランの来客数、宿泊部屋数、客室単価、回転率のいずれも悪く、前年比５％の減収である。特に個人需要の落ち込みが大きい。,,
,,▲,通信会社（サービス担当）,販売量の動き,・光回線の新規申込は増えつつあるが、固定電話の解約が増加している。,,
,,▲,テーマパーク（職員）,お客様の様子,・地震等の自然災害が多く、旅行ムードが薄れている。,,
,,▲,テーマパーク（職員）,来客数の動き,・来客数は、わずかではあるが減少している。,,
,,▲,ゴルフ場（企画担当）,来客数の動き,・前月に続き、来客数、売上共に低迷している。前月は雨天が多かったが、10月は天候の影響もあまりなく、景気が少し悪くなっている。３か月前と比較しても、予算・前年比でみた来客数は少し悪くなっている。,,
,,▲,パチンコ店（経営者）,販売量の動き,・来客数や客単価の動きがやや悪くなっている。,,
,,▲,美容室（経営者）,来客数の動き,・年末に向けて来店を調整する人が多く、例月と比べて来客数は減少している。,,
,,▲,設計事務所（職員）,お客様の様子,・周囲の人との話では、景気の良い話題は聞かれない。,,
,,▲,住宅販売会社（従業員）,来客数の動き,・３連休等に展示場でイベントがあったが、会場に来るだけでモデルハウスを見学する人は少ない。これから冬枯れのシーズンが到来するが、準備は不十分に終わる。,,
,,▲,その他住宅［住宅管理］（経営者）,お客様の様子,・先行き不安のため、富裕層でも発注単価を抑えている。客は、経済情勢を考えるとしばらく我慢が必要と言っている。,,
,,×,商店街（代表者）,販売量の動き,・来客数、売上高等、全ての数字が最低を記録し、極めて厳しい状態である。ここ数年でも最も悪く、状況は深刻である。,,
,,×,一般小売店［酒類］（経営者）,お客様の様子,・10月末で閉店する飲食店の複数出ている。例年なら年末に向けて数字が期待できる時期だが、今年はそこまで持ちこたえられないと、閉店を決断するオーナーがいる。,,
,,×,百貨店（売場主任）,お客様の様子,・来店客は減っていないが、時間潰しをするだけで、購買意欲はみられない。昼間も食事のついでに買物をする客が減っている。高級靴が並ぶスペースにはあまり立ち寄らず、カジュアル・ビジネスシューズをただ見て歩く客ばかりである。,,
,,×,衣料品専門店（販売企画担当）,来客数の動き,・新規客もなじみ客も、客足が遠のいている。,,
,,×,一般レストラン（経営者）,来客数の動き,・報道されているのは大企業の景況ばかりだが、社会は二極化、三極化しつつあり、一般市民には他人事である。個人での商売が非常に難しくなっており、先行きの展望が全くみえない。,,
,,×,都市型ホテル（従業員）,来客数の動き,・もう少し安い料金の部屋はないかという問い合わせが多い。,,
,,×,理容室（経営者）,お客様の様子,・相変わらず、客足は安い店に流れる。,,
,,×,住宅販売会社（経営者）,競争相手の様子,・なかなか売れず、値下げしなければならない。来客数も少なくなっており、困っている。,,
"企業
動向
関連

(東海)",,◎,輸送用機械器具製造業（品質管理担当）,取引先の様子,・周囲で住宅を購入する人が増えている。,,
,,○,金属製品製造業（経営者）,受注量や販売量の動き,・販売価格は相変わらず低いが、受注量が増加している。,,
,,○,電気機械器具製造業（営業担当）,受注価格や販売価格の動き,・為替相場が円安で比較的安定し、受注状況も安定している。,,
,,○,電気機械器具製造業（総務担当）,取引先の様子,・ケーブルテレビ局や電力系通信事業者では、大容量・高速通信の需要に対応するため、設備投資意欲が高まりつつある。,,
,,○,輸送業（エリア担当）,受注量や販売量の動き,・３か月前と比べて荷動きが6.5％増えているが、３か月前は非常に悪かったので、この数字でもまあまあである。,,
,,○,金融業（従業員）,取引先の様子,・建設業等は比較的好調で、人手不足となっている。自動車産業等の生産量は、概ね横ばいである。,,
,,○,会計事務所（職員）,取引先の様子,・中小企業の経営者は、景気があまり良くないと言うが、決算確定では増収の会社が増えている。役員報酬額も増やす傾向がみられるが、社員との給与格差が広がりつつある。,,
,,□,食料品製造業（経営企画担当）,受注量や販売量の動き,・台風や地震等、自然災害のニュースが続き、景気の良い話が少ない。秋冬物の商品の立ち上がり時期でもあり、わずかながらマイナスの影響もみられる。,,
,,□,パルプ・紙・紙加工品製造業（総務担当）,受注量や販売量の動き,・受注量、販売量共に大きな変化はなく、景気は横ばい状況である。,,
,,□,化学工業（営業）,取引先の様子,・引き続きスマートフォン関連の海外向け製品では、生産増加が続いている。,,
,,□,化学工業（総務秘書）,それ以外,・設備工事や各種サービス等の取引業者は、どこも多忙が続いている。それでも更に仕事を取りに来る姿勢がみられる。,,
,,□,化学工業（人事担当）,受注価格や販売価格の動き,・景気回復には勢いがない。スーパー、デパート等に行っても販売価格は抑え気味で、それでも来客数が増えていない。,,
,,□,鉄鋼業（経営者）,受注量や販売量の動き,・売上は前月より１割ほど増えているが、季節要因の可能性が大きく、景気としては横ばいである。,,
,,□,金属製品製造業（従業員）,受注量や販売量の動き,・慌ただしさは感じるものの、仕事の総量が増えているわけではなく、小ロット・短納期の案件に振り回されている。販売価格は、安値の受注が増えつつある。,,
,,□,一般機械器具製造業（営業担当）,受注量や販売量の動き,・北米自動車向け設備は、引き合いは多数あるが受注に至らないことも多く低調が続いている。アジア向けの受注も少なく低調である。,,
,,□,電気機械器具製造業（経営者）,受注量や販売量の動き,・一部に特異的な状況の客先があり、受注量、販売量共に伸びている。特定の業種では業況が良いと感じるが、全体的には変わっていない。,,
,,□,輸送用機械器具製造業（総務経理担当）,受注量や販売量の動き,・売上、受注量共に、３か月前と比べてほとんど変わってない。,,
,,□,建設業（経営者）,受注量や販売量の動き,・戸建住宅、マンション共に、まずまずの売行きであるが、異常なほどの低金利に支えられている。,,
,,□,建設業（経営者）,受注量や販売量の動き,・仕事量の減少が続いており、小さなリフォーム会社は大変である。,,
,,□,建設業（営業担当）,取引先の様子,・取引先から期間の長い仕事が受注できそうである。,,
,,□,輸送業（経営者）,受注量や販売量の動き,・国内、国際共に、物量に大きな変化はない。,,
,,□,通信会社（法人営業担当）,取引先の様子,・民間、行政共に、通信サービス分野への大規模な投資は見送られている。年間を通してみれば、伊勢志摩サミットの特需に沸いた上期と、サミット関連案件が枯渇し投資回収に苦労する下期に分かれる様相である。３か月前から提案している事案にも、新規の予算がつきそうな様子はない。,,
,,□,通信会社（法人営業担当）,それ以外,・家計の消費は消極的で、円安傾向や株価安定といった好条件があっても、景気としては曇天である。,,
,,□,金融業（企画担当）,取引先の様子,・為替相場は円高でしばらく動きがない。株価も上がらず、個人投資家は含み損を抱えたまま様子見となっている。相場に動きが出ないと、景気回復は困難である。,,
,,□,不動産業（経営者）,受注量や販売量の動き,・ここ数か月は、ほとんど変動がない。,,
,,□,企業広告制作業（経営者）,それ以外,・景気の回復を確認する術がない。メディアからの情報には回復を示すものはない。消費の様相も活発には感じられない。冬のボーナス次第である。,,
,,□,広告代理店（制作担当）,取引先の様子,・客からの受注量は増加しておらず、景気も横ばいが続いている。,,
,,□,行政書士,受注量や販売量の動き,・貨物の動きは変わらない。,,
,,□,公認会計士,それ以外,・客先の中小企業の業績は今一つである。,,
,,□,会計事務所（社会保険労務士）,取引先の様子,・引き続き業績の好調な客は多いが、飲食店や美容院等、消費者と直接接する業種は厳しい状況である。会社の利益が、まだ給与やボーナスという形で社員には還元されていない。,,
,,□,その他サービス業［ソフト開発］（社員）,取引先の様子,・受託した案件を開発中の時期であり、新たな案件に対応する余裕がない。,,
,,□,その他非製造業［ソフト開発］（経営者）,取引先の様子,・やや円安になっており、原油価格も安いが、この程度では経済は大きく動かない。大きな波風もなく平穏な状況である。当社では大変忙しい状態が続いている。,,
,,▲,食料品製造業（営業担当）,受注量や販売量の動き,・受注量や販売量が伸びず、今後の見通しも厳しい。,,
,,▲,出版・印刷・同関連産業（代表）,受注量や販売量の動き,・客は料金に非常にシビアで、実勢単価がどんどん下落している。,,
,,▲,窯業・土石製品製造業（社員）,受注量や販売量の動き,・客先で急に在庫量が増え始め、受注量が減少している。従来のペースで原料を注文しているため、在庫を抱えている。,,
,,▲,電気機械器具製造業（企画担当）,受注量や販売量の動き,・客の投資の先送りのため失注した案件が出ている。,,
,,▲,輸送業（従業員）,受注価格や販売価格の動き,・輸送物量は、わずかだが前年同月を下回っている。トラックの燃料は値上がり傾向にあり、先行きも不透明になっている。,,
,,▲,輸送業（エリア担当）,競争相手の様子,・客先の食品メーカーでは、季節や天候に関係なく安定的に売れる商品が、10月に入ってから売上が悪くなっており、消費に陰りが出てきている。,,
,,▲,金融業（法人営業担当）,取引先の様子,・取引先の自動車部品メーカーの生産量が、前年同期比でやや減少している。,,
,,×,電気機械器具製造業（経営者）,受注量や販売量の動き,・客先の業界では規制や不況感等で設備投資も店舗も少なくなっているため、売上が減少している。,,
"雇用
関連

(東海)",,◎,－,－,－,,
,,○,人材派遣会社（営業担当）,求人数の動き,・下期に入って求人が活発になり、製造業を中心に求人数が増加している。,,
,,○,アウトソーシング企業（エリア担当）,採用者数の動き,・国内の自動車販売台数は若干上向きで推移しており、海外への輸出台数も増加している。,,
,,○,職業安定所（職員）,雇用形態の様子,・新規求人数は前年同月比で増加しており、正社員の求人も増えている。新卒者の求人も前年同月より増加し、企業の積極的な姿勢が目立つ。,,
,,○,民間職業紹介機関（営業担当）,採用者数の動き,・転職希望者の登録が堅調に推移し、企業側の採用意欲も高まる時期に入っている。,,
,,□,人材派遣会社（社員）,求人数の動き,・夏季のイベントが好調だったので、３か月前との比較ではあまり変わらない。,,
,,□,人材派遣会社（営業担当）,周辺企業の様子,・熊本地震でストップしたプロジェクトの再開や、人員整理を行ったが、人手不足で求人や派遣労働者の活用が活発に行っている企業等があると聞いている。しかし、止まっていたものが動き出しただけで、景気自体が上向いているわけではない。,,
,,□,人材派遣会社（支店長）,採用者数の動き,・年間ベースでの推移でみると採用者数はほぼ同水準で推移しており、景気の良い状況が続いている。,,
,,□,人材派遣会社（営業担当）,それ以外,・株価に大きな動きはなく、景気は良くなっていない。,,
,,□,新聞社［求人広告］（営業担当）,周辺企業の様子,・採用活動を積極的に行っている企業は多いが、どこも思うような採用ができていない。企業からは、景気が回復しているという前向きな声が聞こえない。,,
,,□,新聞社［求人広告］（営業担当）,求人数の動き,・新規求人数のうち、常用雇用者の状況は各産業で厳しい。,,
,,□,職業安定所（所長）,周辺企業の様子,・求人数は前年同月比で増加しているが、業績向上という声は聞かれない。人材は確保したいが、採用基準を緩和してまでという譲歩の動きはみられず、足元の不足状況に切迫感はない。,,
,,□,職業安定所（職員）,求職者数の動き,・リストラや倒産が減って、事業主都合による離職者は引き続き減少している。求人・求職の状況に、大きな変化はみられない。,,
,,□,職業安定所（職員）,求人数の動き,・求人数は微増、求職者数は約10％の減少で推移している。有効求人倍率は、前年同期を上回る状況が続いている。,,
,,□,民間職業紹介機関（窓口担当）,求職者数の動き,・前月と同様、求職希望者は少なく、求人数に対して少ない状況が続いている。,,
,,□,その他雇用［広告代理店］（求人広告担当）,周辺企業の様子,・金額的には小さく、景気が上向きとまではいえないが、テレビ・ラジオのみの広告出稿だった客が、予算を増やして新聞や雑誌等にも出稿するようになっている。,,
,,▲,人材派遣会社（社員）,求人数の動き,・求人数が若干減少傾向にある。,,
,,×,－,－,－,,
,,,,,,,
　６．北陸（地域別調査機関：一般財団法人北陸経済研究所）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(北陸)",,◎,－,－,－,,
,,○,商店街（代表者）,お客様の様子,・気候の変化によって、羽織りものを中心に動きがある。新しいデザインの商品に関心が集まっている。,,
,,○,一般小売店［精肉］（店長）,来客数の動き,・10月はイベントが多く、天候による影響が少なかった。来客数が元に戻ってきたように感じられる。,,
,,○,一般小売店［鮮魚］（役員）,販売量の動き,・８～９月は、台風が数多く日本列島に接近して海が荒れたため、魚価は高止まりしていた。10月に入って、魚価が安定してきたため、粗利はやや落ち着いてきている。,,
,,○,家電量販店（店長）,販売量の動き,・４Ｋテレビが好調に売れている。,,
,,○,住関連専門店（役員）,販売量の動き,・耐久消費財を取扱う業界では、今月から年末へ向けて繁忙期を迎える。,,
,,○,タクシー運転手,販売量の動き,・朝方と夕方のほかに、日中でもタクシー利用客の動きが結構あった。,,
,,○,通信会社（役員）,販売量の動き,・今月に入って、通信サービスについて客からの問い合わせや契約が増えている。,,
,,○,通信会社（営業担当）,販売量の動き,・新型スマートフォンの販売効果が今も継続しており、販売台数は確実に増えている。,,
,,○,住宅販売会社（従業員）,お客様の様子,・好立地の土地販売で動きが出ている。,,
,,□,商店街（代表者）,来客数の動き,・気候が定まらず、秋物から冬物衣料への切替えが進まない。来客数は前年比で一割ほど増加しているが、前月同様に売上増加には結び付いていない。クリスマス商戦に期待している。,,
,,□,一般小売店［事務用品］（店員）,販売量の動き,・季節商材や新商品が発売されたが、一般的で低価格の商品を選定される客が多く、売上増につながらない。,,
,,□,スーパー（店長）,販売量の動き,・農産物の価格高騰により買上点数が少なくなり、消費行動はよりシビアになってきている。,,
,,□,スーパー（総務担当）,販売量の動き,・野菜の価格高騰により、支出は増えていると思われる。しかし、販売量が全体で大きな変動がないことから、景気動向にまで影響はないと考える。,,
,,□,スーパー（総務担当）,単価の動き,・客が価格に敏感になってきている。特に野菜の価格高騰が続いており、その他の特売商品も含めて価格に対応するため、低い売上で推移している。,,
,,□,スーパー（店舗管理）,来客数の動き,・旧盆セール以降は、来客数の伸長がみられない。前年同月比で数値的には良いが、曜日の関係と判断している。,,
,,□,コンビニ（経営者）,販売量の動き,・我々コンビニ大手の全てが、近隣の一定距離の中に勢ぞろいしてからというもの、各店の特別セール期間において多少の変動はみられるものの、平常の日々においては、特にウィークデーの売上などは、ほとんど変わっていない。,,
,,□,コンビニ（経営者）,販売量の動き,・ここ３か月ほどは、客単価の動きは好調で来客数は微増が続いている。トータル的に販売量はやや上向きが続いている。,,
,,□,衣料品専門店（経営者）,来客数の動き,・10月に入って気温が下がりはじめた。衣料品の動きが出はじめ、何とか前年の来客数は確保できた。,,
,,□,衣料品専門店（経営者）,来客数の動き,・生活者の心情について考えてみると、現状に合わせており神頼みはしない。日々の努力だけが頼りである。誰も助けてくれない。辛さは皆一緒である。不安定な生活が何年も続いているが、生きているのだから我慢しようと考える。,,
,,□,家電量販店（本部）,販売量の動き,・ほぼ前年並みで推移している。,,
,,□,乗用車販売店（経営者）,来客数の動き,・新車展示会、中古車展示会を２週続けて開催したが、来場者数は前年と変わらない状況だった。まだ景気が良くなったとは言えない。,,
