,,□,一般小売店［書店］（経営者）,お客様の様子,・客のニーズにうまく合えば、売上は確保できると感じている。,,
,,□,一般小売店［書店］（営業担当）,販売量の動き,・受注量は３か月前と比べ特に大きな変動はなく、客の予算にも目立った動きはないことから、景気は停滞状態である。,,
,,□,百貨店（売場主任）,お客様の様子,・秋冬物の衣料品に対しては、客は吟味をし、買い控える傾向が続いている。,,
,,□,百貨店（経理担当）,販売量の動き,・気温は下がって天候も良く、月初めから衣料品の動きも活発化している。ただし、中旬以降は停滞感が続いている。,,
,,□,百貨店（販売担当）,単価の動き,・ギフト需要がメインになってきており、購入は決まっていても、購入時期はまだ先という様子がうかがえる。自家需要は伸びてきており、購買意欲の高まりを感じる。購入単価も比較的高く、高額品の動きも良い。,,
,,□,百貨店（販売担当）,お客様の様子,・インバウンド需要による高額品や化粧品、雑貨等によって、来客数や売上高が支えられているが、従来からの客層の来店や購買に関しては、厳しい状況が続いている。長く使えて無駄にならない、安心できる商品の購買が目立ち、衝動買いはしない傾向が続いている。,,
,,□,スーパー（店長）,単価の動き,・単品単価は相変わらず上昇しているが、購入点数の伸びが鈍化しており、客単価はそれほど伸びていない状況である。,,
,,□,スーパー（販売促進担当）,販売量の動き,・売上は前年同期比で119％と良くなっているようにみえるが、今までかなり数字を落としてきているので、前々年と比べると、まだ改善したというほどの数字ではない。,,
,,□,コンビニ（エリア担当）,それ以外,・店舗の売上が、前年同期をクリアしていない状況が続いている。,,
,,□,コンビニ（エリア担当）,来客数の動き,・客単価が好調に伸びているため、売上は回復傾向だが、来客数がまだ回復していない。,,
,,□,コンビニ（エリア担当）,単価の動き,・利益には影響しないものの、サービス商品、ギフトカードやネットプリカ等の販売数が落ちてきている。それに伴って全体の購買単価が下がっている。,,
,,□,コンビニ（店長）,お客様の様子,・繁華街のそばに立地するが、客の動きは変わらない。客足は月曜日から水曜日にかけては少なく、週末につれて多くなる状況が続いている。,,
,,□,家電量販店（店員）,販売量の動き,・前年同期に比べて冷蔵庫等の白物商品の動きは良いが、映像商品等の黒物商品の動きは、エコポイント終了以来、回復しない状況が依然として続いている。,,
,,□,乗用車販売店（経営者）,お客様の様子,・大手企業では冬のボーナスが過去最高という記事等も目にするが、本当に大手だけの話であり、中小企業や個人事業主のほとんどは、厳しい状況が続いている。建設関係の客からは、景気が悪いという話をよく耳にする。,,
,,□,乗用車販売店（経営者）,販売量の動き,・今月は、特に良くも悪くもない状況である。,,
,,□,乗用車販売店（従業員）,販売量の動き,・会社全体の販売台数は前年比90％前後で推移しており、当店も目標台数には及ばず、３か月前の状況から変わっていない。,,
,,□,乗用車販売店（従業員）,販売量の動き,・販売動向は、これまでの動きから大きな変化は感じられない。,,
,,□,乗用車販売店（従業員）,販売量の動き,・売上がもう少し悪くなると思ったが、思ったより持ちこたえている。新型車種は出ていないが、新車購入を検討する客は多い。下取車には、９年以上前のものや走行距離15万キロ以上の車が多い。連日の高齢者による自動車事故のニュースで、高齢化する団塊世代が子や孫に促されて、自動ブレーキ付の車種に買換えるケースが増えている。,,
,,□,乗用車販売店（従業員）,販売量の動き,・客が興味を持ち購入を考えている車と、メーカーの生産計画にかい離があるのか、新車納入を待つ車種と在庫が増えて販売に悩む車種に二分化している。来客数は減少しており、店頭は活気に乏しく、市場としては厳しい状況が続いている。,,
,,□,乗用車販売店（従業員）,販売量の動き,・自動車販売業界では、悪い状態がずっと続いている。,,
,,□,乗用車販売店（総務担当）,販売量の動き,・前年４月の消費税増税以来、販売がなかなか回復しない。,,
,,□,その他専門店［書籍］（店員）,来客数の動き,・比較的雨天が少なく、来客数が伸びている。ハロウィーン関連商品の動きが良く、書籍の売上は減少しているものの、手帳や文具でカバーできているため、前年同月に比べると、多少ではあるが売上は伸びている。,,
,,□,その他小売［ショッピングセンター］（経理担当）,販売量の動き,・売上高は前年比で11.5％の増加、来客数は、同じく2.2％のプラスとなっている。,,
,,□,高級レストラン（役員）,来客数の動き,・来客数は９月の大型連休の影響から若干増加したが、一時的なものであり、景気回復には力強さを感じられない。,,
,,□,スナック（経営者）,来客数の動き,・客からは年金支給額カットの話題をよく耳にする。企業の交際費も厳しいようである。,,
,,□,観光型ホテル（経営者）,来客数の動き,・３か月前の宿泊は、前年同期比90～95％で、前年比の数字は変わっていない。来客数は、前年より５％ほど下回る傾向が続いている。,,
,,□,都市型ホテル（支配人）,単価の動き,・宿泊客は、季節要因もあり単価が上昇しているが、レストラン、宴会部門の動きが依然として弱い。,,
,,□,都市型ホテル（営業担当）,お客様の様子,・客には、特に悪くなったり、良くなっている様子はない。,,
,,□,旅行代理店（経営者）,販売量の動き,・９月の大型連休から10月の秋の行楽シーズンにも、売上は伸びない。,,
,,□,旅行代理店（経営者）,販売量の動き,・旅行シーズン中の販売は、例年どおりで推移している。12月から翌年にかけての商品は、まだ数字がつかめていない。,,
,,□,旅行代理店（経営者）,販売量の動き,・年末まで残り60日ほどになり、年末年始の予約の動きもちらほらみられる。料金の問い合わせ件数は、多くなっている。,,
,,□,旅行代理店（経営者）,それ以外,・自動車産業は空前の利益であるが、タクシーや飲食店で消費が増えているという話は耳にせず、逆に客単価が下がっているとの声を聞く。タクシー運転手の日収が以前より落ちているという話を、名古屋だけではなく東京でもよく耳にする。,,
,,□,タクシー運転手,来客数の動き,・夜の繁華街では、長い間、人出の少ない状態が続いている。,,
,,□,通信会社（企画担当）,販売量の動き,・ここ数か月、新規契約数、解約数共に安定して推移している。,,
,,□,通信会社（サービス担当）,お客様の様子,・携帯電話会社の掛け放題プランにより、固定電話の解約が目立っている。,,
,,□,テーマパーク（職員）,お客様の様子,・インバウンドの客が多いが、日本人客は少ないので、景気が上向きかどうかは判断しづらい。,,
,,□,観光名所（案内係）,お客様の様子,・例年どおり、秋になって富士山への観光客が少なくなっている。,,
,,□,美顔美容室（経営者）,販売量の動き,・例年と同様に、ホームケアセットのキャンペーンで、８～９月に購入した客の購入が、しばらくはなくなる。,,
,,□,住宅販売会社（従業員）,お客様の様子,・来場数は例年どおりである。プラスの材料として、消費税再増税を気にかける客の来場が、少しずつ増えている。,,
,,□,その他住宅［不動産賃貸及び売買］（経営者）,単価の動き,・客の購入希望価格が、なかなか上昇しない。,,
,,▲,商店街（代表者）,単価の動き,・一時は上向いていた客単価がまた下がっている。購買数に変化はないが、千円以上の商品の売行きが、極端に落ちてきている。,,
,,▲,商店街（代表者）,販売量の動き,・来客数が、だんだんと減少している。特に、仕事関係で進物を購入する客の来店がない。,,
,,▲,百貨店（売場主任）,お客様の様子,・来客数は変わらない。平日でも、売場への立ち寄り客はあるが、購入客は減っており、売上確保は厳しい。,,
,,▲,百貨店（経理担当）,お客様の様子,・売上に大きな減少はみられないが、購買には慎重さがうかがえ、ここ数か月あったような強い購買意欲が感じられない。,,
,,▲,スーパー（経営者）,お客様の様子,・生鮮食品の売上は伸びているが、それ以外の売上は伸びない。節約思考でディスカウントショップ等で購入する人が多い。大学病院へ行く機会があったが、春ごろよりも病院に来ている患者は少なくなってきている。治療費が掛かる病院よりも、安い病院へ行くようである。全体的に消費は伸びず、原油価格が下がっているのでデフレ現象も起きており、景気は相変わらず良くない。,,
,,▲,スーパー（店員）,単価の動き,・普通の商品が全く売れず、その時々の安い商品だけが売れている。売上回復にはなかなか結び付かない状況である。,,
,,▲,スーパー（商品開発担当）,来客数の動き,・前月よりも来客数が減少している。客単価や単品単価が良好であるため、売上は予算、前年比共達成できる見込みであるが、このまま来客数が減少すれば、状況は厳しくなる。,,
,,▲,コンビニ（店長）,販売量の動き,・10月は雨の日がほとんどなく、天候には恵まれたが、売上は前年同期に届いていない。,,
,,▲,乗用車販売店（経営者）,来客数の動き,・ここ２～３か月は新車販売にとても苦戦している。これといった需要喚起の要因もなく、新車を見に来る客も減少している。,,
,,▲,その他専門店［雑貨］（店員）,販売量の動き,・客は、必要な物を必要な量しか買わない。,,
,,▲,一般レストラン（経営者）,販売量の動き,・客１人当たりの注文数や客単価が低下している。,,
,,▲,一般レストラン（従業員）,お客様の様子,・10月は、上旬にサッカー日本代表戦、下旬にはプロ野球日本シリーズとゴールデンタイムにスポーツ中継番組があって、全く客が来ない。,,
,,▲,観光型ホテル（販売担当）,来客数の動き,・一般宴会は３か月前よりは良い方向にあるが、宿泊者数の伸びが鈍り前年並みとなっている。食堂部門は、好天の影響で週末の来客数は目に見えて少なく、10％以上も落ち込んでいる。全体的にみると、やや悪い状況である。,,
,,▲,都市型ホテル（経営者）,来客数の動き,・予約客のリードタイムが短くなっており、景気が後退している印象を受ける。,,
,,▲,旅行代理店（従業員）,販売量の動き,・秋の本格な旅行観光シーズンであるが、海外旅行も含めて契約高が伸びておらず、かなり厳しい状態になっている。,,
,,▲,タクシー運転手,お客様の様子,・今月も連休があって出費が増えたためか、夜の飲食街の客が目に見えて減少している。毎週末の人出も少なく、今月の売上はかなり落ち込んでいる。,,
,,▲,通信会社（営業担当）,お客様の様子,・夏場に比べて客の動きが鈍くなってきている。,,
,,▲,理美容室（経営者）,来客数の動き,・客の来店がない。,,
,,▲,美容室（経営者）,単価の動き,・トリートメントやヘッドスパ等、基本料金プラスアルファの部分に金を使う客が少ない。,,
,,▲,美容室（経営者）,お客様の様子,・当地は政令都市ではあるが、街全体で景気が良くない。若い女性の人口流出が続いていることが問題である。,,
,,▲,その他サービス［介護サービス］（職員）,お客様の様子,・介護保険サービス利用時の個人負担割合が、８月から収入に応じて２割となる人が出ている。客によっては、サービス利用を控えたり、単価の安い品物を選択する傾向が現れている。,,
,,▲,設計事務所（職員）,お客様の様子,・打合せ等の話題では、忙しいが、景気が良いとか儲かっているという話は聞かない。,,
,,▲,住宅販売会社（従業員）,お客様の様子,・個人住宅の新築という話が少ない。,,
,,×,衣料品専門店（経営者）,来客数の動き,・10月に入っても暖かい日が続いているため、冬物の購入に来店する客が非常に少ない。,,
,,×,パチンコ店（経営者）,販売量の動き,・来客数や客単価の動きが悪くなっている。,,
,,×,理容室（経営者）,お客様の様子,・相変わらず、安い店に客足は流れており、景気の良い話は出てこない。,,
,,×,住宅販売会社（経営者）,単価の動き,・客の所得が増加してはいないので、単価の安い物件しか売れない。,,
,,×,その他住宅［住宅管理］（経営者）,単価の動き,・公共工事の量、金額共に前年より減少しており、地方の業者は民間工事を取り合っている。中小企業の経営状況は、相当厳しい。,,
"企業
動向
関連

(東海)",,◎,－,－,－,,
,,○,食料品製造業（経営企画担当）,受注量や販売量の動き,・秋冬物商材の出荷が好調に推移している。特に高付加価値商品の需要が高まり、ある程度の収益も確保できている。,,
,,○,窯業・土石製品製造業（社員）,受注量や販売量の動き,・２年ほどかけて売り込みをしてきた新製品の需要が急激に拡大している。価格より納期最優先の注文が入っており、残業で対応している。,,
,,○,金融業（法人営業担当）,取引先の様子,・取引先の中小製造業では、燃料価格や原材料費の低下により総じて利益が改善傾向にある。,,
,,□,パルプ・紙・紙加工品製造業（総務担当）,受注量や販売量の動き,・大口取引先からの受注が多少減少しているが、全体的には３か月前に比べてあまり変わりはない。,,
,,□,出版・印刷・同関連産業（代表）,取引先の様子,・ネット販売に移行する客が年々増えている。,,
,,□,化学工業（人事担当）,それ以外,・自宅近くの大型ショッピングモールでは、客足や食料品売場のレジの状況等には、特に大きな変化は感じられない。しかし、セール目当てに来店する人が多いようで、少しでも安く購入したいという消費者のマインドを強く感じる。,,
,,□,化学工業（総務秘書）,それ以外,・足元では景気に対する好材料も悪材料も見受けられない。大企業で相次ぐ不祥事は、決して良い材料ではないが、景気への影響はほとんどない。ＴＰＰがまとまったのは良いことだが、景気への影響はまだ先のことである。,,
,,□,金属製品製造業（経営者）,受注量や販売量の動き,・受注量が減少しており、受注価格も相変わらず低下している。,,
,,□,金属製品製造業（従業員）,受注量や販売量の動き,・仕事量は少なくないので基本的には状況は悪くなっていないが、受注単価が上がるわけでもなく、収益的には、まだ改善とは言い難い。,,
,,□,一般機械器具製造業（営業担当）,受注量や販売量の動き,・中国の一部のＥＭＳ（電子機器受託製造サービス）企業では生産量を維持し、順調に設備投資を行っている。,,
,,□,電気機械器具製造業（企画担当）,受注量や販売量の動き,・年初想定よりは輸出が伸び悩んでいるものの、前年同期比でみれば、悪化というほどではない。,,
,,□,電気機械器具製造業（営業担当）,受注価格や販売価格の動き,・ＴＰＰも基本的には景気に影響がなく、変化する要素がない。,,
,,□,電気機械器具製造業（総務担当）,受注価格や販売価格の動き,・客先のケーブルテレビ等、通信関係の業績は好調なようである。ただし新たな設備投資を積極的には行わないので、取引業者では厳しい状況が続いている。利益が上がらなければ、従業員のリストラを行い事業を縮小せざるを得ない。,,
,,□,輸送用機械器具製造業（品質管理担当）,取引先の様子,・客の生産計画により、現状維持となっている。,,
,,□,輸送用機械器具製造業（経営企画担当）,受注量や販売量の動き,・客からの受注は、ほぼ想定どおりとなっており、大きな変動はない。,,
,,□,建設業（営業担当）,取引先の様子,・同業者との話では、あまり極端に仕事が増えることも減ることもなく、現状維持が精一杯と聞いている。,,
,,□,輸送業（経営者）,受注量や販売量の動き,・荷動きは低迷したままであるが、安定しているため、変動が少ないという点では、利益を出しやすい状態が続いている。,,
,,□,輸送業（従業員）,受注量や販売量の動き,・９月の大型連休明けから荷動きが比較的好調で、10月に入っても前年同期をやや上回る動きが続いている。天候が比較的落ち着いておりガソリン価格が値下がり傾向にあることで、週末の買物や外出が増え消費が伸びている。,,
,,□,輸送業（エリア担当）,受注量や販売量の動き,・客先の貨物量は、傾向的には変化はない。,,
,,□,輸送業（エリア担当）,それ以外,・飲食店の話では、最近は、１回当たりの支出はやや増えているが、常連客の来店頻度は間隔が空き、何かイベントがないと来店しない傾向である。,,
,,□,通信会社（法人営業担当）,それ以外,・消費者には節約志向が強い。,,
,,□,金融業（従業員）,取引先の様子,・建築業や自動車関連業をみると、比較的大手の企業の景気は若干良くなってきているが、中小企業や下請については、非常に苦しい状況が続いている。企業では二極化が進んでいる。,,
,,□,金融業（企画担当）,取引先の様子,・株高による資産効果で、資産を持つ人の購買意欲は相応に高い。日本郵政のＩＰＯ（新規公開株）への申込も多く、投資意欲も旺盛である。,,
,,□,不動産業（経営者）,受注量や販売量の動き,・物件取引の委託件数は増えているものの、実際の成立には至らず、住宅価格は底値安定である。,,
,,□,不動産業（用地仕入）,受注価格や販売価格の動き,・販売価格に大きな変化がみられない。,,
,,□,企業広告制作業（経営者）,それ以外,・ハロウィーンで仮装して浮かれている若者たちをみると、景気が上向きであるような雰囲気が醸し出されている。景気の動きは、雰囲気が大きく作用する。,,
,,□,広告代理店（制作担当）,取引先の様子,・紙媒体、電波媒体共に、広告受注量にはそれほど変化はなく、思ったよりも伸び悩んでいる。,,
,,□,行政書士,受注量や販売量の動き,・貨物の荷動きが通常と変わらない。,,
,,□,公認会計士,それ以外,・円安に伴う輸入材料の価格高騰で、中堅企業ではコスト負担が増加している。また、人件費の上昇が、収益性に大きな影響を与えている。,,
,,□,会計事務所（社会保険労務士）,取引先の様子,・どの客も月次の決算・申告は好調で、赤字であったところは黒字になり、累積赤字も少なくなってきている。この傾向はしばらく続いており、変化がない。,,
,,□,その他非製造業［ソフト開発］（経営者）,取引先の様子,・大変な繁忙状況が続き、連日生産を続けている。,,
,,▲,食料品製造業（営業担当）,取引先の様子,・取引先では、３か月前と比べて売上、販売状況共に伸び悩みの傾向が出ている。,,
,,▲,鉄鋼業（経営者）,受注量や販売量の動き,・受注量、販売量共に回復の兆しはなく、前月より５％ほど落ち込んでいる。季節要因としては年間で最も受注量の増える時期であるが、逆行している。,,
,,▲,輸送用機械器具製造業（総務経理担当）,受注量や販売量の動き,・輸出に関連する販売量が減少している。,,
,,▲,建設業（経営者）,それ以外,・杭工事の問題で、マンション販売に影響が出ている。問い合わせがあっても、安全性に関する話ばかりで、マンションへの購入意欲が低下していると実感する。,,
,,▲,輸送業（エリア担当）,受注量や販売量の動き,・貨物の荷動きが、前年同月比5.6％のマイナスと、悪くなっている。,,
,,▲,会計事務所（職員）,取引先の様子,・中小企業の税務申告では、消費税率８％への増税により、消費税の納付負担が重荷となっている。ほとんどの会社が、預かり消費税を日常の運転資金に使用していることが原因である。,,
,,▲,その他サービス業［ソフト開発］（社員）,取引先の様子,・公共事業の入札案件に、今まで参加していない会社が参加するようになった。,,
,,×,電気機械器具製造業（経営者）,取引先の様子,・客が設備投資を減らしているので、その影響で全体的に悪くなっている。,,
"雇用
関連

(東海)",,◎,－,－,－,,
,,○,人材派遣会社（社員）,求人数の動き,・ターミナル駅周辺では新ビル建設ラッシュということもあって様々な企業が移転予定であり、求人数が増加傾向である。,,
,,○,人材派遣会社（社員）,求職者数の動き,・求人依頼は多数あるが、マッチングする人材がいない。,,
,,○,人材派遣会社（社員）,求人数の動き,・例年並みではあるが、３か月前に比べれば良くなっていると感じる。,,
,,○,人材派遣会社（営業担当）,周辺企業の様子,・派遣者の稼働率が前月よりもやや高いことから、製造業全体が、やや活況になっていると感じる。また、客からの引き合い件数が、３か月前に比べて明らかに増えている。,,
,,○,アウトソーシング企業（エリア担当）,採用者数の動き,・自動車メーカーによって差異はあるが、新型車種の発売を控えているメーカーでは、採用者数を確保する動きがある。,,
,,○,職業安定所（職員）,求人数の動き,・前年同月比の新規求人数が４か月連続でプラスとなり、有効求人数も２か月連続のプラスである。産業別には、建設、卸・小売、その他サービス業では減少しているものの、製造業、運輸業、宿泊・飲食サービス、医療・福祉では増加し、全体としては緩やかな回復が続いている。,,
,,○,民間職業紹介機関（営業担当）,採用者数の動き,・ボーナス支給明けや来年４月入社を目指しての活動が活性化する時期的な要因もあり、足元から12月までは転職希望者の登録が増える。,,
,,○,民間職業紹介機関（営業担当）,周辺企業の様子,・中小企業診断士が企業支援のコンサルティングを行う目的として、販路拡大や事業拡大といったテーマが増加している。,,
,,□,人材派遣会社（営業担当）,それ以外,・株価が多少持ち直している。,,
,,□,職業安定所（所長）,求職者数の動き,・求職者の動きは、前年同月比1.6％のマイナスである。在職者の求職が若干増えているが、自己都合退職や事業主退職の人の求職はいずれも減少しており、雇用の安定化がうかがえる。,,
,,□,職業安定所（職員）,求人数の動き,・求人募集の採用意欲は、引き続き全産業においてみられる。正社員の求人数の伸びは相変わらず鈍いが、わずかながら増加をしている。業種別では、医療・介護分野の人手不足は慢性化している。小売業はスーパーのパートを中心に募集が拡大している。自動車等、製造業は、多くの事業所が海外生産へ移ってしまい、引き続き募集の動きは鈍い。再来年度からの消費税再増税の影響も楽観視できない状況である。改正労働者派遣法の施行に伴い、パート求人を中心とする労働者募集の動きも活発化している。,,
,,□,職業安定所（職員）,求職者数の動き,・求職者数の減少が続いているが、在職者による求職数は、前年同月比で４か月連続で増加している。求人数は高水準を維持しているが、正社員としての求人が増えないため、実際の就職にまで結び付かない。,,
,,□,職業安定所（職員）,周辺企業の様子,・人手が不足している企業も多く、受注を制限する等、業績拡大が進まない一因と考えられる。,,
,,□,その他雇用［広告代理店］（求人広告担当）,周辺企業の様子,・就職フェア等に出展する企業は増えているので、多少は良くなっているのかもしれないが、実感はない。景気が悪くなっているとは思わないが、良くなっているとも思わない。,,
,,▲,人材派遣会社（支店長）,求人数の動き,・求人数は３か月前に比べ20％増加しているものの、前年同期比では５％弱割り込んでいることから、厳しい状況となっている。,,
,,▲,新聞社［求人広告］（営業担当）,求人数の動き,・10月の求人件数は前年同月を上回っている。しかし、製造業の多い地区では前年を大幅に下回っている。正社員から契約社員や派遣社員にシフトする企業もある。,,
,,▲,職業安定所（職員）,それ以外,・求人募集時の雇用形態には大きな変化はなく、賃金等の上昇も見られないため、あまり良い状況とはいえない。,,
,,▲,民間職業紹介機関（支社長）,周辺企業の様子,・ドイツの自動車メーカーの不正問題や中国経済の減速から、利益計画を見直す企業が出てきている。大きな動きではないが、一部で求人をストップする企業もある。,,
,,×,新聞社［求人広告］（営業担当）,周辺企業の様子,・企業は人手不足ではあるが、業務拡大等の前向きな人材採用ではない。営業的にはマイナスで推移している。今年の新卒者採用活動では、企業は大きな負担を強いられたように感じる。,,
,,,,,,,
　６．北陸（地域別調査機関：一般財団法人北陸経済研究所）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(北陸)",,◎,タクシー運転手,来客数の動き,・秋口に入って土日を中心に北陸新幹線を利用した観光客が多く、観光の仕事が多いため好調である。夜の街も県外の人が多くなっている。,,
,,○,コンビニ（経営者）,来客数の動き,・テレビＣＭの影響も大きいと思うが、来客数の増加が最近見て取れる。特に好調に推移しているのが、おにぎりやファストフード、今話題のスムージーといった個性のある商材、独自商材、健康商材といったものである。,,
,,○,コンビニ（店長）,来客数の動き,・当店舗ではほぼ全時間帯の前年比が100％を超えている。販売商品においても高単価のレンジアップラーメンなどの売上が好調で、数年前までの昼食の買い控えなどがなくなったように感じられる。コンビニ業界全体で見れば店舗数が増加しており、飽和しかけている感が否めないが、その中でもここ数か月は好調に推移している。,,
,,○,乗用車販売店（役員）,販売量の動き,・新規の取扱車及びマイナーチェンジ車の増加により、３か月前に比べると受注、販売共に好調に推移している。,,
,,○,乗用車販売店（経理担当）,販売量の動き,・10月の販売量は前年同月比80％であり、７月の販売量は前年同月比71％だったので、３か月前と比較して上向きである。,,
,,○,都市型ホテル（スタッフ）,販売量の動き,・北陸新幹線開業効果で、宿泊客は増加した。宴会も大きな学会や大会が多く順調に推移しており、売上は前年に比べ２割ほど伸びている。しかし婚礼は競合激化で減少し、レストランも新幹線効果を除くと地元客のディナータイム利用が減少しているように感じる。,,
,,○,都市型ホテル（役員）,販売量の動き,・宿泊部門は北陸新幹線開業以降、インバウンド及びビジネス客の増加により堅調に推移している。レストラン部門の個人、法人利用に関しては足踏み状態にある。また宴会部門、婚礼部門も同様の傾向にある。,,
,,○,タクシー運転手,販売量の動き,・大きなイベントもあったが、観光客、ビジネス客ともに増加している。,,
,,○,通信会社（役員）,販売量の動き,・毎年９～10月はキャンペーン実施月として契約申込は増加傾向にあるが、今年は前年比30％増で推移しており、個人需要の力強さを感じる。,,
,,○,通信会社（役員）,販売量の動き,・放送、通信サービス共にここ数か月好調を維持している。競合他社の攻勢も弱まり、契約者数の累計も純増が続く。,,
,,○,住宅販売会社（従業員）,来客数の動き,・展示会への来場数やショールームへの来場者が増えている。,,
,,□,商店街（代表者）,お客様の様子,・例年と同じく、寒さとともに防寒具を探す傾向にある。いつもの光景である。,,
,,□,商店街（代表者）,販売量の動き,・当商店街の状況は変化なしではあるが、一部には若干好転の兆しがみられる店舗もある。,,
,,□,一般小売店［事務用品］（店員）,販売量の動き,・商品の値上げが若干影響し、売上額が横ばい状態である。,,
,,□,一般小売店［書籍］（従業員）,来客数の動き,・例年は年末に向けて売上が徐々に上がってくるのだが、来客数が伸びず売上もあまり変わっていない。,,
,,□,百貨店（営業担当）,来客数の動き,・10月初めは観光客も多く前年を上回る数字で推移し、目的買いが多くみられたが、下旬ごろから来客数が極端に減少し落ち込んでいる。プレミアム付商品券の使用期限が今月末に迫っており、まだ持っている人の駆け込みを期待していたが、もう使ってしまったのか、その反動で予想通りにはいかず、伸び悩んでいるのが現状である。,,
,,□,スーパー（店長）,単価の動き,・来店客の客単価的には落ちていないが、生鮮食品の動きがあまり良くない状況である。今年は気候的に寒くなるのが早いようで、秋商材の動きが今一歩であった。,,
,,□,スーパー（総務担当）,単価の動き,・売上はほぼ前年並みで推移している。しかしその内容は１品平均単価が伸びているためであり、逆に１人当たりの買上点数は減少している。景気は決して良くないと思われる。,,
,,□,スーパー（総務担当）,販売量の動き,・値上げなどにより１点単価は上がった状況ながら、既存店ベースでは買上点数、販売量は前年を下回っている状況が続いている。,,
,,□,コンビニ（経営者）,販売量の動き,・イベント規模や天候の良し悪しによって、日曜祭日の数字に多少の上下はあるが、ウィークデーの売上前年比などをみると横ばいの状態であり、変化はみられない。,,
,,□,衣料品専門店（経営者）,お客様の様子,・北陸の中でも、アウトレットモールなどが進出してきた当地が、特に際立って衣料品の落ち込みが大きい。ほとんどの衣料品店が苦戦を強いられていると思われる。,,
,,□,衣料品専門店（経営者）,販売量の動き,・当店舗の実績をみるとやや悪いように思うが、おしなべて横ばいとみるのが妥当だと思う。もう少し良い数字が出ても良いと思いながら、やっぱりだめだと嘆いている状況である。,,
,,□,家電量販店（店長）,販売量の動き,・販売数量が下がっているが、商品単価が上がっているため、横ばいである。,,
,,□,乗用車販売店（経営者）,販売量の動き,・月初に例年通り公共施設を使っての展示会を開催したが、来場数は前年と変わらないが販売台数は前年の60％程度であり、景気は良くないと思う。,,
,,□,乗用車販売店（従業員）,来客数の動き,・８月以降、出張展示会など積極的にイベントに参加しているが、予想ほど売上に影響していない。,,
,,□,住関連専門店（店員）,販売量の動き,・この２か月間は若干の回復を見込んでいたが、今月は回復には至らなかった。,,
,,□,その他小売［ショッピングセンター］,来客数の動き,・肌寒くなり、秋物衣料、高額なフォーマルウェアが動き出したが、例年に比べ販売量が少ない。食料品の値上げが続いているため、購入単価は前年を２％ほど上回っているが、買上客数が３％減と落ち込んでいる。切り売り商品や特売を上手に利用し、購買を工夫している様子である。,,
,,□,その他小売［ショッピングセンター］（統括）,来客数の動き,・今夏の大型商業施設の相次ぐ開業により、来店客が分散している様子である。平日は前年並みではあるが、週末の集客が割り込む傾向が続く。,,
,,□,高級レストラン（スタッフ）,販売量の動き,・北陸新幹線開業後、好業績が継続している。秋の観光シーズンに加え医学系の学会の影響もあり、昼、夜共に来客数は例年比120％を越える。,,
,,□,一般レストラン（店長）,来客数の動き,・旅館宿泊者数は増えていると聞くが、地元商店は目に見えて恩恵を感じていない。プレミアム付商品券の効果もあまり感じない。,,
,,□,観光型旅館（経営者）,来客数の動き,・10月の入込人数も前年比20％ほど増えている。,,
,,□,観光型旅館（スタッフ）,来客数の動き,・前年比総売上135％、宿泊者数126％、宿泊単価107％である。14名以下の個人客が前年比149％と大幅に増加し、15名以上も108％と好調である。客室稼働は95％と高水準を維持している。北陸新幹線効果はまだ続いている。,,
,,□,旅行代理店（所長）,販売量の動き,・受注額が前年比横ばい状況である。,,
,,□,テーマパーク（職員）,来客数の動き,・前年同期比でみると、３か月前から今月まで、ほぼ横ばいの水準の来客数で推移している。,,
,,□,その他レジャー施設（職員）,来客数の動き,・積極的な見学や入会の問い合わせなどがなく、全く良くなる気配が感じられなかった。,,
,,□,美容室（経営者）,来客数の動き,・美容業界では、前年の来客数を維持出来ればまずまずという雰囲気になっている。,,
,,□,住宅販売会社（従業員）,販売量の動き,・９月の受注額は目標数字に対し未達であり、前年同月比２割の減少に終わったが、今年度の累計では２割弱の増加をキープしている。,,
,,□,住宅販売会社（従業員）,お客様の様子,・大きな変化が見られない。ただ住宅用地の動きに多少変化は見られるものの、景気が良くなっているまでの実感がない。,,
,,▲,商店街（代表者）,来客数の動き,・例年以上に催事やイベントで集客に努力しているが、前年の売上を維持するのが難しい状況だ。プレミアム付商品券の効果も１か月ほどで、購買力は落ちてきている。,,
,,▲,一般小売店［精肉］（店長）,単価の動き,・値上がりによって、高単価商品の動きが鈍くなっている。安い物でそれを補うだけの数字を取れておらず、売上が上がってこないのが現状である。,,
,,▲,百貨店（売場主任）,販売量の動き,・プレミアム付商品券の使用期間の終了が目前に迫り、最後の駆け込み需要を期待していたが、前月に続いて生活必需品の購入に使用している消費者が多い。しかし、プレミアム付商品券は９～10月の販売数量及び売上高をけん引し、下支えとなったことは間違いない。７～10月の４か月連続で前年実績は超える。,,
,,▲,百貨店（営業担当）,お客様の様子,・通常この10月を考えると、ファッション的には冬のコートやブーツといったトレンドの動きが出てくるのだが、客からの声では、ファッション的なものはそのうち安くなるので安くなってからで良いから、その分を食品関係で少しぜいたくをしたいという使い分けがある。いずれにせよ財布のひもは固くて、毎日食べるものだけはちょっとだけでもぜいたく感を味わいたいというのが、現状の客の動きであり声である。,,
