,,▲,テーマパーク（職員）,来客数の動き,・来客数が減少している。,
,,▲,テーマパーク（総務担当）,来客数の動き,・来客数は前年をかなり下回っている。,
,,▲,美容室（経営者）,来客数の動き,・客の来店サイクルがかなり伸びている。,
,,▲,住宅販売会社（経営者）,販売量の動き,・契約件数が減少している。,
,,▲,住宅販売会社（企画担当）,お客様の様子,・今月は特に客が慎重で、契約の話が出来ないこともよくある。,
,,×,コンビニ（店長）,販売量の動き,・販売量、来客数ともに減少している。,
,,×,ゴルフ場（営業担当）,来客数の動き,・地元の大手ゴルフ場経営グループが民事再生法を申請した影響で、会員権の購入に不安を感じているためか、会員権販売は激減している。,
"企業
動向
関連

(東海)",,◎,－,－,－,
,,○,鉄鋼業（経営者）,それ以外,・大手製鉄会社の決算が大幅黒字になり、景気は上向きである。しかし内需は伸びていないため、実質的ではない。,
,,○,建設業（経営者）,取引先の様子,・昨年、３か月前と比較して、製造業の設備投資はかなり底堅い。,・前年、３か月前と比較して、製造業の設備投資はかなり底堅い。
,,○,輸送業（エリア担当）,取引先の様子,・製造業をはじめ非常に活発な荷動きになってきている。,・製造業を始め非常に活発な荷動きになってきている。
,,○,企業広告制作業（経営者）,受注量や販売量の動き,・一時的かもしれないが、受注量は増加している。,
,,○,行政書士,受注量や販売量,・運輸業では出荷量が少し上昇している。,
,,○,その他非製造業［ソフト開発］（経営者）,受注量や販売量の動き,・各社とも積極的に動いているが、当社でも大きな仕事が続き非常に忙しい。海外では中国、タイ、欧州が中心で、国内にも大きな動きがある。,
,,□,電気機械器具製造業（経営者）,受注量や販売量の動き,・プレゼン装置の国内販売は３か月前に比べて増加しているが、大学など学校向けの販売は減少している。監視カメラ関連は、販売台数は増加しているが価格競争が厳しく売上は横ばいとなっている。海外販売は微増であるが、円高により損益面で影響が出ている。,
,,□,電気機械器具製造業（従業員）,取引先の様子,・衣料販売の動きが乏しいため、縫製企業の投資意欲は依然低調であり、実出荷に結びついていない。,
,,□,電気機械器具製造業（従業員）,取引先の様子,・客先の好不調がはっきりしている。出張旅費が認められず来社予定をキャンセルする客が２、３社ある一方で、納品の前倒しを依頼してくる客も２、３社ある。,
,,□,電気機械器具製造業（営業担当）,受注価格や販売価格の動き,・年度末に向けて販売数は増加しているが、受注単価は低下している。,
,,□,輸送業（エリア担当）,受注量や販売量の動き,・２月に入っても１月同様荷物量が増加せず、前年を下回っている。全く荷物が動いていない状況である。,
,,□,金融業（企画担当）,受注量や販売量の動き,・２月は物が動かない月だが住宅は昨年に比べて動いており、それに伴い住宅ローン、火災保険も堅調である。,・２月は物が動かない月だが住宅は前年に比べて動いており、それに伴い住宅ローン、火災保険も堅調である。
,,□,広告代理店（制作担当）,取引先の様子,・顧客企業から新製品のＰＲのため印刷媒体を依頼する案件が多少増えているが、全体としてはほとんど変わらない。,
,,□,経営コンサルタント,取引先の様子,・住宅団地では買い手がなく、値下がり状況が続いている。,・住宅団地では買手がなく、値下がり状況が続いている。
,,□,会計事務所（職員）,取引先の様子,・今月は公共工事の下請をしている会社は多少忙しいようであるが、民間受注が主な会社は低迷が続いている。,
,,□,会計事務所（社会保険労務士）,取引先の様子,・確定申告の時期であるが、顧問先の売上や所得はそれほど変化していない。顧問報酬の入金が遅れている事業者もあるが、その数も増減していない。,
,,▲,食料品製造業（企画担当）,受注量や販売量の動き,・当社の取引先である卸売業、小売業の両方で、既存店ベースの商品売上は前年を下回っている。,
,,▲,化学工業（人事担当）,受注量や販売量の動き,・価格が安くても販売量が増えない状況になってきている。,
,,▲,金属製品製造業（従業員）,取引先の様子,・大型プロジェクトが一段落して、仕事量が減ってきたと言う声が多い。,
,,▲,一般機械器具製造業（経理担当）,受注量や販売量の動き,・原油価格の高騰が続いており、顧客企業の投資は期待できない。受注成約も大幅に遅れている。,
,,▲,広告代理店（経理担当者）,取引先の様子,・問い合わせや発注の動きが鈍くなっている。新規客が減少している。,
,,▲,公認会計士,取引先の様子,・製造業の出荷状況、飲食店の入店状況、運送業の稼働状況等を総合的に判断して、昨年末と比べるとやや悪くなっている。,・製造業の出荷状況、飲食店の入店状況、運送業の稼働状況等を総合的に判断して、前年末と比べるとやや悪くなっている。
,,×,窯業・土石製品製造業（経営者）,受注量や販売量の動き,・３か月前と比較して、１月に続き２月も大幅な減収減益となっている。,
,,×,非鉄金属製品製造業［鋳物］（経営企画担当）,受注価格や販売価格の動き,・原材料が高騰しているが、販売価格になかなか転嫁できない状況が続いている。単価が上昇しないだけでなく販売量もあまり伸びない状況で推移している。,
,,×,輸送用機械器具製造業（統括）,取引先の様子,・コスト低減要請が強烈で、採算確保が非常に難しくなってきている。,
"雇用
関連

(東海)",,◎,人材派遣会社（社員）,求人数の動き,・正社員の求人案件の受注が引き続き好調である。,
,,◎,職業安定所（所長）,求人数の動き,・引き続き製造業が好調である。他の業種もそれに引っ張られて好調に推移している。,
,,◎,学校［大学］（就職担当）,採用者数の動き,・食品、物流、精密、業務用冷凍冷蔵庫、エネルギー事業、サービス、保険、建設産業機械レンタル、ＩＴ関連のシステムエンジニアなどの求人意欲が高まっており、追加募集で採用者を増加させる動きが出てきている。,
,,○,人材派遣会社（社員）,求人数の動き,・人材不足感が先月より一層高まり、受注増加に対して人材が追いつかない状態が続いている。特に新規注文が前年同月比150％と著しく増加している。,・人材不足感が前月より一層高まり、受注増加に対して人材が追いつかない状態が続いている。特に新規注文が前年同月比150％と著しく増加している。
,,○,職業安定所（職員）,求人数の動き,"・管内の有効求人倍率は、３か月前に比べて、月間有効求人数が0.1％増加し月間有効求職者が6.4％減少しているため、0.09ポイント上昇し1.38倍となっている。前月比では0.01ポイント上昇している。
・新規求人は、前年同月に比べて、製造業が15.8％増加しているが、建設業で29.0％、サービス業で32.7％、卸・小売業で5.3％減少している。全体では9.9％の減少となっている。",
,,○,民間職業紹介機関（職員）,求人数の動き,・１月に比べて求人数が増えている。12月との比較では２割ほども増えている。,
,,□,新聞社［求人広告］（営業担当）,求人数の動き,・新卒の求人状況は前年比20％増である。ただし各企業とも採用基準を若干厳しくする動きにあり、就職希望学生にとっては必ずしも広き門とはなっていない。企業側は採用するに足る人材のみを求めており、基準に満たない人は採用していない。,
,,□,新聞社［求人広告］（担当者）,求人数の動き,・万博景気で請負業を中心に求人件数は多い。スポーツ紙上の求人件数も維持している。しかし正社員募集は増えていない。,
,,□,職業安定所（職員）,採用者数の動き,・求人数は増加傾向にあるが、中高年の採用者数は減少している。また時間給のパート採用者が増加しており、依然として求職者には厳しい状況である。,
,,□,職業安定所（職員）,求人数の動き,・派遣や請負の求人数が増加傾向にある。,
,,□,職業安定所（管理部門担当）,求職者数の動き,・新規求職者数が減少しているが、その要因として雇用形態の希望の相違による求人、求職の不適合がある。,
,,□,民間職業紹介機関（経営者）,求人数の動き,・キャリア採用の求人数は引き続き緩やかに増加している。,
,,▲,＊,＊,＊,
,,×,－,－,－,
,,,,,,
　６．北陸（地域別調査機関：（財）北陸経済研究所）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(北陸)",,◎,－,－,－,
,,○,スーパー（店長）,販売量の動き,・客の要望する商品の価格帯に合致させれば、非常に売れる商品が登場している。例えば、従来480円の刺身を398円にするなど、生活防衛につながる価格帯にすると、非常に売行きが良い。,
,,○,コンビニ（店長）,来客数の動き,・３か月前に比べて、土、日曜日の売上と来客数は増加している。特に、給料日直後の週末は顕著である。,
,,○,その他専門店［医薬品］（営業担当）,競争相手の様子,・客の購買意欲は上向きになってきている。また、店舗売場面積の拡大などの競争状態がますます激化し、１人当たり買上点数が減っていても、ある程度の利益は確保できている。,
,,○,高級レストラン（スタッフ）,販売量の動き,・最近６か月間の各店のトータル販売量は各月とも前年、前々年を上回っている。また、売上の下げ止まり感がある。,
,,○,一般レストラン（スタッフ）,単価の動き,・最近は家族連れと団体の来店客が増加している。また、一品単価、１人当たり客単価も伸びている。,・最近は家族連れと団体の来店客が増加している。また、１品単価、１人当たり客単価も伸びている。
,,○,住宅販売会社（従業員）,販売量の動き,・春先ということもあり、来客数は増えている。住宅金融公庫の金利が下がったことから、販売量も増加している。,
,,□,一般小売店［鮮魚］（従業員）,販売量の動き,・販売量については良くも悪くもないが、最悪期は脱した。,
,,□,一般小売店［事務用品］（営業担当）,単価の動き,・年度末の３月を控えての案件が少なく、また案件があっても競争激化で販売単価が下がっている。,
,,□,スーパー（総務担当）,販売量の動き,・客は各店のチラシを見ながら安い商品を買い回っている。オーバーストアの中でチラシ攻勢を怠れば、販売量は落ちる。,
,,□,スーパー（営業担当）,単価の動き,・昨年４月に消費税の総額表示が導入されて以来、一品単価が約５％下がったまま状態である。加えて、１人当たり買上点数が上がらないため、客単価は10～20円低くなっている。,・前年４月に消費税総額表示が導入されて以来、１品単価が約５％下がったまま状態である。加えて、１人当たり買上点数が上がらないため、客単価は10～20円低くなっている。
,,□,スーパー（副店長）,単価の動き,・来客数は冬物バーゲン時に増加している。しかし、客は商品をより吟味し、必要な物以外は購入しない傾向がますます顕著になっている。,
,,□,家電量販店（経営者）,販売量の動き,・薄型テレビやＤＶＤレコーダーが引き続き好調に推移する一方で、パソコン本体の販売数量と単価がともに前年比２けたダウンとなり、不調に歯止めがかからない。,
,,□,乗用車販売店（営業担当）,お客様の様子,・毎年この時期は客の購買意欲が高まり、商談が短時間で終了していたが、今年はかなり長期化しており、その上なかなか決まらない。,
,,□,一般レストラン（店長）,来客数の動き,・昼の来客数はまずまずであるが、夜の客が少ない。,
,,□,都市型ホテル（スタッフ）,来客数の動き,・宿泊、一般宴会、レストランの通常営業の利用客がいずれも前年を下回り、売上額も下回る見込みである。,
,,□,タクシー運転手,来客数の動き,・月の前半は新年会や食の祭典などで、後半は大学入試や週末の夜の繁華街で人出があった。しかし、中旬や平日の人出はさっぱりで、また特に昼の売上が悪いため、全体としては変わらない。,
,,□,タクシー運転手,来客数の動き,・昼はまずまずであるが、夜の客はタクシー台数が過剰なため、客の依頼電話から10分後の到着では断られる。,
,,□,通信会社（営業担当）,販売量の動き,・今月は売れ筋商品がほとんど入庫せず、客への販売量は伸びなかった。,
,,□,テーマパーク（職員）,来客数の動き,・団体客の動きは悪いが、グループ、個人の客が天候にも恵まれて堅調なため、全体では前年並みの来客数を確保できた。,
,,□,テーマパーク（職員）,単価の動き,・入場者数は前年に比べてあまり良くないが、一人当たり支出額はそれなりに上がっている。,・入場者数は前年に比べてあまり良くないが、１人当たり支出額はそれなりに上がっている。
,,□,住宅販売会社（従業員）,それ以外,・他社との差別化政策により、高価格商品が受注できた。時代に合ったものであれば、少し高くても客に受け入れてもらえる。,
,,▲,一般小売店［鮮魚］（店長）,単価の動き,・一品単価は前年の低下に歯止めがかからず、今年も更に下げ続けている。来客数や１人当たり買上点数は変わっていないが、単価が極端に低下したため、売上は非常に厳しい。競合他店のチラシをみても異常な価格になっており、価格競争にまた入りつつある。,・１品単価は前年の低下に歯止めがかからず、今年も更に下げ続けている。来客数や１人当たり買上点数は変わっていないが、単価が極端に低下したため、売上は非常に厳しい。競合他店のチラシをみても異常な価格になっており、価格競争にまた入りつつある。
,,▲,百貨店（営業担当）,お客様の様子,・２月は冬物の最終バーゲンと春物の立ち上がりの月である。通常はメーカーからの春物商品の供給は80～90％となるが、最近はメーカーも非常に慎重になり、直近にならないと商品展開をしないため、今年は60％程度にとどまった。このため、客の出足が遅くなっている。,・２月は冬物の最終バーゲンと春物の立ち上がりの月である。通常はメーカーからの春物商材の供給は80～90％となるが、最近はメーカーも非常に慎重になり、直近にならないと商品展開をしないため、今年は60％程度にとどまった。このため、客の出足が遅くなっている。
,,▲,コンビニ（経営者）,競争相手の様子,・同業他社で来月に１店、再来月に１店と、軒並みに閉店予定がある。,
,,▲,衣料品専門店（経営者）,販売量の動き,・昨年末から暖冬が続いたため、２月は春物が早くから動くと期待していたが、月半ばから月末にかけて雪が降り、販売量は思ったように上がらなかった。,・前年末から暖冬が続いたため、２月は春物が早くから動くと期待していたが、月半ばから月末にかけて雪が降り、販売量は思ったように上がらなかった。
,,▲,住関連専門店（店員）,販売量の動き,・全体の受注件数は前年比83.4％、内訳はホームファッションが83.8％、家具が81.0％となった。上旬は大雪の影響で来客数がダウンしたが、中旬以降も一向に回復傾向がみられず、厳しい状況である。,
,,▲,その他専門店［酒］（経営者）,販売量の動き,・当店の商売の仕方が時代に合っていないのかと思うくらいに、販売量も来客数も少なくなっている。,
,,▲,観光型旅館（スタッフ）,来客数の動き,・２月の宿泊実績は前年同月比で大幅な減少となった。,
,,▲,美容室（経営者）,お客様の様子,・高齢者の来店が徐々に減少している。,
,,▲,美容室（経営者）,来客数の動き,・来客数の減少は客の来店サイクルが延びていることと、近くに安い店が増えてきたことが原因である。,
,,×,商店街（代表者）,来客数の動き,・来街者数の減少だけでなく、店や客の雰囲気も悪くなっている。,
,,×,百貨店（営業担当）,お客様の様子,・来客数が前年に比べて少ない。加えて、春物の動きが非常に悪く、店頭で品物を見ても購入に結びつく客が非常に少ない。,
,,×,乗用車販売店（経営者）,販売量の動き,・来客数や引き合いの数は前年並みであるが、なかなか販売に結びつかない。,
,,×,住宅販売会社（従業員）,販売量の動き,・例年２月は商談の進まない時期であるが、今年は特に降雪が連続したため除雪などで仕事のパワーが奪われ、商談が中断するなど、契約量も減っている。,
"企業
動向
関連

(北陸)",,◎,－,－,－,
,,○,一般機械器具製造業（経営者）,それ以外,・受注量、受注価格、取引先の様子、競争相手の状況など、いずれも上向きで積極的である。更に増産設備に対する意欲、引き合い、受注が昨秋以降増加している。,・受注量、受注価格、取引先の様子、競争相手の状況など、いずれも上向きで積極的である。さらに増産設備に対する意欲、引き合い、受注が昨秋以降増加している。
,,○,金融業（融資担当）,取引先の様子,・電子部品業では昨年11月以降、在庫調整によりやや減少していた受注が戻ってきている。その他の業界でも、素材価格の上昇で値戻しが進展している。,・電子部品業では前年11月以降、在庫調整によりやや減少していた受注が戻ってきている。その他の業界でも、素材価格の上昇で値戻しが進展している。
,,□,食料品製造業（企画担当）,受注量や販売量の動き,・主原料の高騰が徐々に顕在化しており、これが不安材料となりつつある。,
,,□,プラスチック製品製造業（企画担当）,受注価格や販売価格の動き,・昨年12月１日から製品の値上げに踏み切ったが、半分以上の先は思ったように交渉が進んでいない。,・前年12月１日から製品の値上げに踏み切ったが、半分以上の先は思ったように交渉が進んでいない。
,,□,電気機械器具製造業（経理担当）,受注量や販売量の動き,・在庫調整がまだ終了しておらず、新規及び従来品の受注が非常に低調である。,
,,□,輸送業（配車担当）,受注量や販売量の動き,・全体的に荷物の量が減っており、特に鉱工業製品で目立つ。,
,,▲,繊維工業（経営者）,競争相手の様子,・産地全体の受注状況が悪化している。,
,,▲,繊維工業（経営者）,受注量や販売量の動き,・スポーツ衣料と資材は特に変化がないが、婦人衣料は昨年の猛暑と今年の暖冬で流通段階の動きが非常に悪く、苦戦している。,・スポーツ衣料と資材は特に変化がないが、婦人衣料は前年の猛暑と今年の暖冬で流通段階の動きが非常に悪く、苦戦している。
,,▲,精密機械器具製造業（経営者）,受注価格や販売価格の動き,・眼鏡の仕事量はあまり変わっていないが、最近は中国製品の価格に引きずられて、非常に安い価格の受注が多く、収益性が悪くなっている。,
,,▲,建設業（経営者）,競争相手の様子,・土木のＡランク業者では受注量も手持ち工事量も極めて少なくなっている。Ａランク業者向けの公共工事が少ないため、Ｃ、Ｄランク業者向けの公共工事受注を意図して、子会社を設立する動きが目立っている。,
,,×,建設業（総務担当）,競争相手の様子,・期末を控え、受注価格競争が一段とエスカレートしており、建築、土木ともに落札する機会は極めて厳しい状態にある。,
"雇用
関連

(北陸)",,◎,－,－,－,
,,○,求人情報誌製作会社（編集者）,雇用形態の様子,・広告件数は変わらないが、製造関連企業の正社員募集がやや増加している。,
,,○,職業安定所（職員）,求人数の動き,・求人数が増加している。,
,,□,人材派遣会社（社員）,求人数の動き,・求人数は依然として堅調で、これに応ずる求職者数も多いが、企業が要望する能力を持つ人材が極めて少ない。,
,,□,民間職業紹介機関（経営者）,求人数の動き,・求人数は多いものの、企業の期待する人材が少ないためか、繰り返しの求人が多い。,
,,□,学校［大学］（就職担当）,採用者数の動き,・学生の就職内定率は１月末で約８割と、前年とほぼ同じである。,
,,▲,－,－,－,
,,×,新聞社［求人広告］（担当者）,求人数の動き,・２月の求人広告は前年比で２割減少している。内容的には正社員の募集広告が減っている。,
,,,,,,
　７．近畿（地域別調査機関：りそな総合研究所（株））,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(近畿)",,◎,旅行代理店（店長）,来客数の動き,・２、３か月前は台風や地震の影響が尾を引き、来客数も前年を下回る状況であったが、２月単月では前年比で121％と好調に推移した。販売単価の低下分も含めて確実に取り戻している。,
,,◎,通信会社（経営者）,それ以外,・業界各社が好調で人を増やし始めており、システム開発者を含め、技術職の採用が非常に難しくなっているほどである。,
,,○,百貨店（経理担当）,販売量の動き,・冬物の処分は一段落したが、まだまだ寒い日が続いているので、春物も流行に敏感な商品が動いたものの、その他は今一つの動きである。ただ、今年は家庭用品で春のインテリアが動いている。,
,,○,衣料品専門店（営業・販売担当）,販売量の動き,・春物スーツの動きが例年よりも早く、活発になってきている。,
,,○,乗用車販売店（営業担当）,販売量の動き,・昨年に比べて売上が５割のアップとなっている。新型車が出たこともあり、非常に良く売れている。,・前年に比べて売上が５割のアップとなっている。新型車が出たこともあり、非常に良く売れている。
,,○,その他専門店［医薬品］（経営者）,来客数の動き,・今月は寒暖の差があったので風邪薬や栄養ドリンクが活発に動いた。,
,,○,旅行代理店（広報担当）,来客数の動き,・国内旅行、海外旅行のいずれについても、１～３月は予約状況が人員ベースで前年を上回っている。愛知万博へのツアー予約についても、開催まで１か月を切ってようやく動き出した。,
,,○,その他レジャー施設［球場］（経理担当）,来客数の動き,・野球のオフシーズンにもかかわらず、前年比でプラス20％程度の来客数の増加が見込まれる。,
,,○,その他サービス［ビデオ・ＣＤレンタル］（エリア担当）,販売量の動き,・昨年からの韓流ブームの影響もあり、既存店売上は前年の水準をクリアした。,・前年からの韓流ブームの影響もあり、既存店売上は前年の水準をクリアした。
,,○,住宅販売会社（経営者）,単価の動き,・土地が商業地を中心に、依然高値で取引されている。,
,,○,住宅販売会社（従業員）,お客様の様子,・分譲マンションでは高齢者需要が大きくなっている。シニア住宅では分譲型をはじめ、利用権方式、賃貸型まで需要が大きい。,・分譲マンションでは高齢者需要が大きくなっている。シニア住宅では分譲型を始め、利用権方式、賃貸型まで需要が大きい。
,,○,その他住宅［情報誌］（編集者）,お客様の様子,・年明けよりも明らかに不動産購入が活発になっており、竣工間近の新築マンションの販売在庫が順調に売れている。また人気エリアの中古物件に関しても、品薄感が出てきており、全般的に価格の底入れが感じられるようになった。,
,,□,一般小売店［衣服］（経営者）,単価の動き,・冬物のセールが好調であったが、春物の動きがまだ悪い。,
,,□,百貨店（営業担当）,競争相手の様子,・毛皮などの季節商品は昨年以上の引き合いがあったが、郊外のショッピングセンターなど異業種との競争激化により、来客数は減ってきている。,・毛皮などの季節商材は前年以上の引き合いがあったが、郊外のショッピングセンターなど異業種との競争激化により、来客数は減ってきている。
,,□,百貨店（統括）,販売量の動き,・住まい関連の商品とバレンタイン菓子が前年と比べて若干良い程度で、ほぼ変化はみられない。,
,,□,百貨店（サービス担当）,お客様の様子,・売上は前年の５％減で推移している。今月は有名ブランドで値上げがあったので、値上げ前の駆け込み需要により特選婦人洋品は好調であったが、売上全体を引き上げるだけの効果はなかった。,・売上は前年の５％減で推移している。今月は有名ブランドで値上げがあったので、値上げ前の駆け込み需要により特選婦人洋品は好調であったが、売上全体を引上げるだけの効果はなかった。
,,□,スーパー（経営者）,お客様の様子,・２月は子供の受験や入学でお金がいるのか、非常に買物が慎重になっており、最低限に切り詰めている動きがみられる。,
,,□,スーパー（経理担当）,お客様の様子,・競合店との価格競争が非常に激しい。さらに、客は特売や日替わり商品を目がけて来るので、売上は伸びない状況が続いている。,
,,□,衣料品専門店（経営者）,単価の動き,・１月は冬物セール用商品がたくさんあったので売上は伸びたが、２月に入ってからは売る物がなくなってきた。,
,,□,衣料品専門店（経営者）,競争相手の様子,・商店街で高級店の閉店が相次ぐなか、低価格で参入できるところには新規店舗が出店してきているが、数百万円程度の投資にとどまっている。,
,,□,家電量販店（店長）,販売量の動き,・各社の決算が近づくにつれて価格競争が激化しており、売上と粗利のバランスが崩れてきている。,
,,□,家電量販店（企画担当）,単価の動き,・薄型テレビ、ＤＶＤ、空気清浄機は順調に推移している。ただ、白物家電を除いて単価が毎月下がってきている。,
,,□,乗用車販売店（経営者）,お客様の様子,・例年この時期は自動車がもっと売れるのだが、今年は静かであり、客からもリストラの話などをよく聞く。,
,,□,その他専門店［医薬品］（店員）,来客数の動き,・一部の新製品や話題商品の売行きが若干良くなっている。,
,,□,その他専門店［スポーツ用品］（経理担当）,販売量の動き,・暖冬による秋冬物の返品の増加で在庫が増えている。,
,,□,スナック（経営者）,来客数の動き,・１月の新年会をやめて、小さな集まりを２月に行うグループが結構あったため、最悪の状態は免れた。,
,,□,都市型ホテル（支配人）,販売量の動き,・飲食、宿泊部門は個人、グループ等の利用により、前年実績を若干上回ったが、宴会部門で前年を若干下回ったことから、全体的には現状維持とみられる。,
,,□,都市型ホテル（スタッフ）,来客数の動き,・宿泊では、ビジネスを中心に個人客が伸びない。料金を下げても反応がなく、全体的に閉塞感が感じられる。その一方、宴会は順調で、ここ３か月連続で前年の水準を上回っている。,
,,□,都市型ホテル（営業担当）,来客数の動き,・宿泊に関しては、昨年まで３月にあった医師国家試験の団体宿泊が今年から２月になったことや、１月から常宿の宿泊数が増えたことから、売上が前年予算を上回った。個人の動きはほぼ前年並みで、宴会に関しては一般宴会、婚礼とも前年予算と比べてマイナスと厳しい状況になっている。,・宿泊に関しては、前年まで３月にあった医師国家試験の団体宿泊が今年から２月になったことや、１月から常宿の宿泊数が増えたことから、売上が前年予算を上回った。個人の動きはほぼ前年並みで、宴会に関しては一般宴会、婚礼とも前年予算と比べてマイナスと厳しい状況になっている。
,,□,タクシー運転手,お客様の様子,・流し営業、ホテル待機営業とも客の乗車機会は堅調に推移したが、今月は気温低下、天候不順などにより、やむを得ずタクシーを利用する客が多くなった可能性がある。,
,,□,タクシー会社（経営者）,お客様の様子,・繁忙期である週末も乗客が少なく、街に人出があっても最終電車を目指して人が流れている。,
,,□,競輪場（職員）,単価の動き,・２月はレースのグレードが低かったことや、開催が平日だったことなどから、11月に比べて本場単価が低下したものの、場外発売単価が良かったので相殺すると変わらない。,
,,□,その他レジャー施設［イベントホール］（職員）,販売量の動き,・今月は長期公演もあったが、ここ数か月と同じように様々なジャンルのイベントも開催された。準備日も含めると休みなしでフル稼働となり、大いににぎわった。,
,,□,住宅販売会社（従業員）,お客様の様子,・２月は客の買い急ぎがあまりみられないため、例年契約率が落ちる。法人に関しては、決算対策が活発になる３月に動くことが多く、今年も例年通りの動きであった。,
,,□,住宅販売会社（総務担当）,それ以外,・不動産購入が活発になってきているが、入札物件が多いため、実際はなかなか成約できない。また、不動産売却の情報も少なく、良い物件の確保が難しい。,
,,▲,一般小売店［時計］（経営者）,販売量の動き,・近隣の大型ショッピングセンターで１年がかりの建替えが進んでいる。その完成を控えて、仮設店舗で前倒しの閉店セールが始まっており、客はそちらに集まっているので、来客数が減少している。,
,,▲,百貨店（売場主任）,販売量の動き,・気温の影響やトレンド商品の不在等で春物商品の動きが鈍いほか、冬物売り尽くしセールも低調であったので、今月は大苦戦した。,・気温の影響やトレンド商品の不在等で春物商材の動きが鈍いほか、冬物売り尽くしセールも低調であったので、今月は大苦戦した。
,,▲,コンビニ（経営者）,来客数の動き,・競合店の相次ぐ出店により来客数が15％程度減っている。客単価もやや下がっており、売上はかなり厳しい状況が続いている。,
,,▲,コンビニ（店長）,販売量の動き,・１月から２月にかけて前年より気温が低めであったことや、前年にコンビニ限定の特定保健用食品の発売があった反動などで、今年は不振である。,・１月～２月にかけて前年より気温が低めであったことや、前年にコンビニ限定の特定保健用食品の発売があった反動などで、今年は不振である。
,,▲,観光型旅館（経営者）,単価の動き,・冬場でも海釣り等で来ていた常連客が、今年はあまりみられない。,
,,▲,都市型ホテル（役員）,来客数の動き,・12月、１月と上向いていた宿泊部門も、今月は宿泊客数が減少気味で推移している。好調だったレストラン部門も、１月以降は来客数が急激に悪化している。,
,,▲,旅行代理店（営業担当）,販売量の動き,・愛知万博関係の商品は順調であるが、それ以外については販売量が減少している。,
,,▲,タクシー運転手,来客数の動き,・例年、寒い時期は近距離でもタクシーを利用する客がみられたが、今年はそれがみられない。夜間においても帰宅時間が早まり、深夜の需要が少なくなっている。,
,,▲,タクシー運転手,競争相手の様子,・安いメーター料金のタクシーも、空車が目立っている。,
,,▲,通信会社（経営者）,お客様の様子,・新商品の投入はあるが、顧客の動きが鈍い感がある。,
,,▲,美容室（店長）,販売量の動き,・セット販売を行っている化粧品の入荷が遅れ、販売が前年に比べて３分の１ほど減少した。,
,,×,商店街（代表者）,お客様の様子,・天候の悪い日には商店街の人通りが全くない。また、春物関係の出足も悪い。,
,,×,コンビニ（経営者）,来客数の動き,・これまで１日に２、３回来店していた客も、今月中旬以降は１回になった。さらに、毎日来店していた客も１日間隔になってきている。,
,,×,その他専門店［宝石］（経営者）,お客様の様子,・宝飾品は単価の下落がなかなか止まらず、低単価品に需要が集中している。,
"企業
動向
関連

(近畿)",,◎,建設業（経営者）,それ以外,・顧客からの問い合わせが増えてきているが、特に新規の客からの問い合わせが多い。,
,,○,不動産業（経営者）,受注量や販売量の動き,・売却物件の不足が気になるものの、大阪市内を中心として、収益不動産の３月末に向けた駆け込み需要が活発化している。,
,,○,その他非製造業［民間放送］（従業員）,受注量や販売量の動き,・ラジオスポットが例年になく好調を維持した。テレビスポットは、東京地区で各局在庫量を上回る需要でオーバーフロー気味である。スポンサーがキャンペーン延期などを決定し、大阪でも発注取りやめが若干あった。,
,,□,食料品製造業（従業員）,受注量や販売量の動き,・今月も先月に引き続き、受注量、販売量ともに伸び悩んでいる。企画ごとの受注数が減っているほか、量販店等も売上が伸びていないため、受注全体が減ってきている。,・今月も前月に引き続き、受注量、販売量ともに伸び悩んでいる。企画ごとの受注数が減っているほか、量販店等も売上が伸びていないため、受注全体が減ってきている。
,,□,金属製品製造業（総務担当）,受注価格や販売価格の動き,・鉄板や鋼材などの原材料価格は高騰しているにもかかわらず、販売価格は値上げが通らない状況が続いている。,
,,□,一般機械器具製造業（経営者）,取引先の様子,・製鉄関係の取引先では相変わらず活発に投資が行われている。当社にも、品質向上のための設備投資案件の引き合いが多い。,
,,□,電気機械器具製造業（宣伝担当）,受注量や販売量の動き,・ＡＶ関連商品の薄型テレビ、ＤＶＤレコーダー等は、これまで通り堅調に推移しているが、その他のジャンルでは変化のない状況である。,
,,□,建設業（経営者）,受注価格や販売価格の動き,・鉄、原油価格の高騰により建設資材の高値が続いている。受注競争は相変わらず厳しい。,
,,□,金融業（営業担当）,取引先の様子,・中小建設業、内装工事業は売上の減少傾向に歯止めがかかってきている。また建売業においても、契約件数は若干であるが回復してきている。,
,,□,不動産業（経営者）,取引先の様子,・建売住宅用地やマンション用地の取得意欲は依然おう盛で、土地価格も上昇傾向にあるが、分譲価格に反映されていない。,・建売住宅用地やマンション用地の取得意欲は依然旺盛で、土地価格も上昇傾向にあるが、分譲価格に反映されていない。
,,□,コピーサービス業（従業員）,受注量や販売量の動き,・従来は利用が少なかった病院や大学からの大量の注文が発生した。双方とも収入源である患者や学生の減少傾向に対するプロモーションのため、印刷物を強化しているようである。,
