,,□,テーマパーク（職員）,来客数の動き,・能登半島地震の風評被害の影響はまだ完全とはいえないが、徐々に回復傾向にある。しかし、８月は主な顧客である個人客の動きが鈍く、前年に比べ１割程度の利用減となった。,
,,□,住宅販売会社（総務担当）,お客様の様子,・梅雨明けの猛暑により、中旬までは客の動きが悪く、イベントへの集客も少なかった。ただし、後半は若干持ち直している。,
,,▲,商店街（代表者）,来客数の動き,・県外からの来街客が減少傾向にある。,
,,▲,百貨店（営業担当）,お客様の様子,・猛暑のため、暑さ対策の家電用品を中心にリビング用品がよく売れた。反面、客はサンダル、帽子、Ｔシャツなどの夏物ファッションについて「無駄な物は買わない、まとめ買いはしない」という態度である。暑さ対策の支払が増加した分を、ファッション商品の節約でカバーしているようにみえる。,
,,▲,スーパー（店長）,来客数の動き,・日常の買い回り品については、客に生活防衛意識が働いている。,
,,▲,スーパー（営業担当）,単価の動き,"・旧盆の帰省客向けの手土産やギフト商品は中心価格帯が前年の2,000～3,000円から低下し、2,000円を割り込む状態である。家族で食べるすしやオードブルなども単価が安く、ボリュームの多いものが好まれ、前年に比べ客単価が低下している。",
,,▲,衣料品専門店（経営者）,来客数の動き,・例年になく暑い日が続き、８月後半の秋物の立ち上がりが遅れている。,
,,▲,都市型ホテル（スタッフ）,販売量の動き,・宿泊、レストランの売上は低迷から回復できない。,
,,▲,タクシー運転手,販売量の動き,・観光客の姿は例年並みに見られたが、タクシーの利用は少なかった。猛暑のせいか、夜の繁華街に繰り出す人も例年より少なかった。,
,,▲,その他レジャー施設（職員）,単価の動き,・来客数は横ばいであった。今年の夏は例年以上に暑かったため、飲料の売上を期待したが伸びなかった。また、土産品の動きも悪かった。,
,,▲,美容室（経営者）,来客数の動き,・６、７月は前年の売上、来客数を何とか維持できたが、８月に入ってから猛暑のせいか、売上、来客数とも前年を大きく下回っている。,
,,▲,住宅販売会社（従業員）,お客様の様子,・猛暑の影響もあり、夏場の家づくりムードが高まらず、受注は非常に不振であった。展示場の来場者も減少している。,
,,×,商店街（代表者）,来客数の動き,・客は猛暑やガソリンの高騰で外出を控える傾向が強い。とくに猛暑についてはテレビで「外出を控えるように」との報道が見られ、お手上げ状態である。,
,,×,一般小売店［鮮魚］（従業員）,販売量の動き,・北陸地方の２度にわたる大地震で観光客が戻っていない。また８月の猛暑に加え、お盆休みがほぼ１週間の長期となったため、「この日がヤマ」というピークがなく、盛り上がりに欠けた。,
,,×,一般小売店［事務用品］（営業担当）,販売量の動き,・例年この時期は、お盆休みをはさみ、売上が見込めないが、前年と比較すると売上の更なる落ち込みが目立つ。,
,,×,乗用車販売店（経営者）,お客様の様子,・商談中に客から常に聞こえてくる言葉は「低燃費・小型化・低価格」である。ガソリン価格の高騰と更なる値上がり気配に加え、車両価格の値上げ傾向を反映し、客に買い控え傾向が見られる。反面、中古車の引き合いは増加し、受注も増えている。,
,,×,住関連専門店（店長）,販売量の動き,・家具、インテリア業界は、全国でチェーン展開をしている大手企業を除いては、非常に厳しい状況になっている。,
"企業
動向
関連

(北陸)",,◎,－,－,－,
,,○,不動産業（経営者）,受注量や販売量の動き,・同業者の情報を総合すると、郊外ではコンビニやグループホーム、デイサービスなどの建築用土地を賃借する大型仲介物件の動きが見られる。,
,,□,繊維工業（経営者）,受注量や販売量の動き,・婦人衣料に比べて、スポーツ衣料は比較的安定している。非衣料分野は横ばいである。,
,,□,プラスチック製品製造業（企画担当）,受注量や販売量の動き,・半年前から受注量が減少し、その後は変化がない。,
,,□,一般機械器具製造業（総務担当）,受注量や販売量の動き,・ヨーロッパ、アメリカ市場は好調であるが、国内市場が若干停滞している。,
,,□,電気機械器具製造業（経理担当）,取引先の様子,・７月から始まったＩＴ関連の仕事は極めて多忙である。しかし、業界全体ではあまり変わっていない。,
,,□,精密機械器具製造業（経営者）,取引先の様子,・眼鏡産地としては、秋に向けて新型の量産時期にあることや、一部改定された原産国表示ルールへの対応などから、国内の仕事量は増加しているように見受けられる。しかし、総じて厳しい状況が続いている。,
,,□,新聞販売店［広告］（従業員）,受注量や販売量の動き,・受注量はほとんど変わらない。受注単価が上昇し、また縮小していた業種で折込が出始めたが、全体的には横ばい傾向である。,
,,□,税理士（所長）,受注価格や販売価格の動き,・中小企業では仕入価格の上昇を販売価格に転嫁する力が弱いため、多くの会社は苦戦を強いられている。,
,,▲,食料品製造業（企画担当）,受注量や販売量の動き,・高付加価値商材の販売量の伸びが鈍化し、気候の影響もあると思われるが、全体的に数量が減少している。,
,,▲,建設業（経営者）,競争相手の様子,・建設業は地域に根ざした地場産業であり、受注産業である。公共土木事業に依存している建設会社は地元に仕事が無くなると苦境に陥る。以前から経営難の噂があった老舗の建設会社がついに倒産に追い込まれたが、他人事とは思えない。,
,,▲,輸送業（配車担当）,受注量や販売量の動き,・最近の円高等により繊維関係の物量が動かず、特に東南アジア向けの衣料品の出荷が少なくなっている。また、燃料価格の上昇分を取引先に転嫁できず、ますます厳しい。,
,,×,建設業（総務担当）,受注量や販売量の動き,・建築基準法が６月20日に一部改正され、建築確認申請から工事着工までに相当の期間が掛かるため、一時的な売上減少も予想される。,
"雇用
関連

(北陸)",,◎,－,－,－,
,,○,＊,＊,＊,
,,□,人材派遣会社（社員）,求人数の動き,・派遣の求人数が減ってきている。また、求職者も技術を持った人材が少ないため、企業のニーズにこたえることができない。,
,,□,新聞社［求人広告］（担当者）,周辺企業の様子,・市中心部の再開発事業が９月にしゅん工する。関連業種と周辺小売業種では近年、県外資本の大型ストアの進出などで苦戦が続いていたが、これを機に活気付く。,
,,□,民間職業紹介機関（経営者）,周辺企業の様子,・工作機械メーカーから、先行きの受注が減少見込みのため、要員は現状のままとの情報があった。,
,,□,学校［大学］（就職担当）,求人数の動き,・情報関係からの求人が多く見られる。,
,,▲,職業安定所（職員）,求職者数の動き,・新規求職者数は前年同月比で14.7％と２けた増となった。中でも、正規雇用を求めての34歳以下の若年層の増加が目立った。,
,,×,－,－,－,
,,,,,,
　７．近畿（地域別調査機関：りそな総合研究所（株））,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(近畿)",,◎,コンビニ（経営者）,来客数の動き,・予想よりも気温の高い状態が続いており、飲料水が売れているほか、クール商材も予想以上に伸びている。さらに、ついで買いのおにぎりも売上が伸びている。,
,,◎,一般レストラン（店員）,来客数の動き,・例年と同様に夏休みで家族連れの来客が増えたのに加え、客の回転率が良くなったことで、売上が驚くほど伸びている。,
,,○,一般小売店［事務用品］（経営者）,お客様の様子,・盆期間中を含めて商店街の人通りが多い。当店の来客数も増えている。,
,,○,百貨店（統括）,販売量の動き,・３か月前と比べて婦人衣料の動きは比較的良く、特に特選ブランドが好調である。その一方、紳士服は相変わらず低調となっている。,
,,○,百貨店（サービス担当）,お客様の様子,・猛暑で夏物商材のバーゲンセールが好調に推移したほか、特選婦人洋品の売行きが相変わらず好調であるなど、前年実積を上回る状況となっている。,
,,○,スーパー（店員）,来客数の動き,・従来の客に加えて、バーベキューなどのアウトドアを楽しむ客が増えている。,
,,○,スーパー（経理担当）,販売量の動き,・梅雨が明けて天候が安定した後、猛暑となったものの、盆以降は売上が順調に推移している。,
,,○,コンビニ（マネージャー）,来客数の動き,・盆期間中の来客数は前年を下回ったものの、それ以降は気温が高く推移したことで、夕方以降から深夜までの来客が増えている。本部によるプロモーションが女性客に支持されていることも、来客数の増加につながっている。,
,,○,衣料品専門店（営業・販売担当）,お客様の様子,・クールビズの浸透により、おしゃれをする男性が増えてきている。,
,,○,その他専門店［医薬品］（販売担当）,販売量の動き,・残暑が厳しく、季節商材が売れている。,
,,○,その他飲食［コーヒーショップ］（店長）,来客数の動き,・盆前に気温が高くなったことで、冷たい飲み物を求める利用者が増加し、来客数は前年を上回っている。,
,,○,都市型ホテル（役員）,それ以外,・７月に客室やレストランの改装工事が終わったため、３か月前に比べて売上は伸びている。単なる工事終了による増収ではなく、景気回復による後押しもある｡,
,,○,タクシー運転手,来客数の動き,・猛暑の影響で、過去最高の売上を記録している。,
,,○,タクシー運転手,競争相手の様子,・世界陸上で人が活発に動いているほか、今年は猛暑でタクシーを利用する客が増えている。,
,,○,その他レジャー施設［イベントホール］（職員）,来客数の動き,・恒例の公演では固定ファンが入場者数を下支えしているほか、長期のファミリー向けイベントでは、例年よりも入場者数が増えている。,
,,□,商店街（代表者）,販売量の動き,・盆の後半ごろから売上が落ちてきている。暑さの影響で安い夏物衣料の売行きは好調であるが、秋物衣料の立ち上がりが不調となっている。,
,,□,一般小売店［衣服］（経営者）,来客数の動き,・夏物衣料の売行きは目標に近いものの、初秋物は前年よりも悪い。,
,,□,一般小売店［衣服］（経営者）,お客様の様子,・大型店では、初夏のバーゲンセールの反動減で８月前半は落ち込んだものの、後半は猛暑の影響で売上が伸びている。,
,,□,一般小売店［カメラ］（販売担当）,競争相手の様子,・近隣の同業店が突然閉店した。カメラのデジタル化に伴ってプリント需要が減少し、今まで最も大きな利益を確保していた分野が縮小するなど、苦しい経営状態が続いている。,
,,□,百貨店（売場主任）,お客様の様子,・猛暑で季節商材の動きが好調となったものの、それ以外の商品は前年を下回ったことで、売上目標をクリアできてない。客の間では、必要な商品のみを購入し、不必要な商品は安くても購入しない傾向が一層明確となっている。,
,,□,百貨店（売場主任）,販売量の動き,・猛暑であるが、婦人雑貨や食料品の日常生活品は好調に推移している。秋物商材の販売が始まっている特選ブランドも、まずまずの出足となっている。,
,,□,百貨店（企画担当）,お客様の様子,・残暑の影響もあって、秋物商材の動きが非常に鈍くなっている。,
,,□,百貨店（営業担当）,お客様の様子,・猛暑にもかかわらず前月よりも引き合い件数は増えている。ただし、月末になっても秋物の売行きは例年よりも悪いほか、株安の影響で高額品の引き合いも少なくなっている。,
,,□,百貨店（営業担当）,単価の動き,・一部の高額所得層では、100万円以上のダイヤモンドの引き合いがある一方、日常の買物は化粧品や食料品などの低価格商品が中心となっている。,
,,□,百貨店（売場担当）,お客様の様子,・自社カードホルダーへの優待会を企画しても、客の動きに大きな変化はない。また、秋物商材を先行投入しても、売上への貢献はみられない。,
,,□,百貨店（マネージャー）,販売量の動き,・紳士服飾部の売上は前年割れの傾向が続いている。悪天候などの要因はあるものの、厳しい状況が続いている。,
,,□,スーパー（店長）,販売量の動き,・猛暑により、エアコンや扇風機、飲料、アイスなどの季節商材の動きは活発である一方、そのほかの商材が落ち込んでいる。特に食品については、中国産への不安で買い控えが起こっている。その分、割高な国産品への需要が増えているが、購入量を抑える傾向もあり、全体的な売上は伸びていない。,
,,□,スーパー（店員）,販売量の動き,・ねぎの価格が300円になるなど、野菜が高騰しているものの、販売量はそこまで落ち込んでいない。,
,,□,スーパー（広報担当）,販売量の動き,・盆商戦を含め、月前半は食料品と衣料品を中心に苦戦したが、盆明け以降は気温が上昇し、季節商材が好調に動いている。,
,,□,コンビニ（店長）,販売量の動き,・猛暑でアイスやビールの販売量は増えたものの、低価格の商品ばかりで売上はほとんど伸びていない。,
,,□,コンビニ（店長）,販売量の動き,・暑い日が続いてアイスや飲料の販売が伸びたものの、主力の弁当やおにぎりの販売量はあまり変わっていない。,
,,□,コンビニ（店長）,来客数の動き,・前月はやや売上が減少したものの、盆を過ぎてから来客数、販売量共に増え、３か月前とほぼ同じ水準となっている。,
,,□,コンビニ（店長）,来客数の動き,・来客数は前年と変わらないものの、１人当たり購買額が若干落ちることで、売上が減少している。この傾向に変化はない。,
,,□,衣料品専門店（経営者）,お客様の様子,・売上は前年の105～110％で推移しているものの、前年の落ち込みがひどかったことで、10年間の平均売上を下回る状況となっている。,
,,□,乗用車販売店（経営者）,販売量の動き,・盆休み明けは事故による自動車修理の件数が増えるが、鉄に対する世界的な需要の高まりから、以前は鉄くずとして処分されていたものが高値で買い取られている。,
,,□,乗用車販売店（経営者）,お客様の様子,・見積依頼のみが多く、商売につながらない。,
,,□,乗用車販売店（営業担当）,販売量の動き,・新車の購入を勧めても客にお金がなく、なかなか乗り換えにつながらない。,
,,□,乗用車販売店（営業担当）,販売量の動き,・車の修理やメンテナンスはコンスタントに依頼があるものの、販売は相変わらず低調で、盆休み前の駆け込み受注も目立たなかった｡最近は販売よりもレンタカーの問い合わせが増えている。,
,,□,住関連専門店（経営者）,販売量の動き,・盆休みまではイベント用の夏物商材を中心に引き合いが旺盛で、販売は順調に推移したが、盆休み後は残暑の影響もあって秋物商材への移行が遅れ、中休み状態となっている。世界陸上の関係で来客数は増えているものの、売上への貢献は少ない。,
,,□,住関連専門店（店長）,お客様の様子,・売れ筋商品のほか、販売量や客層など、全てにおいて前年と変化がない。,
,,□,その他専門店［医薬品］（経営者）,それ以外,・厳しい暑さで夏物商材がよく動いている。特に、ドリンクやペットボトル、制汗剤、日焼け止めの売上が、前年比で10～15％のアップとなっている。,
,,□,その他専門店［スポーツ用品］（経理担当）,販売量の動き,・猛暑により、夏物商材の在庫消化が順調に進んでいる。,
,,□,その他専門店［宝飾品］（販売担当）,販売量の動き,・定価品はもちろん、新商品の売上にも変化がみられない。,
,,□,一般レストラン（スタッフ）,来客数の動き,・最近は来客数が停滞気味であるほか、住民税の負担増などで客単価が下がってきている。客の消費マインドはかなり低下している感がある。,
,,□,観光型ホテル（経営者）,来客数の動き,・例年にない酷暑により、来客数が期待したほど伸びていない。,
,,□,観光型ホテル（経営者）,単価の動き,・今月は最近の数年と比べても平均宿泊単価がかなり下がっている。宿泊者数はかなり増えたものの、当社のホームページやインターネットサイトからの予約が増えたことで単価が低下し、売上は前年とほぼ同じ水準となっている。,
,,□,都市型ホテル（スタッフ）,来客数の動き,・月前半は予約状況が悪かったものの、下旬の世界陸上関連で大阪市内の稼動率が高まり、周辺都市にも好影響が及んだ。宴会関係では、中旬のバイキングイベントへの予約は出足が悪かったものの、間際に予約が殺到したことで売上が大きく伸びた。ただし、これらは特殊要因によるもので、景気の力強さは感じられない。,
,,□,都市型ホテル（営業担当）,来客数の動き,・宿泊は、世界陸上や旅行代理店経由の個人予約で満室の日が多く、予想以上の売上となっている。その一方、宴会では一般宴会の受注が少ないほか、婚礼も引き続き悪い状況である。それに対し、食堂は広告宣伝の効果もあり、今期に入って好調が続いている。,
,,□,都市型ホテル（マネージャー）,来客数の動き,・今月は世界陸上の開催で、宿泊や宿泊に伴う食事は好調となっている。毎年実施しているイベントの売上も前年を若干上回ったものの、世界陸上という特殊要因を除けば、大きな変化はみられない。,
,,□,旅行代理店（経営者）,販売量の動き,・先行予約は間際傾向の進展もあって前年をやや上回っているが、力強さはない。また、海外旅行は東南アジアが中心で客単価が低い。,
,,□,旅行代理店（店長）,販売量の動き,・来客数、販売単価共に、今年に入って前年比２割前後の落ち込みが続いている。台風や地震も不調の要因となっている。,
,,□,旅行代理店（広報担当）,お客様の様子,・例年であれば、夏の終わりに向けて受注に勢いが出てくる時期だが、今年は落ち着いている。ただし、燃油サーチャージによる価格の上昇や、円安による影響は予想したほどではなく、受注の状況に変化はない。,
,,□,タクシー運転手,お客様の様子,・例年この時期には客の移動が増えるのに加え、この暑さで我慢できずに近距離移動の客が増えている。,
,,□,タクシー運転手,お客様の様子,・大阪ではタクシーの台数が増える一方、乗客数は横ばいの状況が続いている。,
,,□,タクシー会社（経営者）,お客様の様子,・猛暑やイベントなどの季節的要因を除けば、客の間で公共交通機関を使う風潮が高まっている。ガソリン価格の高騰でタクシーの利用増加に期待したものの、やはり電車やバスを利用する傾向がみられる。,
,,□,通信会社（社員）,お客様の様子,・地域によっては営業の効果が全くみられない。他社のサービスに申込んでいる様子もみられず、地域間での格差が大きくなっている。,
,,□,競輪場（職員）,単価の動き,・１人当たりの購買単価は２、３か月前まで低位で安定していたものの、わずかながら低下傾向となっている。,
,,□,その他サービス［ビデオ・ＣＤレンタル］（エリア担当）,販売量の動き,・今月も音楽レンタルの伸び悩みを、映像レンタル及びゲーム販売、書籍販売などでカバーしている。,
,,□,住宅販売会社（経営者）,お客様の様子,・新築、中古に関係なく、住宅購入意欲が引き続きみられるなど、市場は比較的安定している。,
,,□,住宅販売会社（経営者）,単価の動き,・業況は良くなっているかのようにみえるが、コストの増加により利益率は改善していない。,
,,□,住宅販売会社（総務担当）,販売量の動き,・１棟当たりの価格が上昇しているものの、販売棟数は減少しているため、総契約額は前年並みの推移となっている。,
,,□,その他住宅［展示場］（従業員）,お客様の様子,・住宅展示場の来場組数に大きな変化はみられない。,
,,▲,一般小売店［時計］（経営者）,単価の動き,・猛暑で客足が伸びなかったほか、売れるのは低価格品が中心で、中級クラスから上の商品が全く売れていない。,
,,▲,一般小売店［精肉］（管理担当）,販売量の動き,・猛暑の影響で、前年よりも販売量が減少している。特に、盆を過ぎると急に失速し、給料日前後の週末は最悪の状況であった。,
,,▲,一般小売店［花］（店長）,単価の動き,・原油の高騰により商品の運送コストが上昇している。実際に花の仕入価格にも上昇がみられる。,
,,▲,百貨店（経理担当）,来客数の動き,・猛暑で来客数の減少が続いている。特に、盆以降は減少幅が大きくなっている。,
,,▲,百貨店（商品担当）,お客様の様子,・高額品の購入をためらう客が増えている。,
,,▲,スーパー（経営者）,来客数の動き,・猛暑で日中の来客数が減り、17時ごろまでの集客に苦戦している。17時以降も他社が営業時間を延長しているため、客が分散し、年初来の来客数の伸びには陰りがみられる。また、酒販免許が昨冬から大幅に緩和されたことで、業績に悪影響が出ている。,
,,▲,スーパー（経営者）,来客数の動き,・盆の10日前から１週間は昼間が異常に暑かったため、日中の来客数が非常に少なかった。さらに、昼間に少なかった分、夕方に増えるわけでもないのが現状である。,
,,▲,スーパー（店長）,競争相手の様子,・今月の初旬に近隣で衣料品、食品の競合店が出店し、競争が更に激しくなっている。それに伴い、商圏人口の増加よりも、出店数の増加が目立つ状況となっている。オーバーストアとなるなかで、各社では来客数の減少に歯止めを掛ける広告戦略が目立つ。,
,,▲,スーパー（開発担当）,単価の動き,・食品スーパーをオープンしたものの、客単価があまり上がらず、売上も伸びていない。,
,,▲,コンビニ（経営者）,お客様の様子,・近隣に安い定食屋がオープンした影響で、ランチの売上がやや減少している。コンビニで弁当とサラダ、飲料を購入するよりも、定食屋でランチを食べた方が割安感がある。,
,,▲,乗用車販売店（経営者）,お客様の様子,・ガソリンの値上げは自動車業界に大きな影響を与えている。,
,,▲,一般レストラン（経営者）,お客様の様子,・活気があるのは一部の店舗だけである。,
,,▲,一般レストラン（スタッフ）,単価の動き,・飲食業界は例年２月と８月に落ち込むが、今年はさほど目立った落ち込みもなく、来客数もまずまずで推移している。ただし、単価的には今一つの状況である。,
,,▲,一般レストラン（スタッフ）,来客数の動き,・来客数の前年割れが続いているが、今夏は例年よりも厳しい状況となっている。,
,,▲,スナック（経営者）,来客数の動き,・暑気払いで小さなグループの来店が何組かあった一方、食事の後に１、２人で飲みに来る客が少ない。,
,,▲,観光型旅館（経営者）,販売量の動き,・例年、８月は合宿やキャンプ場の入込客数がほかの月の120％と増え、温浴施設もにぎわう。ただし、今年は土産物の販売量が前年比で10％減、客単価は３か月前の10％減と厳しい状況となっている。,
,,▲,旅行代理店（営業担当）,販売量の動き,・正月を含めた12月以降の海外旅行を中心に、予約の動きが少し鈍くなってきている。,
,,▲,通信会社（経営者）,販売量の動き,・例年８月は販売量が伸びないが、今年も通信会社による販売刺激策は特に講じられていない。,
,,▲,観光名所（経理担当）,来客数の動き,・少しは良くなる兆しが見られた一方、ガソリンの値上がりによる影響で、来場客による駐車場利用台数が減っている。,
,,▲,競輪場（職員）,単価の動き,"・８月の客単価は14,228円と、５月の16,455円に比べて低下している。その一方で場外車券発売では、８月は13,050円と、５月の12,864円よりも上昇する結果となっている。",
,,▲,住宅販売会社（経営者）,販売量の動き,・市場での取引件数自体が減少している。,
,,▲,住宅販売会社（従業員）,競争相手の様子,・新築マンションに販売不振物件が増加している。デベロッパーの間では、マンションを建てずに土地のみで転売する動きも出てきている。,
,,▲,住宅販売会社（従業員）,来客数の動き,・一部のタワー物件では販売も好調であるが、来場者数がかなり落ち込んでいるほか、客のマインドも低下している。,
,,▲,その他住宅［情報誌］（編集者）,来客数の動き,・前年来、関西圏の不動産市況は低迷が続いている。不安定な景気動向の影響もあり、一部の人気エリアを除けば、いわゆる新価格物件に対する客の反応は鈍い。,
,,×,商店街（代表者）,お客様の様子,・猛暑の影響が大きく、来客数が少ない。,
,,×,一般小売店［衣服］（経営者）,販売量の動き,・前年と比べて来客数に大きな変化はないが、１人当たりの購入単価が低く、売上全体は伸びていない。以前のような買い渋りはみられないものの、客の目が衣料品に向いていない。,
,,×,一般小売店［花］（店員）,販売量の動き,・大型店の出店や猛暑により客の購買意欲が低下しており、繁忙時期であるにもかかわらず販売量が激減している。,
"企業
動向
関連

(近畿)",,◎,建設業（経営者）,受注量や販売量の動き,・４～６月の受注はやや低調であったものの、７月に前年並みに戻り、８月は好調となっている。土地が動いているため、同業者も忙しくなっている。,
,,○,繊維工業（企画担当）,取引先の様子,・取引先からの追加オーダーが若干増え、売上も伸びているものの、単価の高い商品は購入が控えられている。,
,,○,金属製品製造業（管理担当）,受注量や販売量の動き,・建築基準法の改正に伴って建築コストが大幅に増えるため、６月の改正前には駆け込み需要が増えた。当面はその影響で好調な状況が続く。,
,,○,電気機械器具製造業（宣伝担当）,受注量や販売量の動き,・これまで好調であった薄型テレビなどのＡＶ関連商品だけでなく、猛暑でエアコンの荷動きが非常に活発になるなど、電化関連の商品も好調に推移している。,
,,○,輸送業（総務担当）,取引先の様子,・猛暑で前年以上に荷物量が増えている。,
,,○,広告代理店（営業担当）,受注量や販売量の動き,・下期に向けて、新たな広告の発注が目立ってきている。,
,,□,食料品製造業（従業員）,受注価格や販売価格の動き,・まだ大きな動きとなっていないものの、石油関連や農産物の値上げ要請が毎日のように来ており、これ以上は交渉の余地がない状態となりつつある。,
,,□,化学工業（管理担当）,受注量や販売量の動き,・全体の受注量の動きに変化はないものの、ユーザーの業種別にみると、電機がやや増加で、半導体は増加、土木は減少という状況となっている。,
,,□,化学工業（企画担当）,取引先の様子,・食品業界も原料高騰のあおりを受けており、販売価格への転嫁が追い付かず収益状況が悪化している。,
,,□,金属製品製造業（総務担当）,受注量や販売量の動き,・大阪では建築案件がようやく増加してきたものの、価格は相変わらず厳しい。,
,,□,一般機械器具製造業（経営者）,受注量や販売量の動き,・当社には鉄鋼関連の取引先が多いが、投資意欲に衰えはみられない。ただし、更に上昇傾向が続くとも言い切れない。,
,,□,電気機械器具製造業（経営者）,取引先の様子,・大手メーカーの設備意欲は旺盛であるが、大体はコストダウンが前提となっている。,
,,□,電気機械器具製造業（経営者）,それ以外,"・１～７月の売上が4,270万円～１億2,500万円とばらつきがあり、好不調の判断が難しい。",
,,□,電気機械器具製造業（企画担当）,取引先の様子,・取引先の販売状況が芳しくなかったため、受注量が減少している。,
,,□,電気機械器具製造業（経理担当）,受注価格や販売価格の動き,・取引先の遊技業界は落ち込みが激しく、先行き不透明な状況となっている。,
,,□,建設業（経営者）,競争相手の様子,・民間企業からの仕事は増えつつあるが、価格競争は相変わらず厳しいほか、同業者の倒産、廃業も続いている。,
,,□,輸送業（営業所長）,取引先の様子,・関西国際空港の新滑走路がオープンしたが、急に貨物量が増えるわけでもなく、現時点で大きな変化はない。,
,,□,金融業（営業担当）,取引先の様子,・自動車部品製造業の取引先では、２年前の材料価格上昇時には製品価格への転嫁がスムーズであったが、今回は価格転嫁が一部で遅れている。一方、紳士服製造卸売業の取引先は、前月までの売上は前年比５％増であったものの、残暑の影響で秋物商材の出荷が遅れ、売上が減少している。,
,,□,不動産業（経営者）,取引先の様子,・建売り住宅の販売状況が悪化し、開発業者は用地の仕入れに慎重になっている。,
,,□,不動産業（営業担当）,取引先の様子,・土地価格の上昇に伴うマンション価格の上昇に、客がついて来れなくなっている。それに伴い、マンション業者が土地の仕入れを控え始めているため、土地価格が横ばいか、低下しつつある。,
,,□,広告代理店（営業担当）,受注量や販売量の動き,・紙媒体の広告の落ち込みに歯止めが掛かったほか、インターネット広告の伸びも落ち着いてきている。,
,,□,経営コンサルタント,取引先の様子,・顧問先の製造業者では、国や大阪府の施策によって新規事業への取組意欲が高まり、設備投資を行うところも出てきている。一方で小売業者には、売上前年比の悪化している企業が多い。原材料費の高騰分を価格転嫁できない状況が続いている。,
,,□,コピーサービス業（従業員）,受注量や販売量の動き,・記録的猛暑の影響で客足が今一つ伸びない。特に、日中を避けて午前中に来店する傾向がみられる。また、複数の家電量販店から販促広告の作成依頼があったものの、内容は大型白物家電に特化したものとなっている。,
,,▲,繊維工業（総務担当）,受注価格や販売価格の動き,・靴下はバイヤーが価格決定権を持っており、価格転嫁ができないため、原料価格の上昇による利益率の低下が避けられない状況である｡,
,,▲,繊維工業（総務担当）,受注量や販売量の動き,・秋物商材が動く時期であるものの、催事での販売は伸び悩んでおり、注文量が前年よりも２割ダウンしている。,
,,▲,パルプ・紙・紙加工品製造業（経営者）,受注価格や販売価格の動き,・材料や資材の価格が上昇し、利益率が低下している。製品価格の値上げ交渉を行っているものの、少し時間が掛かっている。,
,,▲,金属製品製造業（経営者）,受注量や販売量の動き,・荷動きが悪く、受注量も減少している。,
,,▲,金属製品製造業（営業担当）,競争相手の様子,・原材料が値上がりしている一方、同業者間でけん制し合って、価格転嫁がなかなか進まない。,
,,▲,電気機械器具製造業（企画担当）,受注量や販売量の動き,・グループ会社はどの領域でも前年実績を上回っているものの、今年度の計画の達成は難しい状況になっている。,
,,▲,その他製造業［履物］（団体役員）,受注量や販売量の動き,・輸入商品との激しい競争が続いており、受注量の減少でかなり厳しい状況となっている。,
,,▲,金融業（支店長）,取引先の様子,・ガソリンスタンドを３店舗経営している取引先では、競合の大型店と単価の差があるため、経営が大変な状況である。,
,,▲,経営コンサルタント,受注量や販売量の動き,・取引先の業況は冷え込んでおり、経費の削減を進めているため、その影響が出てきている。,
,,▲,その他非製造業［機械器具卸］（経営者）,取引先の様子,・梅雨が長引いたほか、台風の影響で夏物商材が売れていない。,
,,×,化学工業（経営者）,受注量や販売量の動き,・売上は前年比で若干減少した程度であるが、原料価格の高騰で何度も値上げしたため、出荷量は大幅に減少している。,
"雇用
関連

(近畿)",,◎,－,－,－,
,,○,職業安定所（職員）,それ以外,・大阪府の有効求人倍率は季節調整値で1.31倍と、４か月連続で上昇している。前年の12月に続き、いわゆるバブル期の最高値に並ぶ水準となっている。,
,,□,人材派遣会社（経営者）,求人数の動き,・派遣スタッフの求人数は微増状態が続いている一方、新規派遣登録者の量と質の確保が難しくなっている。,
,,□,人材派遣会社（経営者）,求人数の動き,・例年どおり、受注量は若干落ち着いているものの、いくら派遣依頼が来ても、それにマッチする人材が不足している。,
,,□,人材派遣会社（支店長）,求職者数の動き,・例年、８月は企業からの派遣依頼が落ち着く傾向にあるが、今年は堅調な動きとなっている。その一方で、新規登録者数は伸び悩んでいるため、派遣依頼と求職者とのマッチングが難しい状況となっている。,
,,□,新聞社［求人広告］（営業担当）,求人数の動き,・高層分譲マンションや賃貸マンションの増加で、管理人の求人が増えている。,
,,□,職業安定所（職員）,それ以外,・団塊の世代には、定年退職するよりも、再就職しやすい今のうちに早期退職制度を利用する動きが目立つ。一方で、若年層では転職希望者が増えてきている。就職氷河期に妥協して就職したものの、今になって転職を希望する人が多いほか、比較的安定した職に就いている人でも、より良い条件での転職を希望する人が多い。,
,,□,学校［大学］（就職担当）,求人数の動き,・従来どおりの求人状況で、特に求人数が増えている様子はない。,
,,▲,求人情報誌製作会社（営業担当）,求人数の動き,・例年は盆明けから求人数が増加傾向になるものの、今年はその傾向がみられない。,
,,▲,新聞社［求人広告］（営業担当）,周辺企業の様子,・関西の新聞求人広告は低迷しており、同業者も苦戦している。求人広告を掲載しても即戦力の人材が集まらず、広告を控える企業が増えている。,
